Product Code,Description,Sales Price,Last Cost Price (Std)
TC-25-BR,Female Bearing Tri-Creaser Component - 25mm I/D,331.20,30.00
SS-TECH-WRAPS,Blue Tech-ni-Fold Case Wraps,0.00,0.00
SS-TECH-ROL-BAN,Tech-ni-Fold Roller Banner & Mechanisms,0.00,0.00
SS-T&C-BAN-DEALER,TNF & CS Dealer Opportunity Banner,0.00,0.00
SS-POW-EXT,Power Extension,0.00,0.00
SS-LF-STA,Leaflet Stand & Case,0.00,0.00
SS-HI-VIS-JACKET,Hi-Vis Jackets,0.00,0.00
SS-CS-WRAPS,CreaseStream Case Wraps,0.00,0.00
SS-CS-SHOW-STA,CreaseStream Show Card Stand,0.00,0.00
SS-CS-ROL-BAN,CreaseStream Roller Banner & Mechanisms,0.00,0.00
SS-COVERS,Blue Show Covers,0.00,0.00
SS-CABLE-HIDES,Rubber Cable Hides,0.00,0.00
SS-BAN-CAS,Black Banner Cases with Foams & Lids,0.00,0.00
SS-AMA-FIRE,Amazon Fire Tablets & acrylic Stands,0.00,0.00
SS-ACR-RS,Acrylic Risers,0.00,0.00
SS-ACR-FF-DEMO,Acrylic Fast Fit Tri-Creaser Demo Unit,0.00,0.00
SS-ACR-CAB,Acrylic Show Cabinets,0.00,0.00
SPYDER,Web cassette creasing unit w/ 2x creasing tools 25mm shaft,7000.00,0.00
SP-SHC/35-RD,35/36mm Spine-Hinge Creaser Red Spacer Sets,40.00,12.00
SP-MT/SH-55-0.8,Shoei 55mm Multi-Tool Spacer 0.8mm Thick,19.16,2.50
SP-MT/35-FS,Multi-Tool Spacers 35mm Full Set,0.00,0.00
SP-MT/35-6,Multi-Tool Spacer - 6mm Width - Stahl & MBO 35mm Shaft,19.16,4.81
SP-MT/35-5,Multi-Tool Spacer - 5mm Width - Stahl & MBO 35mm Shaft,19.16,4.63
SP-MT/35-4,Multi-Tool Spacer - 4mm Width - Stahl & MBO 35mm Shaft,19.16,4.53
SP-MT/35-3,Multi-Tool Spacer - 3mm Width - Stahl & MBO 35mm Shaft,19.16,4.33
SP-MT/35-2,Multi-Tool Spacer - 2mm Width - Stahl & MBO 35mm Shaft,19.16,3.34
SP-MT/35-1,Multi-Tool Spacer - 1mm Width - Stahl & MBO 35mm Shaft,19.16,3.31
SP-MT/30-6,Multi-Tool Spacer - 6mm Width - MBO 30mm Shaft,19.16,0.00
SP-MT/30-5,Multi-Tool Spacer - 5mm Width - MBO 30mm Shaft,19.16,0.00
SP-MT/30-4,Multi-Tool Spacer - 4mm Width - MBO 30mm Shaft,19.16,0.00
SP-MT/30-3,Multi-Tool Spacer - 3mm Width - MBO 30mm Shaft,19.16,0.00
SP-MT/30-2,Multi-Tool Spacer - 2mm Width - MBO 30mm Shaft,19.16,0.00
SP-MT/30-1,Multi-Tool Spacer - 1mm Width - MBO 30mm Shaft,19.16,0.00
SP-MT/25-6,Multi-Tool Spacer - 6mm Width - Stahl & GUK 25mm Shaft,19.16,1.73
SP-MT/25-5,Multi-Tool Spacer - 5mm Width - Stahl & GUK 25mm Shaft,19.16,1.73
SP-MT/25-4,Multi-Tool Spacer - 4mm Width - Stahl & GUK 25mm Shaft,19.16,1.73
SP-MT/25-3,Multi-Tool Spacer - 3mm Width - Stahl & GUK 25mm Shaft,19.16,1.73
SP-MT/25-2,Multi-Tool Spacer - 2mm Width - Stahl & GUK 25mm Shaft,19.16,1.73
SP-MT/25-1,Multi-Tool Spacer - 1mm Width - Stahl & GUK 25mm Shaft,19.16,1.73
SHRINKWRAP,CS - Shrinkwrap for Pallets 400/300mtr,0.00,5.39
SHOEI-65/02,Shoei Starter Package 45/65 with blue gripper bands,1449.60,55.89
SHOEI-65/01,Shoei 35/65mm Starter Package,1440.00,415.68
SHOEI-55/ADJ,Shoei 35/55 3mm Spine Creaser Adjustable,0.00,12.99
SHOEI-55/01,Shoei 35/55mm Starter Package,1440.00,290.21
SHOEI-15/01,Shoei Miniature Starter Pack Unit to fit 15mm Exit Shaft,1500.00,0.00
SHIM-SP/PACK,Shim Washers Pack,2.50,12.49
SHC-STA-ADJ/30-FP,Spine & Hinge Creaser Standard Adjustable 30mm,1796.40,0.00
SHC-STA-ADJ/04-FP,35mm Standard Adjustable Spine & Hinge Creaser,1796.40,263.90
SHC-STA-ADJ/03-FP,36mm Standard Adjustable Spine & Hinge Creaser - Agor Versio,1796.40,19.75
SHC-ST/25-01,25mm 3-8mm Spine & Hinge Creaser,1200.00,130.43
SHC-ST-ADJ/25-FP,25mm 3-8mm Spine & Hinge. Fixed female,1796.40,113.79
SHC-SAMC-FP,Spine-Hinge Creaser for SAMC Machine,1512.00,17.06
SHC-RO-2,Spine-Hinge Creaser - Rollem (4 Creases on same Sheet Face),1512.00,0.00
SHC-RO,Spine-Hinge Creaser - Rollem - Discontinued,1200.00,122.67
SHC-PC-ADJ/04-Y,Plastic Creaser35mm Adjust Spine/Hinge X4 in set,110.00,26.99
SHC-MF/30-02,30mm Spine-Hinge Creaser - 3-7mm Hinge,1512.00,121.17
SHC-MF/30-01-B,30mm Spine-Hinge Creaser - 3-8mm Hinge - 50.20mm O/D - China,1512.00,17.06
SHC-MF/30-01,30mm Spine-Hinge Creaser - 3-8mm Hinge - 49.56mm O/D,1512.00,121.17
SHC-GUK-2-B,GUK 3-10mm Spine-Hinge Orange Insert Creaser - 58.25mm O/D,1512.00,15.14
SHC-GUK-2,Spine-Hinge Creaser - GUK 58.25 O/D - 3-10mm Hinge,1512.00,12.49
SHC-GUK,DISCONTINUED - Spine-Hinge Creaser - GUK - 35mm I/D,0.00,128.88
SHC-CSJ-ADJ/30-FP,OBSELETE - Spine & Hinge Creaser for 30mm CSJ,0.00,220.66
SHC-ADJ/DM-FP,Spine & Hinge Creaser to fit 29.62mm exit shaft,2036.40,422.05
SHC-ADJ/04-FP,35mm Special Adjustable Spine & Hinge Creaser,2036.40,370.52
SHC-ADJ/04-FE-WI,35mm Adjustable S&H Female Rings widest settings,0.00,66.18
SHC-ADJ/04-FE-O/BX2,35mm Adjustable S&H Female Rings with2X Orange/Blue Channels,0.00,19.24
SHC-ADJ/03-FP,DISCONTINUED 36mm Special Adjustable Spine&Hinge Creaser-USA,0.00,321.06
SHC-ADJ-MF/30-FP,30mm Special Adjustable Spine & Hinge Creaser,2036.40,370.60
SHC-04-B,35mm 3-10mm Spine-Hinge Orange Insert Creaser - 58mm I/D,1512.00,15.14
SHC-04,DISCONTINUED Spine-Hinge Creaser 35mm-4part 3-7mm Red Sp,0.00,119.67
SHC-03,DISCONTINUED  -  Spine-Hinge Creaser - 36mm - 58mm O/D,0.00,116.01
SHC-02-36,Spine-Hinge Creaser De-lux - 36mm I/D,1512.00,89.64
SHC-02,OBSELETE,0.00,60.00
SHC-01-35,Spine-Hinge Creaser De-lux - 35mm I/D,1512.00,89.64
SHC-01,Spine-Hinge Creaser - 36mm I/D,1512.00,60.00
SH-GB/65-FP,Shoei 65mm Gripper Boss Support Rollers,102.00,29.45
SH-GB/55-FP,Shoei 55mm Gripper Boss Support Rollers,102.00,34.37
SH-GB/15-FP-GRIP,Gripper Boss Support Rollers to fit Morgana - Top Rollers On,36.00,9.85
SH-GB/15-FP,Miniature Shoei Gripper Boss Support Rollers,84.00,33.97
SCRIBER,Extraction Tool,7.75,1.17
SC-SH-01,"Spine-Creaser to fit Harris, Heidelberg Prosetter, Macey & S",1440.00,96.57
SC-OS-02,Spine-Creaser to fit Osako machines (with 'V' shaped groove,1440.00,101.86
SC-OS-01,Spine-Creaser to fit Osako Tener 310 machine,1440.00,97.21
SC-MU/PC-RB-5-Y-MOD,Quad-Creaser Yellow Split Plastic Creasing Rib,28.00,3.31
SC-MU/PC-RB-5-Y, Muller Spine & Hinge Creaser Yellow Split,28.00,3.31
SC-MU/PC-RB-5-W-MOD,Quad-Creaser White Split Plastic Creasing Rib,28.00,3.50
SC-MU/PC-RB-5-W,DISCONTINUED Muller Spine & Hinge Creaser White Split,28.00,3.50
SC-MU/PC-RB-5-R,Quad-Creaser Red Split Plastic Creasing Rib,28.00,3.22
SC-MU/PC-RB-5-MOD,Quad-Creaser Black Split Plastic Creasing Rib,28.00,3.22
SC-MU/PC-RB-5-B-MOD,Quad-Creaser Blue Split Plastic Creasing Rib,28.00,3.34
SC-MU/PC-RB-5-B,DISCONTINUED Muller Spine & Hinge Creaser Blue Split Plastic,28.00,3.34
SC-MU/PC-RB-5,DISCONTINUED Muller Spine & Hinge Creaser Black Split Plas,28.00,3.22
SC-MU/ADJ-MC,Muller Adjustable Male Component with Gripper band,275.00,0.00
SC-MU/ADJ-LF-4C-FP,Quad-Creaser Lay Flat Attachment to fit Muller Martini Coron,1800.00,292.54
SC-MU/ADJ-FP-01,"Quad-Creaser Adjustable to fit Muller Martini Corona, Bolero",2636.40,483.74
SC-MU/ADJ-FC,Muller Adjustable Female Component without gripper bands,275.00,0.00
SC-MU/ADJ-6C-FP,"Quad-Creaser (Lay Flat) to fit Muller Martini Corona, Bolero",2880.00,593.76
SC-MU-SP,Muller Spacer 6mm & 4mm Set,58.00,23.18
SC-MU-06,Muller Spine Creaser 1528.0444,1800.00,280.47
SC-MU-05,Spine-Creaser to fit Müller Martini 0554.0401 & 0507.0400 st,1916.40,316.35
SC-MU-04,OBSOLETE - Spine Creaser to fit Muller Cover Feeder 0554.04,1916.40,20.77
SC-MU-03,Spine-Creaser to fit Müller Martini 292 stitching machine co,1440.00,52.05
SC-MU-02-TEMPO,Spine-Creaser to fit Müller Martini Tempo stitching machine,1323.60,98.96
SC-MU-02,"Spine-Creaser to fit Müller Martini 1553, 1554, Primera E140",1440.00,114.61
SC-MC-01,McCain Spine-Creaser. DISCONTINUED,1824.00,315.56
SC-HORSESHOE,Horseshoe Male Holder for SC-HD-04,850.00,0.00
SC-HOR/25-FP-DSF-01,"Spine-Creaser to fit Horizon StitchLiner MkIII, MkIV & MkV m",1747.00,129.91
SC-HOR/25-FP,Spine-Creaser to fit Horizon StitchLiner 5500 & 6000 machine,1440.00,112.40
SC-HO-02/CLIP,Clip for SC-HO-02,20.50,0.00
SC-HO-02,Spine-Creaser to fit Hohner HSB 10000-S stitching machine co,1556.40,19.43
SC-HO-01,Spine-Creaser to fit Hohner HSB 8000 stitching machine cover,1440.00,385.00
SC-HD-04/S&W,USE CODE ABOVE SC-HD-04/CLIP,0.00,0.83
SC-HD-04/CLIP,"Clips, Screw & Washer Set for SC-HD-04 Horseshoe Component",20.50,10.04
SC-HD-04,"Spine-Creaser to fit Heidelberg ST-350, ST-400 (late models)",2036.40,369.93
SC-HD-03,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (newer versi,1676.40,106.96
SC-HD-02,Spine-Creaser to fit Heidelberg ST-300 stitching machine cov,1556.40,62.62
SC-HD-01,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (older versi,1676.40,196.75
SC-DU-02,Spine-Creaser to fit Duplo iSaddle Machine (new version),1800.00,23.31
SC-DU-01,Spine-Creaser to fit Duplo iSaddle machine,1620.00,150.06
SC-DSF/HOR-25-NY-Y,Spine-Creaser Advance Yellow Female Receiver Ring,42.00,9.12
SC-DSF/HOR-25-NY-R,Spine-Creaser Advance Red Female Receiver Ring,42.00,8.65
SC-DSF/HOR-25-NY-B,Spine-Creaser Advance Blue Female Receiver Ring,42.00,12.66
SC-17,17mm Stud for Spine-Creaser,101.00,1.00
SC-10,10mm Stud for Spine-Creaser SC-HD-01,101.00,1.00
RS-NY/FE-Y,Tri-Creaser Advance Yellow Female Receiver Ring,42.00,8.16
RS-NY/FE-R,Tri-Creaser Advance Red Female Receiver Ring,42.00,8.52
RS-NY/FE-B,Tri-Creaser Advance Blue Female Receiver Ring,42.00,8.11
RS-NY/FE,Tri-Creaser Advance Black Female Receiver Ring,42.00,8.03
QC-WO/SP,Blanking Spacer for Wohlenberg - Single Bevelled Version,26.00,9.40
QC-WO/10MM-HINGE-SP,Wohlenberg 10mm Hinge Spacer Set,159.30,86.88
QC-WO-6C/6MM-HINGE-SP-T,Wohlenberg 6mm Blue Dot Male Hinge Spacer Double Channel,45.00,9.37
QC-WO-6C/6MM-HINGE-SP-B,Wohlenberg 6mm Blue Dot Female Hinge Spacer Single Channel,45.00,7.82
QC-ST-DEL/25-FP,Quad-Creaser - 25mm I/D,0.00,80.00
QC-SM-DEL/35-FP,Quad-Creaser - 35mm I/D,0.00,60.00
QC-MU/VA-FP-03,Quad Creaser for Muller VareoBinder 30mm,0.00,235.64
QC-MU/VA-FP-02,Quad Creaser for Muller VareoBinder 30mm,0.00,0.00
QC-MU/VA-FP-01,Quad Creaser for Muller VareoBinder 30mm,0.00,0.00
QC-MU/TRE-FP-8,OBSELETE  -  Muller Trend Binder with 8mm Hinge,0.00,798.88
QC-MU/TRE-FP-6,DISCONTINUED  -  Muller Trend Binder with 6mm Hinge -,0.00,615.29
QC-MU/SIG-FP-6,Quad-Creaser to fit Muller Martini Sigma binder 30mm shafts,2276.40,76.45
QC-MU/PO-FP-7.5,Muller Pony 7.5mm Fixed Hinge. DISCONTINUED,1680.00,111.12
QC-MU/PO-FP-6,Muller Pony,1680.00,499.02
QC-MU/PAN-FP-6,Quad-Creaser to fit Muller Martini Pantera binder 30mm shaft,2396.40,702.70
QC-MU/PA-FP-6-01-DC,Muller Panda Double Crease 6mm Hinge,2040.00,77.32
QC-MU/PA-FP-6-01,Quad-Creaser to fit Muller Martini Panda Version 2 & Tigra b,2040.00,744.92
QC-MU/PA-FP-6,Muller Panda,1680.00,511.95
QC-MU/ALE-LF-4C-FP,Lay Flat Attachment for Muller Alegro,1800.00,690.62
QC-MU/ALE-FP-6,Quad Creaser to fit Muller Martini Alegro binder with 48mm s,2696.40,730.74
QC-MU-TRE/PC-W,Muller Trend Binder White Plastic Creaser,38.00,13.19
QC-MU-TRE/PC,Muller Trend Binder Black Plastic Creaser,38.00,9.48
QC-MU-PO/PC-Y,Yellow Muller Pony Plastic Creaser 26.12,28.00,4.82
QC-MU-PO/PC-W,White Muller Pony Plastic Creaser 26.32,28.00,11.67
QC-MU-PO/PC-O,Orange Muller Pony Plastic Creaser 25.86,28.00,5.74
QC-MU-PO/PC-B,Blue Muller Pony Plastic Creaser 25.96,28.00,5.74
QC-MU-PO/PC,Black Muller Pony Plastic Creaser 26.22,28.00,5.74
QC-MU-PAN/PC-B,Quad-Creaser Blue Split Plastic Creasing Rib,38.00,8.02
QC-MU-PAN/PC,Quad-Creaser Black Split Plastic Creasing Rib,38.00,8.05
QC-MU-PA01/PC-Y-T,Quad-Creaser Yellow Dot Split Plastic Creasing Rib,38.00,9.07
QC-MU-PA01/PC-Y-B,Quad-Creaser Yellow Dot Split Plastic Creasing Rib,38.00,9.95
QC-MU-PA01/PC-W-T,Quad-Creaser White Dot Split Plastic Creasing Rib,38.00,6.34
QC-MU-PA01/PC-W-B,Quad-Creaser White Dot Split Plastic Creasing Rib,38.00,6.34
QC-MU-PA01/PC-T,Quad-Creaser Black Split Plastic Creasing Rib,38.00,9.07
QC-MU-PA01/PC-O-T,Orange Light Creasing Rib Panda 2 top shaft/single chamfer,38.00,10.98
QC-MU-PA01/PC-O-B,Orange Light Nylon Creasing Rib Panda 2 bottom shaft/double,38.00,11.87
QC-MU-PA01/PC-B-T,Blue Medium Nylon Creasing Rib Panda 2 topshaft/single chamf,38.00,10.98
QC-MU-PA01/PC-B-B,Blue Medium Nylon Creasing Rib Panda 2 bottom shaft/double,38.00,8.96
QC-MU-PA01/PC-B,Quad-Creaser Black Split Plastic Creasing Rib,38.00,9.95
QC-MU-PA/PC-Y,Yellow Muller Panda Heavy Plastic Creaser 26.62mm,23.00,2.98
QC-MU-PA/PC-W,White Muller Panda Light Plastic Creaser 26.80mm,23.00,3.09
QC-MU-PA/PC-R,Red Muller Panda Light Plastic Creaser 26.92mm,23.00,3.10
QC-MU-PA/PC-B,Blue Muller Panda Medium Plastic Creaser 26.52mm,23.00,3.10
QC-MU-PA/PC,Black Muller Panda Extra Heavy Plastic Creaser 26.72mm,23.00,4.51
QC-MU-KB-94-Y,WRONG CODE,0.00,0.00
QC-MU-KB-94,WRONG CODE,0.00,0.00
QC-MU-ALE/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,38.00,4.83
QC-MU-ALE/PC-BLK,Quad-Creaser Black Split Plastic Creasing Rib,38.00,4.83
QC-MU-AG-30-FP,Quad-Creaser to fit Muller Martini Amigo binder 30mm shafts,1916.40,306.57
QC-MPB/30-TS,Muller 30mm Top Shaft Male/Female Component,0.00,0.00
QC-MPB-DC/30-FP-5,Muller Binder Double Crease,0.00,7.36
QC-MPB-2S/30-FP-7,Muller 7mm 2 Shaft System,1680.00,473.82
QC-MPB-2S/30-FP-6,Quad-Creaser to fit Muller Martini RB5 binder 30mm shafts,1680.00,371.75
QC-KB/94-ENDFLAP-FP-01,End Flap Creaser for Kolbus,3500.00,0.00
QC-KB-94-Y,Quad-Creaser Yellow Dot Split Plastic Creasing Rib,38.00,12.67
QC-KB-94-W,Quad-Creaser White Dot Split Plastic Creasing Rib,38.00,11.82
QC-KB-94-O,Quad-Creaser Orange Dot Split Plastic Creasing Rib,38.00,14.59
QC-KB-94-B,Quad-Creaser Blue Dot Split Plastic Creasing Rib,38.00,8.08
QC-KB-94,Quad-Creaser Black Split Plastic Creasing Rib,38.00,13.05
QC-HO-4S/25-FP,Quad-Creaser to fit Horizon Binder SB15,0.00,172.75
QC-HO-2S/25-FP-7,Horizon BQ470 7mm Hinge 2 Shaft System,1738.40,278.83
QC-HO-2S/25-FP-6,"Quad-Creaser to fit Horizon BQ binder 470, 480 & 500 model 2",1738.40,478.04
QC-GB-01,Gripper-Boss Support Rollers - 36mm I/D,102.00,36.65
QC-FOAM,OBSOLETE Large Foams for Quad Creasers,0.00,16.67
QC-DSF/KB-94-NY-Y,Kolbus Advance Yellow Dot Receiver Ring,0.00,0.00
QC-DSF/KB-94-NY-O,Kolbus Advance Orange Dot Receiver Ring,0.00,0.00
QC-DSF/KB-94-NY-B,Kolbus Advance Blue Receiver Ring,0.00,0.00
QC-DEL-WO/98-FP-6,Quad-Creaser to fit Wohlenberg Champion & City E binder 30mm,2997.00,947.47
QC-DEL-WO/98-FP-5,Wohlenberg Quad Creaser with 5mm HingeDISCONTINUED,2997.00,589.11
QC-DEL-WO/98-ENDFLAP-FP,End Flap Creaser for Wohlenberg,1440.00,31.70
QC-DEL-WO/98-ADJ/6C-FP,Wohlenberg Lay-Flat 6 Creaser,3775.66,2381.35
QC-DEL-WO/98-ADJ-PC-Y,Quad Creaser Yellow Dot Plastic Creasing Rib,28.00,0.00
QC-DEL-WO/98-ADJ-PC-O,Quad Creaser Orange Dot Plastic Creasing Rib,28.00,0.00
QC-DEL-WO/98-ADJ-PC-B,Quad Creaser Blue Dot Plastic Creasing Rib,28.00,0.00
QC-DEL-WO/98-ADJ,Wohlenberg Quad Creaser with Fully Adjustable Hinge,1342.00,106.80
QC-DEL-WO-98/PC-W,Quad-Creaser White Dot Split Plastic Creasing Rib,28.00,12.24
QC-DEL-WO-98/PC-O,Quad-Creaser Orange Dot Split Plastic Creasing Rib,28.00,7.72
QC-DEL-WO-98/PC,Quad-Creaser Black Split Plastic Creasing Rib,28.00,14.33
QC-DEL-UB/6-FP-01,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",2516.40,318.29
QC-DEL-UB/6-FP,"Quad-Creaser to fit Harris, Goss & (old) UB binder 1 1/2"" Sh",2276.40,309.60
QC-DEL-UB-6/PC-EXH,Quad-Creaser White Dot Split Plastic Creasing Rib,38.00,5.98
QC-DEL-UB-6/PC,Quad-Creaser Black Split Plastic Creasing Rib,38.00,8.05
QC-DEL-UB-6-01/PC-B,Quad-Creaser Blue Split Plastic Creasing Rib,28.00,7.16
QC-DEL-UB-6-01/PC,Quad-Creaser Black Split Plastic Creasing Rib,28.00,7.82
QC-DEL-MPB/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,28.00,3.28
QC-DEL-MPB/PC-R,Quad-Creaser Red Split Plastic Creasing Rib,28.00,3.35
QC-DEL-MPB/PC-B,Quad-Creaser Black Split Plastic Creasing Rib,28.00,3.24
QC-DEL-MPB/CH-FP,Muller Easy-Binder with 50.40mm O/D - China,0.00,4.00
QC-DEL-MPB/30-FP-8,Muller Easy-Binder Split Creaser - 8mm Hinge,2156.40,0.00
QC-DEL-MPB/30-FP-7,Muller Easy-Binder Pink Split-Creaser - 7mm Hinge,2156.40,19.40
QC-DEL-MPB/30-FP-5-HINGE,6mm Muller Perfect Binder Female Hinge Component,158.40,0.50
QC-DEL-MPB/30-FP-5-B-EXT,Muller Easy-Binder with Bottom Extension - 5mm Hinge,2156.40,16.47
QC-DEL-MPB/30-FP-5-B,Muller Easy-Binder Pink-Split Creaser - 5mm Hinge,2156.40,138.23
QC-DEL-MPB/30-FP-5,"Quad-Creaser to fit Muller Martini Corona, Bolero, Acoro, No",2156.40,137.57
QC-DEL-MPB/30-FP-4,American-Binder Set,0.00,0.00
QC-DEL-MPB/30-FP-3,OBSELETE  -  Muller Binder 30 mm - 4 sets code 3,0.00,96.00
QC-DEL-MPB/30-FP-2,Muller Quad Creaser - Single Deep Crease,0.00,0.00
QC-DEL-MPB/30-FP-10,Muller Easy-Binder Pink-Split Creaser - 10mm Hinge,2138.40,0.00
QC-DEL-MPB/30-FP,OBSELETE  -  Muller Perfect Binder Quad-Creaser - 30mm I/D,0.00,80.00
QC-DEL-MPB/1580-FP,Muller Easy-Binder - 1580 Cover Feeder - do not use,0.00,0.00
QC-DEL-KB/94-FP-6,QuadCreaser to fit kolbus473 Perfect Binder with fixed hinge,2520.00,588.63
QC-DEL-KB/94-FP,Kolbus Split-Ring Binder - 94mm,2138.40,150.00
QC-DEL-KB/92-FP,Kolbus Easy-Binder 92mm with Lugged Split Crease Bands,2036.40,173.72
QC-DEL-KB/58-FP,Kolbus Split-Ring Binder - 58mm,2036.40,20.86
QC-DEL-KB/26-FP-6-FEM,Kolbus 26mm Quad-Creaser Female-Half Collar Component.,110.00,0.00
QC-DEL-KB/26-FP-6-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",2516.40,305.90
QC-DEL-KB/26-FP-6,OBSELETE  -  26mm Kolbus Easy-Binder - 6mm Hinge,0.00,118.63
QC-DEL-KB/26-FP-5-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",2516.40,260.23
QC-DEL-KB/26-6C-FP-01,"Quad-Creaser (Lay Flat) to fit Kolbus binder KM470, KM490 &",2516.40,594.35
QC-DEL-KB/26-6C-FP,OBSELETE  -  Kolbus Binder 60mm - 6 Creaser Set,0.00,504.07
QC-DEL-KB/114-FP-9,Kolbus 114mm O/D Quad-Creaser with Fixed 9mm Hinge,0.00,0.00
QC-DEL-KB/114-FP-6,Kolbus 114mm,2725.00,2118.79
QC-DEL-KB-94/PC,Kolbus 94 Nylon Rib 94.95mm,38.00,9.19
QC-DEL-KB-26/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,28.00,13.95
QC-DEL-KB-26/PC,Quad-Creaser White Split Plastic Creasing Rib,28.00,10.42
QC-DEL-KB-114/PC-B,Blue Setting Kolbus 114 Plastic Creaser,38.00,8.76
QC-DEL-KB-114/PC,Black Setting Kolbus 114 Plastic Creaser,38.00,12.65
QC-DEL-GO/6-FP,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",2280.00,443.29
QC-DEL-GO-6/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,28.00,7.59
QC-DEL-GO-6/PC-B,Quad-Creaser Blue Split Plastic Creasing Rib,28.00,7.59
QC-CSM/PC,Black Nylon Rib for CreaseStream Mini SHC,0.00,5.19
QC-CSM/25-FP-6,CreaseStream Mini Spine & Hinge Creaser,550.00,59.57
QC-BOX/SET,Die Cut box & Hinge lid with foam 475X255X10mm,0.00,25.95
QC-BOX,OBSOLETE Quad Creaser Box,0.00,0.00
QC-BI-PC/YELLOW,Yellow Split Plastic Creasing Rib Bindwel,10.00,0.00
QC-BI-PC/WHITE,White Split Plastic Creasing Rib Bindwel,10.00,0.00
QC-BI-PC/W,(WRONG CODE DO NOT USE),10.00,0.00
QC-BI-PC/ORANGE,Orange Split Plastic Creasing Rib Bindwel,10.00,0.00
QC-BI-PC/BLUE,Blue Split Plastic Creasing Rib Bindwel,10.00,0.00
QC-BI-PC/BLACK,Black Split Plastic Creasing Rib Bindwel,10.00,0.00
QC-BI-PC,(WRONG CODE DO NOT USE),10.00,0.00
QC-BI-01,Bindwel Adjustable Quad Creaser,150.00,337.26
QC-ADJ-KB/94-FP-01,"Quad-Creaser Adjustable to fit Kolbus binder KM410C, KM412,",3270.00,1345.34
QC-04,OBSELETE,0.00,0.00
QC-03,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts,1096.70,138.02
QC-02,OBSELETE  -  Quad-Creaser 36mm DCM,0.00,80.00
QC-01,OBSELETE,0.00,75.00
PS-STA-SM/35-FP,Paper-Scorer Fixed - 35mm I/D,360.00,70.00
PS-STA-02,OBSELETE,0.00,25.00
PROTO-PD-35-002,Prototype Micro-Perforator with Tight Bore 35.001/2mm,0.00,0.00
PROT0-MT-35-002,OBSELETE,0.00,0.00
PH-VI/25,Vijuk/GUK 25mm Pharma Score,750.00,3.39
PH-PRATHAM/30-W,Pratham Pharma score 30mm White plastic creaser,0.00,0.00
PH-PRATHAM/30-B,Pratham Pharma score 30mm Blue plastic creaser,0.00,0.00
PH-PRATHAM/30-1,Pratham Pharma score 30mm 0.8mm and 1.2mm groove,115.00,5.05
PH-PRATHAM/20-Y,Pratham Pharma Score 20mm Yellow plastic creaser,0.00,0.00
PH-PRATHAM/20-W,Pratham Pharma score 20mm White plastic creaser,0.00,0.00
PH-PRATHAM/20-BLACK,Pratham Pharma score 20mm black plastic creaser,0.00,0.00
PH-PRATHAM/20-B,Pratham Pharma score 20mm Blue Plastic creaser,0.00,0.00
PH-PRATHAM/20-2,Pratham Pharma score 20mm 1.6mm and 2.0mm grove,115.00,7.22
PH-PRATHAM/20-1,Pratham Pharma score 20mm 0.8mm and 1.2mm groove,115.00,7.22
PH-PC-VI/25-YELLOW,Vijuk/GUK Yellow Plastic Creaser Pharma Score,20.00,0.00
PH-PC-VI/25-WHITE,Vijuk/GUK White Plastic Creaser Pharma Score,20.00,0.00
PH-PC-VI/25-BLUE,Vijuk/GUK Blue Plastic Creaser Pharma Score,20.00,0.00
PH-PC-VI/25-BLACK,Vijuk/GUK Black Plastic Creaser Pharma Score,20.00,0.00
PD-WEB,Web Micro-Perforator,960.00,163.36
PD-ST/MAILER-FP, Micro-Perforator-Heidelberg Mailer Stop Perf,908.40,4.86
PD-ROS-BA/25-FP,DISCONTINUED CODE Micro-Perforator - Rosback,0.00,107.55
PD-PAL/MAILER-FP,DISCONTINUED Palamides Mailer Stop Micro-Perforator,0.00,32.06
PD-NY/SL-ROS-B,Blue Micro-Perforator Nylon Sleeve,42.00,7.18
PD-NY/SL-ROS,Black Micro-Perforator Nylon Sleeve,42.00,9.00
PD-NY/SL-RO-B,Blue Micro-Perforator Nylon Sleeve,42.00,10.90
PD-NY/SL-RO,Black Micro-Perforator Nylon Sleeve,42.00,11.92
PD-NY/SL-PET-40,White Micro-Perforator Nylon Sleeve,42.00,8.72
PD-NY/SL-MOR-B,Do not use this code,42.00,10.56
PD-NY/SL-MOR,Do not use this code,42.00,8.09
PD-NY/SL-MO-B,Blue Micro-Perforator Nylon Sleeve,42.00,11.51
PD-NY/SL-MO,Black Micro-Perforator Nylon Sleeve,42.00,8.09
PD-NY/SL-MF-40-B,Blue Micro-Perforator Nylon Sleeve,42.00,8.00
PD-NY/SL-MF-40,Black Micro-Perforator Nylon Sleeve,42.00,8.26
