Action Required,Product Code,Description,New Sales Price,Cost Price,Full Price Margin %,, ,New Distributor Price,Cost Price ,Distributor Margin %,  ,   ,Type,Category,    ,Distributor %
NEEDS PRICING,TECH-CB-30-01,Cutting Boss 30mm,,16.52,,,,,16.52,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-CB-25-01,Cutting Boss 25mm,,15.5,,,,,15.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-CB-02,Cutting Boss -35mm,,13.94,,,,,13.94,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-CB-01,Cutting Boss - 36mm,,17.12,,,,,17.12,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-999-SS,H&H 35mm Section Score,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-790-SS,MBO 30mm Section Score,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-790-PH,MBO 30mm Pharma Score,,25,,,,,25,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-693-FF,Fast Fit for B&R Moll Regal - Fixed Female,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-624-SS,Heidelberg Stahl 25mm Section Score,,27.04,,,,,27.04,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH-317-SS,35mm Section Score,,70,,,,,70,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-TECH-WRAPS,Blue Tech-ni-Fold Case Wraps,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-TECH-ROL-BAN,Tech-ni-Fold Roller Banner & Mechanisms,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-T&C-BAN-DEALER,TNF & CS Dealer Opportunity Banner,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-POW-EXT,Power Extension,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-LF-STA,Leaflet Stand & Case,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-HI-VIS-JACKET,Hi-Vis Jackets,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-CS-WRAPS,CreaseStream Case Wraps,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-CS-SHOW-STA,CreaseStream Show Card Stand,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-CS-ROL-BAN,CreaseStream Roller Banner & Mechanisms,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-COVERS,Blue Show Covers,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-CABLE-HIDES,Rubber Cable Hides,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-BAN-CAS,Black Banner Cases with Foams & Lids,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-AMA-FIRE,Amazon Fire Tablets & acrylic Stands,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-ACR-RS,Acrylic Risers,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-ACR-FF-DEMO,Acrylic Fast Fit Tri-Creaser Demo Unit,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SS-ACR-CAB,Acrylic Show Cabinets,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SP-MT/35-FS,Multi-Tool Spacers 35mm Full Set,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,SHRINKWRAP,CS - Shrinkwrap for Pallets 400/300mtr,,5.39,,,,,5.39,,,,consumable,NEGLECTED,,
NEEDS PRICING,SHC-02,OBSELETE,,60,,,,,60,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-ST-DEL/25-FP,Quad-Creaser - 25mm I/D,,80,,,,,80,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-SM-DEL/35-FP,Quad-Creaser - 35mm I/D,,60,,,,,60,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-MU/VA-FP-02,Quad Creaser for Muller VareoBinder 30mm,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-MU/VA-FP-01,Quad Creaser for Muller VareoBinder 30mm,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-MU-KB-94-Y,WRONG CODE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-MU-KB-94,WRONG CODE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-MPB/30-TS,Muller 30mm Top Shaft Male/Female Component,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-MPB-DC/30-FP-5,Muller Binder Double Crease,,7.36,,,,,7.36,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-HO-4S/25-FP,Quad-Creaser to fit Horizon Binder SB15,,172.75,,,,,172.75,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-FOAM,OBSOLETE Large Foams for Quad Creasers,,16.67,,,,,16.67,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DSF/KB-94-NY-Y,Kolbus Advance Yellow Dot Receiver Ring,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DSF/KB-94-NY-O,Kolbus Advance Orange Dot Receiver Ring,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DSF/KB-94-NY-B,Kolbus Advance Blue Receiver Ring,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DEL-MPB/CH-FP,Muller Easy-Binder with 50.40mm O/D - China,,4,,,,,4,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DEL-MPB/30-FP-4,American-Binder Set,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DEL-MPB/30-FP-2,Muller Quad Creaser - Single Deep Crease,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DEL-MPB/1580-FP,Muller Easy-Binder - 1580 Cover Feeder - do not use,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-BOX/SET,Die Cut box & Hinge lid with foam 475X255X10mm,,25.95,,,,,25.95,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-04,OBSELETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PS-STA-02,OBSELETE,,25,,,,,25,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PRATHAM/30-W,Pratham Pharma score 30mm White plastic creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PRATHAM/30-B,Pratham Pharma score 30mm Blue plastic creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PRATHAM/20-Y,Pratham Pharma Score 20mm Yellow plastic creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PRATHAM/20-W,Pratham Pharma score 20mm White plastic creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PRATHAM/20-BLACK,Pratham Pharma score 20mm black plastic creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PRATHAM/20-B,Pratham Pharma score 20mm Blue Plastic creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PD-DEL/CSJ-30,Miicro-Perf Blade Holder  - CSJ 30mm,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PB-01,OBSELETE,,87,,,,,87,,,,consumable,NEGLECTED,,
NEEDS PRICING,MU-BOT/80-FP,Muller Bottom Creasing units (pair),,222.94,,,,,222.94,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-NSH-HO/20,OBSELETE,,0.5,,,,,0.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-NSH-GUK/35,OBSELETE,,35,,,,,35,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-NSH-04/30,OBSELETE,,28.81,,,,,28.81,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-NSH-01/36,OBSELETE,,30.16,,,,,30.16,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-BH-HH/25,Multi-Tool Blade Holder - 25mm - H&H,,2.64,,,,,2.64,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-02/CAS,OBSELETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-02/35.002,OBSELETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-95,Kolbus Lugged Split Gripper Crease (92mm) - Obselete,,2.73,,,,,2.73,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-94,Muller Split-Double Crease Rib - Obselete,,1.1,,,,,1.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-20,OBSELETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-130-SX,Quad Creaser Yellow Rib for Vareo Binder,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-129-SX,Quad Creaser Blue Rib for Vareo Binder,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-128-SX,Quad Creaser Orange Rib for Vareo Binder,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-11,OBSELETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-04,OBSELETE,,4.23,,,,,4.23,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-ROS/25,Male Fast Fit Rosback,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-EF-HH/35,Easy Fit Male Component for H/H 35mm,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,M4X4-FLAT-SCREW,Duplo Grub Screw,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,M4X3-FLAT-SCREW,Duplo Grub Screw,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,M4X20MM-SOCKETCAP,M4 x 20mm Full Thread Socket Cap,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,M4-6MMSCREW,M4-6MM Dome Screw,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,M3X3-FLAT-SCREW,Duplo Grub Screw,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-10,Kettle Lead for Argentina,,8.9,,,,,8.9,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-09,Kettle Lead for India,,4.12,,,,,4.12,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-08,Kettle Lead for Thailand,,9.5,,,,,9.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-06,Kettle Lead forJapan,,3.4,,,,,3.4,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-04,Kettle Lead for Chile,,2.1,,,,,2.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-03,Kettle Lead for Australia,,2.05,,,,,2.05,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-02,Kettle Lead for South Africa,,2.96,,,,,2.96,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-01,CSM - Kettle Lead for U.S.A,,2.66,,,,,2.66,,,,consumable,NEGLECTED,,
NEEDS PRICING,KB-GB-84,WRONG CODE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,KB-03,OBSELETE - Kolbus Easy-Fit x 4 USA Type,,100,,,,,100,,,,consumable,NEGLECTED,,
NEEDS PRICING,KB-02,OBSELETE - Kolbus 114mm Creaser,,143.5,,,,,143.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,KB-01,OBSELETE - Kolbus,,100,,,,,100,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-SH/15-FP-01,OBSELETE Shoei 15mm I/D & Morgana Fast Fit,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-PE/26-FIX-01,WRONG SIZE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-KON/PC-Y,Kongsberg Yellow Plastic Creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-KON/PC-R,Kongsberg Red Plastic Creaseer,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-KON/PC-BLK,Kongsberg Blue Plastic creaser,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-DSF/DU-04-NY-Y,Yellow Female Receiver Ring for Duplo DC-746,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-DSF/DU-04-NY-B,Blue Female Receiver Ring for Duplo DC-746,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FEMALE-ROS,Female Rosback,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FEMALE-DEL-ST/25,Female Deluxe 25mm,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-PD-DEL-MF/30-FP,Ex Demo 30mm Micro Perforator,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-FF-SM/35-FP-DSF-01-B,Ex Demo Fast Fit 35mm Advance System,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP9569,Morgana Foam & Box,,7.71,,,,,7.71,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP9555,OBSELETE,,4.14,,,,,4.14,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP9372,OBSELETE,,4.26,,,,,4.26,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP9370,MBO Delux Tri-Creaser 30mm Foam & Box,,3.41,,,,,3.41,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP9369,OBSELETE,,4.01,,,,,4.01,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP9298,44mm Shallow Foam,,2.8,,,,,2.8,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP12878,OBSELETE,,1.08,,,,,1.08,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP12877,OBSELETE,,1.08,,,,,1.08,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP10659,Small Packing Boxes 10 x 10 x 5cm,,2.08,,,,,2.08,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP001052,Agor Starter Pack foam,,6.11,,,,,6.11,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP000265,ST-350 Spine-Creaser LD18 Black 300 x 250 x 55 Foam,,11.49,,,,,11.49,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP00004727/1,LD18 Black Double Hole ST100 'B',,7.48,,,,,7.48,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP00004726/1,LD18 Black Double Hole ST100 'A',,7.72,,,,,7.72,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP00003693,Shoei 65mm Starter Package Foam,,8.17,,,,,8.17,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP00003691,Shoei 55mm Starter Package Foam,,8.32,,,,,8.32,,,,consumable,NEGLECTED,,
NEEDS PRICING,EP00001284,25/30mm Multi Tool Combo/CP Applicator Foam,,14.4,,,,,14.4,,,,consumable,NEGLECTED,,
NEEDS PRICING,E00012707/2,Shallow Foam 150 x 145 x 37,,2.08,,,,,2.08,,,,consumable,NEGLECTED,,
NEEDS PRICING,DS-STRIPS,Double Sided Tape Strip Rolls 104mm x13mm figerlift,,296.1,,,,,296.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,DEMO-UNIT-S,Small Demo Roller Rigs,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,DEMO-UNIT-MULLER,Muller Demo Roller Rig,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP/NY-BK,CSP - Nylon Sleeve - Black,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP/35-FE-PACK-FIX,Creasing Female & Ribs (fixed),,62.15,,,,,62.15,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP-FBELT-6MM,CreaseStream Plus Feeder Belt 6mm Thick,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-SHAFT,CCM-OBSOLETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-NYLON-FEMALE-Y,CSM Nylon Female Yellow. DSF code,,11.75,,,,,11.75,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-NYLON-FEMALE-R,CSM Nylon  Female Red. DSF code,,10.98,,,,,10.98,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-NYLON-FEMALE-B,CSM Nylon Female Blue. DSF code,,10.98,,,,,10.98,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-FMW,CSM-CreaseStream Mini Feeder Wedges,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-FEEDER-OS,CSM-CreaseStream Mini Old Style Feeder Tower,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-FEEDBRACKET,CSM-Feeder Bracket A/F & QF,,12.57,,,,,12.57,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-FEEDBRACK,CSM-Feeder Bracket A/F & QF,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-DELTRAY-MKII,CSM-Delivery Tray for CreaseStream Mini-MKII,,17.59,,,,,17.59,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-AF-SBKX-16-,OBSOLETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-FE,CS-Card-Creaser Female 20mm,,1,,,,,1,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-CK20,OBSOLETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-BH-HOLDER,OBSOLETE,,40,,,,,40,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-PALLET/90X60HT,Heat Treated Pallet RECYCLED 90x60x15cm,,6.5,,,,,6.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-PALLET/90X60,Non Heat Treated Pallet RECYCLED 90cmx60x15xm,,7.5,,,,,7.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-PALLET/80X80,Heat Treated Pallet 80cm x 80cm,,4.5,,,,,4.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-FOAM,CSM - Box Foams for Mini Standard,,11.98,,,,,11.98,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-CP445027,CSM- Outer Box for Mini Standard,,8.99,,,,,8.99,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-CARTON900,Pallet Cover 90x60x100,,6.3,,,,,6.3,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-CARTON1200,Pallet Cover 120x100x100,,9.1,,,,,9.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-AP-DELTRAY,CS-Delivery Tray for Auto-Plus,,59.92,,,,,59.92,,,,consumable,NEGLECTED,,
NEEDS PRICING,CP-NY/SL-HO-65-B,X3 coded varying sizes  blue nylon sleeve for testing,,55.41,,,,,55.41,,,,consumable,NEGLECTED,,
NEEDS PRICING,CP-NY/SL-HO-65,X3 coded varying sizes black nylon sleeve for testing,,54.7,,,,,54.7,,,,consumable,NEGLECTED,,
NEEDS PRICING,COOLANT,Hangsterfer's S388 Coolant 19 Litre pail,,200,,,,,200,,,,consumable,NEGLECTED,,
NEEDS PRICING,COLLAR-AD/30-35,**DO NOT USE**,,198.68,,,,,198.68,,,,consumable,NEGLECTED,,
NEEDS PRICING,COLLAR-AD/29.8-35,Collar to Adapt 35mm Cutting Boss to Fit 29.8mm shaft,,198.68,,,,,198.68,,,,consumable,NEGLECTED,,
NEEDS PRICING,CDS-TABLE/WHEEL,CreaseStream Table Wheel with Fixings,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,AMBOO3,OBSELETE,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,AMB001,OBSELETE,,2.3,,,,,2.3,,,,consumable,NEGLECTED,,
NEEDS PRICING,90MM-BLACK-ACETAL,90mm Black acetal in 150mm lengths,,9.9,,,,,9.9,,,,consumable,NEGLECTED,,
NEEDS PRICING,80MM-BLUE-ACETAL,80mm Blue acetal in 150mm lengths,,10.53,,,,,10.53,,,,consumable,NEGLECTED,,
NEEDS PRICING,70MM-BLUE-ACETAL,70mm Blue acetal in 150mm lengths,,7.74,,,,,7.74,,,,consumable,NEGLECTED,,
NEEDS PRICING,70MM-BLACK-ACETAL,70mm Black acetal in 150mm lengths,,5.74,,,,,5.74,,,,consumable,NEGLECTED,,
NEEDS PRICING,6808-ZZ,6808-ZZ Bearing 52 x 40 x 7mm,,1.14,,,,,1.14,,,,consumable,NEGLECTED,,
NEEDS PRICING,6807-ZZ,6807-ZZ Bearing 47 x 35 x 7mm,,1.1,,,,,1.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,6805-ZZ,6805-ZZ Bearing 37 x 25 x 7mm,,0.62,,,,,0.62,,,,consumable,NEGLECTED,,
NEEDS PRICING,61807-ZZ,61807 ZZ bearing 47mm OD x 35mm ID x 7mm,,1.1,,,,,1.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,61806-ZZ-TIMKEN,Timken 61806 ZZ Bearing 42 x 30 x 7mm,,14.69,,,,,14.69,,,,consumable,NEGLECTED,,
NEEDS PRICING,61805-ZZ,61805 ZZ bearing 37mm OD x 25mm ID x 7mm,,0.62,,,,,0.62,,,,consumable,NEGLECTED,,
NEEDS PRICING,61707-ZZ,61707 ZZ Bearing 44mm OD x 35mm ID x 5mm,,1.68,,,,,1.68,,,,consumable,NEGLECTED,,
NEEDS PRICING,61705-ZZ,61705 ZZ Bearing 32mm OD x 25mm ID x 4mm,,2.25,,,,,2.25,,,,consumable,NEGLECTED,,
NEEDS PRICING,6004-2RS-SKF,SKF 6004 2RS Bearing 42mm x 20mm x 12mm,,3.17,,,,,3.17,,,,consumable,NEGLECTED,,
NEEDS PRICING,3MX4MM-TQ-SCREW,Do not use,,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,100MM-BLACK-ACETAL,100mm Black acetal in 150mm lengths,,11.71,,,,,11.71,,,,consumable,NEGLECTED,,
,PD-NY/SL-ROS-B,Blue Micro-Perforator Nylon Sleeve,48.67,7.18,85.2,,,29.2,7.18,75.4,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-ROS,Black Micro-Perforator Nylon Sleeve,48.67,9,81.5,,,29.2,9,69.2,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-RO-B,Blue Micro-Perforator Nylon Sleeve,48.67,10.9,77.6,,,29.2,10.9,62.7,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-RO,Black Micro-Perforator Nylon Sleeve,48.67,11.92,75.5,,,29.2,11.92,59.2,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-PET-40,White Micro-Perforator Nylon Sleeve,48.67,8.72,82.1,,,29.2,8.72,70.1,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-MO-B,Blue Micro-Perforator Nylon Sleeve,48.67,11.51,76.4,,,29.2,11.51,60.6,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-MO,Black Micro-Perforator Nylon Sleeve,48.67,8.09,83.4,,,29.2,8.09,72.3,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-MF-40-B,Blue Micro-Perforator Nylon Sleeve,48.67,8,83.6,,,29.2,8,72.6,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-MF-40,Black Micro-Perforator Nylon Sleeve,48.67,8.26,83,,,29.2,8.26,71.7,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-MB-B,Blue Micro-Perforator Nylon Sleeve,48.67,8.77,82,,,29.2,8.77,70,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-MB,Black Micro-Perforator Nylon Sleeve,48.67,11.53,76.3,,,29.2,11.53,60.5,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-HO/B,Blue Micro-Perforator Nylon Sleeve,48.67,8.33,82.9,,,29.2,8.33,71.5,,,consumable,Nylon Sleeve,,60
NEEDS PRICING,PD-NY/SL-HO-PROTO,Micro-Perforator Nylon Sleeve 20mm Horizon - USA Prototypes,48.67,,,,,,,,,,consumable,Nylon Sleeve,,
,PD-NY/SL-HO,Black Micro-Perforator Nylon Sleeve,48.67,9.08,81.3,,,29.2,9.08,68.9,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-HH-40B,Micro-Perforator Nylon Sleeve - 40mm - H&H - Blue,48.67,7.18,85.2,,,29.2,7.18,75.4,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-HH-40,Micro-Perforator Nylon Sleeve - 40mm - H&H - Black,48.67,6.78,86.1,,,29.2,6.78,76.8,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-HH-35-B,Blue Micro-Perforator Nylon Sleeve,48.67,10.19,79.1,,,29.2,10.19,65.1,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-HH-35,Black Micro-Perforator Nylon Sleeve,48.67,10,79.5,,,29.2,10,65.8,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-HH-30-B,Blue Micro-Perforator Nylon Sleeve,48.67,7.73,84.1,,,29.2,7.73,73.5,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-HH-30,Black Micro-Perforator Nylon Sleeve,48.67,4.91,89.9,,,29.2,4.91,83.2,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-GU-B,Blue Micro-Perforator Nylon Sleeve,48.67,16.72,65.6,,,29.2,16.72,42.7,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-GU,Black Micro-Perforator Nylon Sleeve,48.67,10.27,78.9,,,29.2,10.27,64.8,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-DM/30-B,Blue Micro-Perforator Nylon Sleeve,48.67,8.74,82,,,29.2,8.74,70.1,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-DM/30,Black Micro-Perforator Nylon Sleeve,48.67,8.65,82.2,,,29.2,8.65,70.4,,,consumable,Nylon Sleeve,,60
NEEDS PRICING,PD-NY/SL-CSP-B,Blue Nylon Sleeve for CreaseStream Plus,48.67,6.35,84.9,,,,6.35,,,,consumable,Nylon Sleeve,,
NEEDS PRICING,PD-NY/SL-CSP,Black Nylon Sleeve for CreaseStream Plus,48.67,5.99,85.7,,,,5.99,,,,consumable,Nylon Sleeve,,
,PD-NY/SL-CSM-B,Blue Nylon Sleeve for CreaseStream Mini,48.67,10.46,78.5,,,29.2,10.46,64.2,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-CSM,Black Nylon Sleeve for CreaseStream Mini,48.67,10.25,78.9,,,29.2,10.25,64.9,,,consumable,Nylon Sleeve,,60
NEEDS PRICING,PD-NY/SL-CSJ-B,Blue Nylon Sleeve for CreaseStreamJunior,48.67,8.1,80.7,,,,8.1,,,,consumable,Nylon Sleeve,,
NEEDS PRICING,PD-NY/SL-CSJ,Black Nylon Sleeve for CreaseStreamJunior,48.67,8.1,80.7,,,,8.1,,,,consumable,Nylon Sleeve,,
,PD-NY/SL-BF-28B,Blue Micro-Perforator Nylon Sleeve,48.67,11.59,76.2,,,29.2,11.59,60.3,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-BF-28,Black Micro-Perforator Nylon Sleeve,48.67,8.96,81.6,,,29.2,8.96,69.3,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-BF-22-B,Blue Micro-Perforator Nylon Sleeve,48.67,4.59,90.6,,,29.2,4.59,84.3,,,consumable,Nylon Sleeve,,60
,PD-NY/SL-BF-22,Black Micro-Perforator Nylon Sleeve,48.67,9.29,80.9,,,29.2,9.29,68.2,,,consumable,Nylon Sleeve,,60
