Action Required,Product Code,Description,New Sales Price,Cost Price,Full Price Margin %,, ,New Distributor Price,Cost Price ,Distributor Margin %,  ,   ,Type,Category,    ,Distributor %
,MT-02/COMBO-FIX-01-B,"35mm Micro-Perf,Cut & Fixed Crease Multi-Tool Combo (no lug)",2230.8,223.46,90,,,1338.48,223.46,83.3,,,tool,Multi-Tool,,60
,MT-02/COMBO-FIX-01,35mm Multi-Tool Cut Perf & Fixed Crease Combo (no lug),2230.8,217.14,90.3,,,1338.48,217.14,83.8,,,tool,Multi-Tool,,60
,MT-02/COMBO-FIX,35mm Micro-Perf/Cut & Fixed Crease Multi-Tool,2230.8,200.04,91,,,1338.48,200.04,85.1,,,tool,Multi-Tool,,60
NEEDS PRICING,MT-02/COMBO-B,OBSELETE,2230.8,223.28,90,,,,223.28,,,,tool,Multi-Tool,,
,MT-02/COMBO-01-B,"35mm Micro-Perf, Cut & Crease Multi-Tool Combo (no lugs)",2230.8,219.9,90.1,,,1338.48,219.9,83.6,,,tool,Multi-Tool,,60
,MT-02/COMBO-01,35mm Multi-Tool Cut Perf & Crease Combo (no lugs),2230.8,388.55,82.6,,,1338.48,388.55,71,,,tool,Multi-Tool,,60
,MT-02/COMBO,35mm Multi Tool Cut Perf and Crease Combo,2230.8,229.22,89.7,,,1338.48,229.22,82.9,,,tool,Multi-Tool,,60
NEEDS PRICING,MT-01/COMBO-01,36mm Multi Tool Combo No lugs,2230.8,205.72,90.8,,,,205.72,,,,tool,Multi-Tool,,
,MT-01/COMBO,36mm Multi Tool Combo Device,2230.8,205.72,90.8,,,1338.48,205.72,84.6,,,tool,Multi-Tool,,60
,MT-NSH-MB/20,Multi-Tool Nylon Sleeve Holder - 20mm - MB,421.67,74.02,82.4,,,253,74.02,70.7,,,tool,Multi-tool nylon sleeve holder,,60
NEEDS PRICING,CSM-SCREWM4X1,CSM - Countersunk Screw for Feeder Tower Bracket,5,0.01,90,,,,0.01,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-07,Kettle Lead for Europe,5,1.14,0,,,,1.14,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-6MMX8SCREW,OBSOLETE,5,0.96,61.6,,,,0.96,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-6MMX6.5SC,OBSOLETE,5,1.2,52,,,,1.2,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-SCREW-8MMX,OBSOLETE,5,1.2,52,,,,1.2,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-SCREW,OBSOLETE,5,1.2,55.6,,,,1.2,,,,consumable,NEGLECTED,,
NEEDS PRICING,3MMX4MM-TQ-SCREW,3mm x 4mm Morgana Nylon Sleeve Torque Screw,5,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,KETT-LEAD-05,Kettle Lead for U.K,5,2.18,57.3,,,,2.18,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSJ-PRO/CCP,CSJ-Pro Calliper Control Plate (OBSOLETE),5,2.19,58.7,,,,2.19,,,,consumable,NEGLECTED,,
,KB-SPRING,Kolbus Pressure Strengthening Spring,7.5,1.13,84.9,,,4.5,1.13,74.9,,,consumable,NEGLECTED,,60
NEEDS PRICING,CSM-PIN/59323935,CSM- Fixing Pin Side Wall/Shaft,7.5,3.07,59.1,,,,3.07,,,,consumable,NEGLECTED,,
NEEDS PRICING,CLOV-LEAD-06,Clover Lead for Japan,8,3.18,60.3,,,,3.18,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/25-BH-WASTE,CreaseStream Mini Perf Stripper 559349471,12,2.2,81.7,,,,2.2,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSJ/SBAR,CSJ - Magnetic Support Strip,13,5.14,60.5,,,,5.14,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP-SHAFT,CSP - Short Shaft for CreasStream Plus,15,2.13,85.8,,,,2.13,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/PER-ST-SM,CSM - Perf Stripper/Smoother 59359008 Q/F,15,4.15,72.3,,,,4.15,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-AF-SPIGOT4,CSM-AutoFeed Top Shaft Spigot,15.4,6.36,58.7,,,,6.36,,,,consumable,NEGLECTED,,
NEEDS PRICING,CS-AP-HAND-LSC,CS-Auto-Plus Handle Locking Screw,18,7.1,60.6,,,,7.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-166,Blue Shoei 35/55 3mm Spine Creaser Gripper Crease,26,1.58,91.7,,,,1.58,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-165,Yellow Shoei 35/55 3mm Spine Creaser Gripper Crease,26,1.58,91.7,,,,1.58,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSJ-PRO/SBAR,CSJ-Pro Magnetic Support Bar (OBSOLETE),19.5,7.88,59.6,,,,7.88,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-RIB-Y,OBSOLETE Now MOULD-102SB,26,1.69,91.4,,,,1.69,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-RIB-O,OBSOLETE Now MOULD-118SB,26,1.69,91.4,,,,1.69,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PC-VI/25-YELLOW,Vijuk/GUK Yellow Plastic Creaser Pharma Score,20,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PC-VI/25-WHITE,Vijuk/GUK White Plastic Creaser Pharma Score,20,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PC-VI/25-BLUE,Vijuk/GUK Blue Plastic Creaser Pharma Score,20,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PC-VI/25-BLACK,Vijuk/GUK Black Plastic Creaser Pharma Score,20,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CK-HH/30-0,OBSELETE,21,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-191,Tri-Creaser Fast Fit Yellow Split Gripper Crease,26,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-190,Tri-Creaser Fast Fit Blue Split Gripper Crease,26,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-161A,Yellow Fast Fit Creasing Ribs 35mm,26,1.1,95.2,,,,1.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-158A,Yellow Fast Fit Creasing Ribs 30mm,26,1.5,93.5,,,,1.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-157A,Yellow Fast Fit Creasing Ribs 25mm,26,1.5,93.5,,,,1.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-104X,Obselete.Yellow GUK Fast Fit Split Lugged Gripper Crease,26,1.58,93.1,,,,1.58,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP/NY-SL-BL,CSP - Nylon Sleeve - Blue,24,7.7,67.9,,,,7.7,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/SMALL-TGUI,CSM - Magnetic Guide for Small Sheets 59359003,24,9.77,59.3,,,,9.77,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/NY-SL-BL,CSM -OBSOLETE Now PD-NY/SL-CSM-B,24,7.7,67.9,,,,7.7,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/NY-SL-BK,Obsolete Now PD-NY/SL-CSM,24,7.7,67.9,,,,7.7,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSJ/SLAY,CSJ - Magnetic Side Lay Guide 559049284,24,13.89,42.1,,,,13.89,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-168C,Shrink Trial Mould M1714-4 (OBSOLETE),26,5,80.8,,,,5,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-168B,Shrink Trial Mould Poly 90 (OBSOLETE),26,5,80.8,,,,5,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-168,Shrink Trial Mould XNBR (OBSOLETE),26,2.1,91.9,,,,2.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-160B-X,MAKES Orange Fast Fit H&H 30mm Split Gripper Crease,26,2.38,90.8,,,,2.38,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-159B-X,MAKES Blue Fast Fit H&H 30mm Split Gripper Crease,26,2.38,90.8,,,,2.38,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-158B-X,MAKES Yellow Fast Fit H&H 30mm Split  Gripper Crease,26,2.38,90.8,,,,2.38,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-145B,MAKES EnduraCrease Mould-138B-X. Small Baum Red,26,2.73,89.5,,,,2.73,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-144B,MAKES EnduraCrease Mould-139B-X. Small Baum Green Creaser,26,2.73,89.5,,,,2.73,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-143B,MAKES Mould-137B-X. Yellow Small Baum,26,2.65,89.8,,,,2.65,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-142B-XTRA,MAKES Orange Fast Fit GUK 35mm Split Gripper Crease,26,2.23,91.4,,,,2.23,,,,consumable,NEGLECTED,,
,MOULD-142B,Orange EnduraCrease Fast Fit Rosback Split,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,NEGLECTED,,60
NEEDS PRICING,MOULD-141B-XTRA,MAKES EnduraCrease Green Fast Fit GUK 35mm Split,26,2.23,91.4,,,,2.23,,,,consumable,NEGLECTED,,
,MOULD-141B,Green EnduraCrease Fast Fit Rosback Split,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,NEGLECTED,,60
NEEDS PRICING,MOULD-140B-XTRA,MAKES Yellow Fast Fit GUK Split Gripper Crease,26,2.23,91.4,,,,2.23,,,,consumable,NEGLECTED,,
,MOULD-140B,Pink EnduraCrease Fast-Fit Rosback Split Lugged,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,NEGLECTED,,60
NEEDS PRICING,MOULD-114B-SB,MAKES a Orange Fast Fit H&H 35mm Gripper Crease,26,2.65,89.8,,,,2.65,,,,consumable,NEGLECTED,,
NEEDS PRICING,MOULD-104B-SB,MAKES a Pink Fast Fit H&H 35mm Gripper Crease,26,2.65,89.8,,,,2.65,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP-BEARING,CSP - Bearing for Coupling- CreaseStream Plus,26.6,10.99,58.7,,,,10.99,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/EXTBAR5935,CSM - Magnetic Paper Guide Extended Height for AF & QF,27,10.77,60.1,,,,10.77,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DEL-WO/98-ADJ-PC-Y,Quad Creaser Yellow Dot Plastic Creasing Rib,28,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,QC-DEL-WO/98-ADJ-PC-B,Quad Creaser Blue Dot Plastic Creasing Rib,28,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-PC-SH/55-ADJ-B,35/55mm Shoei Blue Plastic Creaser for Adjustable,28,4.32,84.6,,,,4.32,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP/MT-WASTE,CSP - Waste Stripping Guide for Multi Tool,29,58.97,-103.3,,,,58.97,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/MT-WASTE,CSM - Waste Stripper 25mm,29,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSMDR59323940,CSM - Drive Gear for Mini Front Cogwheel,30,12.91,57,,,,12.91,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSJ/MPB-75-WID,CSJ-75-Wide Junior Extra Heavy Perf Blade,30,12.44,58.5,,,,12.44,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/SLAY-BEV,CSM - Side Lay Guide Bevilled 35mm,38,15.58,59,,,,15.58,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP-LGB,CSP - Large Gear Belt for CreaseStream Plus,40,7.1,82.3,,,,7.1,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP-10MMXT5X28,CSP - Plus Gear Side Drive Belt,40,7.74,80.7,,,,7.74,,,,consumable,NEGLECTED,,
NEEDS PRICING,TWS-ID/MBO45.5,WRONG CODE - DO NOT USE,42,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TWS-ID/MBO45.4,WRONG CODE - DO NOT USE,42,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TWS-ID/MBO45.3,WRONG CODE - DO NOT USE,42,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PD-NY/SL-MOR-B,Do not use this code,42,10.56,74.9,,,,10.56,,,,consumable,NEGLECTED,,
NEEDS PRICING,PD-NY/SL-GU-B-61.5MM,Micro-Perforator Nylon Sleeve - Old Style GUK Blue - 61.5mm,42,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-CK25KISS,CSM - Kiss Cutting Blade 25mm OBSOLETE,42,8.8,79,,,,8.8,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM-CK25,CSM - Cutting Knife 25mm OBSOLETE,42,8.8,79,,,,8.8,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSCC-DSF/SHC-NY-Y,OBSOLETE,42,9.36,77.7,,,,9.36,,,,consumable,NEGLECTED,,
NEEDS PRICING,GB-CSM/25-WIDE,CSM-CreaseStream Auto-Feed Wide Support Roller,45,18.33,59.3,,,,18.33,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/25-CR,OBSELETE,45.27,45.27,0,,,,45.27,,,,consumable,NEGLECTED,,
,FF-DSF/25-NY-BK,Tri-Creaser Advance Black Female Receiver Ring,46.35,7.84,83.1,,,27.81,7.84,71.8,,,consumable,NEGLECTED,,60
NEEDS PRICING,CP-NY/SL-40-B,Multi-Tool Blue Nylon Sleeve - DO NOT USE,47,22.59,51.9,,,,22.59,,,,consumable,NEGLECTED,,
NEEDS PRICING,CP-NY/SL-40,Multi-Tool Black Nylon Sleeve - DO NOT USE,47,15.76,66.5,,,,15.76,,,,consumable,NEGLECTED,,
,MT-NY/SL-HH-30,Multi-Tool Nylon Sleeve 30mm H&H Black,48.67,,,,,29.2,,,,,consumable,NEGLECTED,,60
,MT-NY/SL-GUK-B,Multi-Tool Nylon Sleeve - 35mm - GUK - Blue,48.67,8.68,82.2,,,29.2,8.68,70.3,,,consumable,NEGLECTED,,60
NEEDS PRICING,CSM/SLAY-BEV-FI,CSM - Side Lay Guide Bevilled Fixed 35mm,50,24.07,51.9,,,,24.07,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP-COGBELTDRI,CSP-Cog for Plus Drive Belt,54,22.03,59.2,,,,22.03,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH430,CSM-Shaft Locking Collar Right,62,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MPB-8-GUK,Micro-Perf Blade 8tpi GUK,63,8.95,85.8,,,,8.95,,,,consumable,NEGLECTED,,
NEEDS PRICING,MPB-2/4-35MM,Micro-Perf Blade - 35mm,63,7.5,88.1,,,,7.5,,,,consumable,NEGLECTED,,
,MPB-17/SH-55,Micro-Perf Blade - 17 TPI - Shoei 55mm,63,8.75,86.1,,,37.8,8.75,76.9,,,consumable,NEGLECTED,,60
,MPB-1.5/1.5-35MM,Micro-Perf Blade - 35mm,63,7.5,88.1,,,37.8,7.5,80.2,,,consumable,NEGLECTED,,60
,MPB-12/4SHEET,12 tpi Micro-Perforation Blade with extra tie depth,65,,,,,39,,,,,consumable,NEGLECTED,,60
NEEDS PRICING,CSM-DRIVEGEAR,CSM - Bottom Drive Gear Assembly,68,28.75,57.7,,,,28.75,,,,consumable,NEGLECTED,,
NEEDS PRICING,FEMALE-CP-AP/25-O,Female CP Applicator 25mm Orange,72,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MPB-17/50-SMALL,17 TPI Micro-Perf Blade to fit Stahl 50mm - 75.49mm O/D,73,11.5,84.2,,,,11.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,TECH429,CSM - Mini Bearings. Shaft Locking System,92,25.24,72.6,,,,25.24,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-CSM/25-SHC-DSF,Ex-Demo CSM Spine & Hinge DSF,100,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-CSM/25-CT,Ex-Demo CSM Cutting Tool,100,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TS-25-BR,OBSELETE,102,16,84.3,,,,16,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-PRATHAM/20-2,Pratham Pharma score 20mm 1.6mm and 2.0mm grove,115,7.22,93.7,,,,7.22,,,,consumable,NEGLECTED,,
,GB-VI,Gripper Bosses For 25mm Vijuk/GUK,126.67,4.78,96.2,,,76,4.78,93.7,,,consumable,NEGLECTED,,60
,UC-GB/29-FP,Uchida Gripper Boss Support Rollers,170,110.14,35.2,,,102,110.14,-8,,,consumable,NEGLECTED,,60
NEEDS PRICING,CSP-COUPLING,CSP - Coupling for CreaseStream Plus,180,75.84,57.9,,,,75.84,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP-FEMALEFIXE,CSP - Creasing Female (Fixed) 9 Channel,200,60.81,69.6,,,,60.81,,,,consumable,NEGLECTED,,
,MU-GB-80,Muller Martini Gripper Boss Support Bottom Roller,216.67,33.74,84.4,,,130,33.74,74,,,consumable,NEGLECTED,,60
NEEDS PRICING,CSM/SHAFT,CSM-Tooling Shaft-Singles,220,105.06,52.2,,,,105.06,,,,consumable,NEGLECTED,,
,GB-MO,Morgana Blade Holding Support Rollers (4x Male Top Rollers),296.67,29.53,90,,,178,29.53,83.4,,,consumable,NEGLECTED,,60
NEEDS PRICING,MT-BH-35.002,35mm Multi-Tool Blade Holder Metal to Metal,302.4,97.05,67.9,,,,97.05,,,,consumable,NEGLECTED,,
NEEDS PRICING,CP-AP-NSH/35-B,OBSELETE,336,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PD-BH-ROS-BA/25,Micro Perforator Blade Holder Rosback,340.8,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PD-BH-36,Micro Perforator Blade Holder-36mm,340.8,31.2,90.8,,,,31.2,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-DEL-FE-25,Female Fixed Tri-Creaser Component - 25mm I/D,387.6,27,93,,,,27,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSP/N-LAYS,CSP - Narrow Lay Guides (Pair),390,348,10.8,,,,348,,,,consumable,NEGLECTED,,
NEEDS PRICING,DC-STA-SP/01-FP,Digi-Creaser for Spanish Scoring Machine,400,30,92.5,,,,30,,,,consumable,NEGLECTED,,
NEEDS PRICING,CSM/25-FF,CSM - CreaseStream Tri-Creaser Fast Fit,400,69.98,82.5,,,,69.98,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-BH-HO/65,Multi-Tool Blade Holder 65mm O/D Horizon,408,395.15,3.1,,,,395.15,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-BH-HO/20-USA-02,OBSELETE,408,3.38,99.2,,,,3.38,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-BH-HO/20-USA,Special US Horizon Multi-Tool Blade Holder,408,1.44,99.6,,,,1.44,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-BH-GUK/25,Multi-Tool Blade Holder - 25mm - GUK,408,1.94,99.5,,,,1.94,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-STA-VH/01-FP,Ga-Vehren Standard Tri-Creaser,420,45,89.3,,,,45,,,,consumable,NEGLECTED,,
,MT-NSH-HH/35,Multi-Tool Nylon Sleeve Holder - 35mm - H&H,421.67,37.75,91,,,253,37.75,85.1,,,consumable,NEGLECTED,,60
NEEDS PRICING,EX-TC-DEL-MF/30-FP.2,Ex Demo MBO De-lux Tri Creaser 30mmI/d with 49.95 O/D,450,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-TC-DEL-HO/20-FP,Ex Demo Horizon De-lux Tri Creaser 20mm I/D,450,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-DC-STA-MB/20-FP,Ex Demo standard Digi Creaser for Cas 38/52,450,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-BRG-ST/25-FP,OBSELETE,480,70,85.4,,,,70,,,,consumable,NEGLECTED,,
,MT-BH-SH/55,Multi-Tool Blade Holder - 55mm O/D - Shoei,485,49.59,89.8,,,291,49.59,83,,,consumable,NEGLECTED,,60
,MT-BH-MF/40,Multi-Tool Blade Holder MBO 40mm 58mmO/D,485,124.04,74.4,,,291,124.04,57.4,,,consumable,NEGLECTED,,60
,MT-BH-MB/20,Multi-Tool Blade Holder - 20mm - MB,485,55.23,88.6,,,291,55.23,81,,,consumable,NEGLECTED,,60
,MT-BH-HH/45,Multi-Tool Blade Holder - 45mm - H&H,485,108.57,77.6,,,291,108.57,62.7,,,consumable,NEGLECTED,,60
,MT-BH-GUK/35,Multi-Tool Blade Holder - 35mm - GUK,485,102.75,78.8,,,291,102.75,64.7,,,consumable,NEGLECTED,,60
NEEDS PRICING,EF-35/BR-FE,35mm Easy-Fit Bearing Female Component,495,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-MT-02/PERF-OPTION-1,Ex Demo Multi Tool 35mm Perforation Option 1,500,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-STA-GA/02-FP,Ga-Vehren Standard Tri-Creaser - 02,540,55,89.8,,,,55,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-PD/30,DO NOT USE THIS CODE,540,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-MF/40,Male Component for FF-MF/40-FIX-01,540,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-HO/50,Fast Fit Male for Horizon O/D 50mm,540,450,16.7,,,,450,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-HH/30,Fast Fit Male Component H&H 30mm,540,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-EF-BF/22,Easy Fit Male Small Baum,540,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-EF-35,Easy Fit Male Component 35mm,540,43.2,92,,,,43.2,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-EF-30,Easy Fit Male Component 30mm,540,39.41,92.7,,,,39.41,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-EF-25,Easy Fit Male Componet 25mm,540,37.08,93.1,,,,37.08,,,,consumable,NEGLECTED,,
NEEDS PRICING,MALE-DM-01,Dick Moll Bearing Male,540,62.42,88.4,,,,62.42,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-EF-SH/35-FP,"Ex Demo Shoei Easy Fit Tri Creaser 35mmI/D, 65m O/D",550,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-EF-DM/30-FP,Ex Demo Dick Moll Easy Fit,550,,,,,,,,,,consumable,NEGLECTED,,
,FEMALE-RS-FIX,Fixed Female Roto Score,600,,,,,360,,,,,consumable,NEGLECTED,,60
,FEMALE-RO,Female Rollem,600,,,,,360,,,,,consumable,NEGLECTED,,60
NEEDS PRICING,FEMALE-MF/40-FIX,Female forMBO 40,600,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FEMALE-GUK-35/OB,WRONG CODE DO NOT USE,600,59.62,90.1,,,,59.62,,,,consumable,NEGLECTED,,
,FEMALE-DM-FIX,Fixed Female Dick Moll,600,48.42,91.9,,,360,48.42,86.5,,,consumable,NEGLECTED,,60
,FEMALE-DM,Bearing Female Dick Moll,600,56.92,90.5,,,360,56.92,84.2,,,consumable,NEGLECTED,,60
,FEMALE-BF22-FIX,Small Baum Fixed Female,600,48.47,91.9,,,360,48.47,86.5,,,consumable,NEGLECTED,,60
,FEMALE-35-FIX-V,35mm Fixed Female V style,600,0.7,99.9,,,360,0.7,99.8,,,consumable,NEGLECTED,,60
,FEMALE-25-FIX-V,25mm Fixed Female V Style,600,42.93,92.8,,,360,42.93,88.1,,,consumable,NEGLECTED,,60
NEEDS PRICING,CSM-FF-4CREASE,OBSOLETE,600,216.16,64,,,,216.16,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-STA-HH/15-FP,H&H Standard Tri-Creaser - 15mm I/D,656.4,40,93.9,,,,40,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-SH/15-FP-01-B-MIN,Japan Minature Version of Shoei/15 & Morgana,658.8,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-FF-MF/30-FIX-01,Ex Demo Fast Fit 30mm with Fixed Female Tri Creaser,700,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,PH-VI/25,Vijuk/GUK 25mm Pharma Score,750,3.39,99.5,,,,3.39,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-SC-HOR/25-FP-DSF-01,Ex-Demo Spine Creaser to Fit Horizon Stitchliner MKIII,800,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,EX-QC-MU/PO-FP-6,Ex Demo Muller Pony,800,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,MT-AGOR/CUTTING-OPTION-2,Multi-Tool - Agor 36mm Cutting Option 2,816,143.98,82.4,,,,143.98,,,,consumable,NEGLECTED,,
NEEDS PRICING,GI/35-FP,Cutting Device Graphic Inline,816,100,87.7,,,,100,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-DEL-MB/20-FP,OBSELETE,878.4,80,90.9,,,,80,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-DEL-HH/40-FP,DISCONTINUED - H&H De-lux Tri-Creaser - 40mm I/D,878.4,120,86.3,,,,120,,,,consumable,NEGLECTED,,
NEEDS PRICING,TC-DEL-EC/31-FP,DISCONTINUED - Econocrease De-lux Tri-Creaser - 31mm I/D,878.4,90,89.8,,,,90,,,,consumable,NEGLECTED,,
NEEDS PRICING,PD-DEL-HH/40-FP,Micro-Perforator - H&H - 40mm,908.4,80.49,91.1,,,,80.49,,,,consumable,NEGLECTED,,
,MT-CR/HO-20-CAS,Multi-Tool Horizon 20mm Creasing Cassette,942,,,,,565.2,,,,,consumable,NEGLECTED,,60
,MT-CR/BF-28-CAS-01,Multi Tool Baum 28mm Creasing Cassette. No lugs,942,,,,,565.2,,,,,consumable,NEGLECTED,,60
,MT-CR/35-CAS-FIX-01,Multi-Tool 35mm Creasing Cassette Fixed (no lug),942,,,,,565.2,,,,,consumable,NEGLECTED,,60
,TC-DEL-ZA/40-FP,Tri-Creaser Easy Fit to fit Zander 40mm shafts,1096.7,150,86.3,,,658.02,150,77.2,,,consumable,NEGLECTED,,60
NEEDS PRICING,FF-36-FIX-SV,36/58mm Tri-Creaser Fast Fit - Shortened Version,1196.4,27.5,97.7,,,,27.5,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-SM/35-FP-FIX,OBSELETE,1316.4,,,,,,,,,,consumable,NEGLECTED,,
NEEDS PRICING,FF-SM/35-FP-EXH,Fast Fit Tri-Creaser 35mm Extra Heavy Version,1316.4,,,,,,,,,,consumable,NEGLECTED,,
,FF-MB/20-FP-01-B,Fast Fit 20mm Tri Creaser without lugs,1316.4,59.9,95.4,,,789.84,59.9,92.4,,,consumable,NEGLECTED,,60
,FF-HH/35-FP-01-B,H&H 35mm Fast Fit Poly Band No lugs,1316.4,70,94.7,,,789.84,70,91.1,,,consumable,NEGLECTED,,60
,FF-GU/35-FP-01-B,GUK Fast Fit Tri-Creaser Poly Bands,1316.4,83.26,93.7,,,789.84,83.26,89.5,,,consumable,NEGLECTED,,60
