Product Code,Description,Original Sales Price,New Sales Price,Difference,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Last Order Date
SC-HD-04/S&W,USE CODE ABOVE SC-HD-04/CLIP,0,0,,0.83,consumable,,,,,,,,,25/09/2014
SC-HD-04/CLIP,"Clips, Screw & Washer Set for SC-HD-04 Horseshoe Component",20.5,34.77,14.27,10.04,consumable,,51.0,20.86,101.8,20.86,101.8,20.86,60.0,14/07/2025
SC-HD-04,"Spine-Creaser to fit Heidelberg ST-350, ST-400 (late models)",2036.4,2036.4,0.00,369.93,tool,Spine-Creaser,81.8,1080,53,1080,53.0,1221.84,60.0,19/03/2025
SC-HD-03,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (newer versi,1676.4,1676.4,0.00,106.96,tool,Spine-Creaser,93.6,955,57,955,57.0,1005.84,60.0,25/02/2022
SC-HD-02,Spine-Creaser to fit Heidelberg ST-300 stitching machine cov,1556.4,1591.67,35.27,62.62,tool,Spine-Creaser,96.0,955,61.4,955,61.4,955.00,60.0,06/10/2023
SC-HD-01,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (older versi,1676.4,1676.4,0.00,196.75,tool,Spine-Creaser,88.3,955,57,955,57.0,1005.84,60.0,16/07/2024
SC-DU-02,Spine-Creaser to fit Duplo iSaddle Machine (new version),1800,1800,0.00,23.31,tool,Spine Creaser,98.7,,,,,,,
SC-DU-01,Spine-Creaser to fit Duplo iSaddle machine,1620,1620,0.00,150.06,tool,Spine-Creaser,90.7,955,59,955,59.0,972.00,60.0,05/02/2025
SC-DSF/HOR-25-NY-Y,Spine-Creaser Advance Yellow Female Receiver Ring,42,46.35,4.35,9.12,consumable,Female Receiver Ring,78.3,27.81,66.2,27.81,66.2,27.81,60.0,01/04/2025
SC-DSF/HOR-25-NY-R,Spine-Creaser Advance Red Female Receiver Ring,42,46.35,4.35,8.65,consumable,Female Receiver Ring,79.4,27.81,66.2,27.81,66.2,27.81,60.0,01/04/2025
SC-DSF/HOR-25-NY-B,Spine-Creaser Advance Blue Female Receiver Ring,42,46.35,4.35,12.66,consumable,Female Receiver Ring,69.9,27.81,66.2,27.81,66.2,27.81,60.0,01/04/2025
SC-17,17mm Stud for Spine-Creaser,101,185,84.00,1,consumable,,99.0,111,109.9,111,109.9,111.00,60.0,26/09/2018
SC-10,10mm Stud for Spine-Creaser SC-HD-01,101,185,84.00,1,consumable,,99.0,111,109.9,111,109.9,111.00,60.0,27/01/2015
RS-NY/FE-Y,Tri-Creaser Advance Yellow Female Receiver Ring,42,46.35,4.35,8.16,consumable,Female Receiver Ring,80.6,27.81,66.2,27.81,66.2,27.81,60.0,26/02/2021
RS-NY/FE-R,Tri-Creaser Advance Red Female Receiver Ring,42,46.35,4.35,8.52,consumable,Female Receiver Ring,79.7,27.81,66.2,27.81,66.2,27.81,60.0,27/07/2015
RS-NY/FE-B,Tri-Creaser Advance Blue Female Receiver Ring,42,46.35,4.35,8.11,consumable,Female Receiver Ring,80.7,27.81,66.2,27.81,66.2,27.81,60.0,14/09/2021
RS-NY/FE,Tri-Creaser Advance Black Female Receiver Ring,42,46.35,4.35,8.03,consumable,Female Receiver Ring,80.9,27.81,66.2,27.81,66.2,27.81,60.0,27/08/2019
QC-WO/SP,Blanking Spacer for Wohlenberg - Single Bevelled Version,26,26,0.00,9.4,consumable,Spacer,63.8,,,,,,,13/08/2021
QC-WO/10MM-HINGE-SP,Wohlenberg 10mm Hinge Spacer Set,159.3,159.3,0.00,86.88,consumable,Spacer,45.5,,,,,,,18/02/2013
QC-WO-6C/6MM-HINGE-SP-T,Wohlenberg 6mm Blue Dot Male Hinge Spacer Double Channel,45,45,0.00,9.37,consumable,Spacer,79.2,,,,,,,10/02/2025
QC-WO-6C/6MM-HINGE-SP-B,Wohlenberg 6mm Blue Dot Female Hinge Spacer Single Channel,45,45,0.00,7.82,consumable,Spacer,82.6,,,,,,,18/02/2025
QC-ST-DEL/25-FP,Quad-Creaser - 25mm I/D,0,0,,80,consumable,NEGLECTED,,,,,,,,
QC-SM-DEL/35-FP,Quad-Creaser - 35mm I/D,0,0,,60,consumable,NEGLECTED,,,,,,,,
QC-MU/VA-FP-03,Quad Creaser for Muller VareoBinder 30mm,0,0,,235.64,consumable,,,,,,,,,30/08/2024
QC-MU/VA-FP-02,Quad Creaser for Muller VareoBinder 30mm,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-MU/VA-FP-01,Quad Creaser for Muller VareoBinder 30mm,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-MU/TRE-FP-8,OBSELETE  -  Muller Trend Binder with 8mm Hinge,0,0,,798.88,consumable,,,,,,,,,06/08/2010
QC-MU/TRE-FP-6,DISCONTINUED  -  Muller Trend Binder with 6mm Hinge -,0,0,,615.29,tool,,,,,,,,,22/06/2016
QC-MU/SIG-FP-6,Quad-Creaser to fit Muller Martini Sigma binder 30mm shafts,2276.4,2276.4,0.00,76.45,tool,Quad-Creaser,96.6,1081,47.5,1144,50.3,1365.84,60.0,07/03/2019
QC-MU/PO-FP-7.5,Muller Pony 7.5mm Fixed Hinge. DISCONTINUED,1680,1680,0.00,111.12,tool,Quad-Creaser,93.4,,,,,,,30/05/2014
QC-MU/PO-FP-6,Muller Pony,1680,1680,0.00,499.02,tool,Quad-Creaser,70.3,892,53.1,892,53.1,1008.00,60.0,19/05/2025
QC-MU/PAN-FP-6,Quad-Creaser to fit Muller Martini Pantera binder 30mm shaft,2396.4,2396.4,0.00,702.7,tool,Quad-Creaser,70.7,1081,45.1,1270,53.0,1437.84,60.0,22/04/2025
QC-MU/PA-FP-6-01-DC,Muller Panda Double Crease 6mm Hinge,2040,2221.67,181.67,77.32,tool,Quad-Creaser,96.2,1333,65.3,1333,65.3,1333.00,60.0,30/05/2014
QC-MU/PA-FP-6-01,Quad-Creaser to fit Muller Martini Panda Version 2 & Tigra b,2040,2221.67,181.67,744.92,tool,Quad-Creaser,63.5,1333,65.3,1333,65.3,1333.00,60.0,23/01/2024
QC-MU/PA-FP-6,Muller Panda,1680,1680,0.00,511.95,tool,Quad-Creaser,69.5,892,53.1,955,56.8,1008.00,60.0,20/06/2024
QC-MU/ALE-LF-4C-FP,Lay Flat Attachment for Muller Alegro,1800,2488.33,688.33,690.62,tool,Quad-Creaser,61.6,1493,82.9,1493,82.9,1493.00,60.0,14/09/2022
QC-MU/ALE-FP-6,Quad Creaser to fit Muller Martini Alegro binder with 48mm s,2696.4,2696.4,0.00,730.74,tool,Quad-Creaser,72.9,1555,57.7,1712.2,63.5,1617.84,60.0,14/03/2024
QC-MU-TRE/PC-W,Muller Trend Binder White Plastic Creaser,38,38,0.00,13.19,consumable,Plastic Creasing Band,65.3,,,,,,,10/07/2009
QC-MU-TRE/PC,Muller Trend Binder Black Plastic Creaser,38,55.62,17.62,9.48,consumable,Plastic Creasing Band,75.1,33.37,87.8,33.37,87.8,33.37,60.0,16/07/2021
QC-MU-PO/PC-Y,Yellow Muller Pony Plastic Creaser 26.12,28,34.77,6.77,4.82,consumable,Plastic Creasing Band,82.8,20.86,74.5,20.86,74.5,20.86,60.0,06/06/2014
QC-MU-PO/PC-W,White Muller Pony Plastic Creaser 26.32,28,34.77,6.77,11.67,consumable,Plastic Creasing Band,58.3,20.86,74.5,20.86,74.5,20.86,60.0,23/08/2024
QC-MU-PO/PC-O,Orange Muller Pony Plastic Creaser 25.86,28,34.77,6.77,5.74,consumable,Plastic Creasing Band,79.5,20.86,74.5,20.86,74.5,20.86,60.0,28/10/2011
QC-MU-PO/PC-B,Blue Muller Pony Plastic Creaser 25.96,28,34.77,6.77,5.74,consumable,Plastic Creasing Band,79.5,20.86,74.5,20.86,74.5,20.86,60.0,28/10/2011
QC-MU-PO/PC,Black Muller Pony Plastic Creaser 26.22,28,34.77,6.77,5.74,consumable,Plastic Creasing Band,79.5,20.86,74.5,20.86,74.5,20.86,60.0,28/10/2011
QC-MU-PAN/PC-B,Quad-Creaser Blue Split Plastic Creasing Rib,38,55.62,17.62,8.02,consumable,Plastic Creasing Band,78.9,33.37,87.8,33.37,87.8,33.37,60.0,08/04/2025
QC-MU-PAN/PC,Quad-Creaser Black Split Plastic Creasing Rib,38,55.62,17.62,8.05,consumable,Plastic Creasing Band,78.8,33.37,87.8,33.37,87.8,33.37,60.0,08/12/2025
QC-MU-PA01/PC-Y-T,Quad-Creaser Yellow Dot Split Plastic Creasing Rib,38,55.62,17.62,9.07,consumable,Plastic Creasing Band,76.1,33.37,87.8,33.37,87.8,33.37,60.0,13/04/2017
QC-MU-PA01/PC-Y-B,Quad-Creaser Yellow Dot Split Plastic Creasing Rib,38,55.62,17.62,9.95,consumable,Plastic Creasing Band,73.8,33.37,87.8,33.37,87.8,33.37,60.0,13/04/2017
QC-MU-PA01/PC-W-T,Quad-Creaser White Dot Split Plastic Creasing Rib,38,55.62,17.62,6.34,consumable,Plastic Creasing Band,83.3,33.37,87.8,33.37,87.8,33.37,60.0,12/05/2025
QC-MU-PA01/PC-W-B,Quad-Creaser White Dot Split Plastic Creasing Rib,38,55.62,17.62,6.34,consumable,Plastic Creasing Band,83.3,33.37,87.8,33.37,87.8,33.37,60.0,12/05/2025
QC-MU-PA01/PC-T,Quad-Creaser Black Split Plastic Creasing Rib,38,55.62,17.62,9.07,consumable,Plastic Creasing Band,76.1,33.37,87.8,33.37,87.8,33.37,60.0,13/04/2017
QC-MU-PA01/PC-O-T,Orange Light Creasing Rib Panda 2 top shaft/single chamfer,38,55.62,17.62,10.98,consumable,Plastic Creasing Band,71.1,33.37,87.8,33.37,87.8,33.37,60.0,25/06/2013
QC-MU-PA01/PC-O-B,Orange Light Nylon Creasing Rib Panda 2 bottom shaft/double,38,55.62,17.62,11.87,consumable,Plastic Creasing Band,68.8,33.37,87.8,33.37,87.8,33.37,60.0,18/03/2019
QC-MU-PA01/PC-B-T,Blue Medium Nylon Creasing Rib Panda 2 topshaft/single chamf,38,55.62,17.62,10.98,consumable,Plastic Creasing Band,71.1,33.37,87.8,33.37,87.8,33.37,60.0,25/06/2013
QC-MU-PA01/PC-B-B,Blue Medium Nylon Creasing Rib Panda 2 bottom shaft/double,38,55.62,17.62,8.96,consumable,Plastic Creasing Band,76.4,33.37,87.8,33.37,87.8,33.37,60.0,05/05/2021
QC-MU-PA01/PC-B,Quad-Creaser Black Split Plastic Creasing Rib,38,55.62,17.62,9.95,consumable,Plastic Creasing Band,73.8,33.37,87.8,33.37,87.8,33.37,60.0,13/04/2017
QC-MU-PA/PC-Y,Yellow Muller Panda Heavy Plastic Creaser 26.62mm,23,30.13,7.13,2.98,consumable,Plastic Creasing Band,87.0,18.08,78.6,18.08,78.6,18.08,60.0,19/10/2018
QC-MU-PA/PC-W,White Muller Panda Light Plastic Creaser 26.80mm,23,30.13,7.13,3.09,consumable,Plastic Creasing Band,86.6,18.08,78.6,18.08,78.6,18.08,60.0,29/03/2019
QC-MU-PA/PC-R,Red Muller Panda Light Plastic Creaser 26.92mm,23,30.13,7.13,3.1,consumable,Plastic Creasing Band,86.5,18.08,78.6,18.08,78.6,18.08,60.0,03/11/2017
QC-MU-PA/PC-B,Blue Muller Panda Medium Plastic Creaser 26.52mm,23,30.13,7.13,3.1,consumable,Plastic Creasing Band,86.5,18.08,78.6,18.08,78.6,18.08,60.0,04/02/2025
QC-MU-PA/PC,Black Muller Panda Extra Heavy Plastic Creaser 26.72mm,23,30.13,7.13,4.51,consumable,Plastic Creasing Band,80.4,18.08,78.6,18.08,78.6,18.08,60.0,02/05/2019
QC-MU-KB-94-Y,WRONG CODE,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-MU-KB-94,WRONG CODE,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-MU-ALE/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,38,55.62,17.62,4.83,consumable,Plastic Creasing Band,87.3,33.37,87.8,33.37,87.8,33.37,60.0,17/05/2024
QC-MU-ALE/PC-BLK,Quad-Creaser Black Split Plastic Creasing Rib,38,55.62,17.62,4.83,consumable,Plastic Creasing Band,87.3,33.37,87.8,33.37,87.8,33.37,60.0,07/03/2025
QC-MU-AG-30-FP,Quad-Creaser to fit Muller Martini Amigo binder 30mm shafts,1916.4,2011.67,95.27,306.57,tool,Quad-Creaser,84.0,1207,63,1207,63.0,1207.00,60.0,26/01/2024
QC-MPB/30-TS,Muller 30mm Top Shaft Male/Female Component,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-MPB-DC/30-FP-5,Muller Binder Double Crease,0,0,,7.36,consumable,NEGLECTED,,,,,,,,
QC-MPB-2S/30-FP-7,Muller 7mm 2 Shaft System,1680,1680,0.00,473.82,tool,Quad-Creaser,71.8,,,,,,,13/06/2019
QC-MPB-2S/30-FP-6,Quad-Creaser to fit Muller Martini RB5 binder 30mm shafts,1680,1680,0.00,371.75,tool,Quad-Creaser,77.9,766,45.6,860,51.2,1008.00,60.0,17/04/2024
QC-KB/94-ENDFLAP-FP-01,End Flap Creaser for Kolbus,3500,3500,0.00,0,tool,Quad-Creaser,,,,,,,,13/06/2025
QC-KB-94-Y,Quad-Creaser Yellow Dot Split Plastic Creasing Rib,38,55.62,17.62,12.67,consumable,Plastic Creasing Band,66.7,33.37,87.8,33.37,87.8,33.37,60.0,19/03/2025
QC-KB-94-W,Quad-Creaser White Dot Split Plastic Creasing Rib,38,55.62,17.62,11.82,consumable,Plastic Creasing Band,68.9,33.37,87.8,33.37,87.8,33.37,60.0,14/07/2025
QC-KB-94-O,Quad-Creaser Orange Dot Split Plastic Creasing Rib,38,55.62,17.62,14.59,consumable,Plastic Creasing Band,61.6,33.37,87.8,33.37,87.8,33.37,60.0,19/08/2025
QC-KB-94-B,Quad-Creaser Blue Dot Split Plastic Creasing Rib,38,55.62,17.62,8.08,consumable,Plastic Creasing Band,78.7,33.37,87.8,33.37,87.8,33.37,60.0,19/03/2025
QC-KB-94,Quad-Creaser Black Split Plastic Creasing Rib,38,55.62,17.62,13.05,consumable,Plastic Creasing Band,65.7,33.37,87.8,33.37,87.8,33.37,60.0,03/10/2025
QC-HO-4S/25-FP,Quad-Creaser to fit Horizon Binder SB15,0,0,,172.75,consumable,NEGLECTED,,,,1997,,,,
QC-HO-2S/25-FP-7,Horizon BQ470 7mm Hinge 2 Shaft System,1738.4,1738.4,0.00,278.83,tool,Quad-Creaser,84.0,,,,,,,
QC-HO-2S/25-FP-6,"Quad-Creaser to fit Horizon BQ binder 470, 480 & 500 model 2",1738.4,1738.4,0.00,478.04,tool,Quad-Creaser,72.5,924,53.2,986,56.7,1043.04,60.0,11/11/2025
QC-GB-01,Gripper-Boss Support Rollers - 36mm I/D,102,126.67,24.67,36.65,tool,Gripper Boss,64.1,76,74.5,76,74.5,76.00,60.0,10/03/2025
QC-FOAM,OBSOLETE Large Foams for Quad Creasers,0,0,,16.67,consumable,NEGLECTED,,,,,,,,
QC-DSF/KB-94-NY-Y,Kolbus Advance Yellow Dot Receiver Ring,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-DSF/KB-94-NY-O,Kolbus Advance Orange Dot Receiver Ring,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-DSF/KB-94-NY-B,Kolbus Advance Blue Receiver Ring,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-WO/98-FP-6,Quad-Creaser to fit Wohlenberg Champion & City E binder 30mm,2997,2997,0.00,947.47,tool,Quad-Creaser,68.4,1605.08,53.6,1733.68,57.8,1798.20,60.0,19/12/2025
QC-DEL-WO/98-FP-5,Wohlenberg Quad Creaser with 5mm HingeDISCONTINUED,2997,2997,0.00,589.11,tool,Quad-Creaser,80.3,,,,,,,13/09/2011
QC-DEL-WO/98-ENDFLAP-FP,End Flap Creaser for Wohlenberg,1440,1466.67,26.67,31.7,tool,Quad-Creaser,97.8,880,61.1,910,63.2,880.00,60.0,10/01/2022
QC-DEL-WO/98-ADJ/6C-FP,Wohlenberg Lay-Flat 6 Creaser,3775.66,3775.66,0.00,2381.35,tool,Quad-Creaser,36.9,,,,,,,27/03/2023
QC-DEL-WO/98-ADJ-PC-Y,Quad Creaser Yellow Dot Plastic Creasing Rib,28,28,0.00,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-WO/98-ADJ-PC-O,Quad Creaser Orange Dot Plastic Creasing Rib,28,28,0.00,0,consumable,Plastic Creasing Band,,,,,,,,
QC-DEL-WO/98-ADJ-PC-B,Quad Creaser Blue Dot Plastic Creasing Rib,28,28,0.00,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-WO/98-ADJ,Wohlenberg Quad Creaser with Fully Adjustable Hinge,1342,1342,0.00,106.8,tool,Quad-Creaser,92.0,,,,,,,18/10/2024
QC-DEL-WO-98/PC-W,Quad-Creaser White Dot Split Plastic Creasing Rib,28,34.77,6.77,12.24,consumable,Plastic Creasing Band,56.3,20.86,74.5,20.86,74.5,20.86,60.0,13/03/2025
QC-DEL-WO-98/PC-O,Quad-Creaser Orange Dot Split Plastic Creasing Rib,28,34.77,6.77,7.72,consumable,Plastic Creasing Band,72.4,20.86,74.5,20.86,74.5,20.86,60.0,27/02/2025
QC-DEL-WO-98/PC,Quad-Creaser Black Split Plastic Creasing Rib,28,34.77,6.77,14.33,consumable,Plastic Creasing Band,48.8,20.86,74.5,20.86,74.5,20.86,60.0,17/07/2025
QC-DEL-UB/6-FP-01,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",2516.4,2516.4,0.00,318.29,tool,Quad-Creaser,87.4,1298,51.6,1396,55.5,1509.84,60.0,03/08/2016
QC-DEL-UB/6-FP,"Quad-Creaser to fit Harris, Goss & (old) UB binder 1 1/2"" Sh",2276.4,2276.4,0.00,309.6,tool,Quad-Creaser,86.4,1018,44.7,1056,46.4,1365.84,60.0,30/10/2023
QC-DEL-UB-6/PC-EXH,Quad-Creaser White Dot Split Plastic Creasing Rib,38,55.62,17.62,5.98,consumable,Plastic Creasing Band,84.3,33.37,87.8,33.37,87.8,33.37,60.0,18/03/2019
QC-DEL-UB-6/PC,Quad-Creaser Black Split Plastic Creasing Rib,38,55.62,17.62,8.05,consumable,Plastic Creasing Band,78.8,33.37,87.8,33.37,87.8,33.37,60.0,16/12/2020
QC-DEL-UB-6-01/PC-B,Quad-Creaser Blue Split Plastic Creasing Rib,28,34.77,6.77,7.16,consumable,Plastic Creasing Band,74.4,20.86,74.5,20.86,74.5,20.86,60.0,04/02/2025
QC-DEL-UB-6-01/PC,Quad-Creaser Black Split Plastic Creasing Rib,28,34.77,6.77,7.82,consumable,Plastic Creasing Band,72.1,20.86,74.5,20.86,74.5,20.86,60.0,04/02/2025
QC-DEL-MPB/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,28,34.77,6.77,3.28,consumable,Plastic Creasing Band,88.3,20.86,74.5,20.86,74.5,20.86,60.0,30/07/2025
QC-DEL-MPB/PC-R,Quad-Creaser Red Split Plastic Creasing Rib,28,34.77,6.77,3.35,consumable,Plastic Creasing Band,88.0,20.86,74.5,20.86,74.5,20.86,60.0,24/06/2025
QC-DEL-MPB/PC-B,Quad-Creaser Black Split Plastic Creasing Rib,28,34.77,6.77,3.24,consumable,Plastic Creasing Band,88.4,20.86,74.5,20.86,74.5,20.86,60.0,04/06/2025
QC-DEL-MPB/CH-FP,Muller Easy-Binder with 50.40mm O/D - China,0,0,,4,consumable,NEGLECTED,,,,,,,,
QC-DEL-MPB/30-FP-8,Muller Easy-Binder Split Creaser - 8mm Hinge,2156.4,2156.4,0.00,0,tool,Quad-Creaser,,,,,,,,10/04/2007
QC-DEL-MPB/30-FP-7,Muller Easy-Binder Pink Split-Creaser - 7mm Hinge,2156.4,2156.4,0.00,19.4,tool,Quad-Creaser,99.1,,,,,,,23/03/2007
QC-DEL-MPB/30-FP-5-HINGE,6mm Muller Perfect Binder Female Hinge Component,158.4,158.4,0.00,0.5,consumable,,99.7,,,,,,,03/04/2009
QC-DEL-MPB/30-FP-5-B-EXT,Muller Easy-Binder with Bottom Extension - 5mm Hinge,2156.4,2156.4,0.00,16.47,tool,Quad-Creaser,99.2,,,,,,,25/04/2008
QC-DEL-MPB/30-FP-5-B,Muller Easy-Binder Pink-Split Creaser - 5mm Hinge,2156.4,2156.4,0.00,138.23,tool,Quad-Creaser,93.6,766,35.5,860,39.9,1293.84,60.0,24/09/2024
QC-DEL-MPB/30-FP-5,"Quad-Creaser to fit Muller Martini Corona, Bolero, Acoro, No",2156.4,2156.4,0.00,137.57,tool,Quad-Creaser,93.6,766,35.5,860,39.9,1293.84,60.0,06/06/2025
QC-DEL-MPB/30-FP-4,American-Binder Set,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-MPB/30-FP-3,OBSELETE  -  Muller Binder 30 mm - 4 sets code 3,0,0,,96,consumable,,,,,,,,,31/03/2006
QC-DEL-MPB/30-FP-2,Muller Quad Creaser - Single Deep Crease,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-MPB/30-FP-10,Muller Easy-Binder Pink-Split Creaser - 10mm Hinge,2138.4,2138.4,0.00,0,tool,Quad-Creaser,,,,,,,,29/06/2006
QC-DEL-MPB/30-FP,OBSELETE  -  Muller Perfect Binder Quad-Creaser - 30mm I/D,0,0,,80,consumable,,,,,,,,,23/03/2007
QC-DEL-MPB/1580-FP,Muller Easy-Binder - 1580 Cover Feeder - do not use,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-KB/94-FP-6,QuadCreaser to fit kolbus473 Perfect Binder with fixed hinge,2520,2536.67,16.67,588.63,tool,Quad-Creaser,76.6,1522,60.4,1510,59.9,1522.00,60.0,31/05/2017
QC-DEL-KB/94-FP,Kolbus Split-Ring Binder - 94mm,2138.4,2138.4,0.00,150,consumable,NEGLECTED,93.0,,,,,,,
QC-DEL-KB/92-FP,Kolbus Easy-Binder 92mm with Lugged Split Crease Bands,2036.4,2036.4,0.00,173.72,consumable,NEGLECTED,91.5,,,,,,,
QC-DEL-KB/58-FP,Kolbus Split-Ring Binder - 58mm,2036.4,2036.4,0.00,20.86,tool,Quad-Creaser,99.0,,,,,,,14/07/2006
QC-DEL-KB/26-FP-6-FEM,Kolbus 26mm Quad-Creaser Female-Half Collar Component.,110,110,0.00,0,consumable,,,,,,,,,16/04/2018
QC-DEL-KB/26-FP-6-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",2516.4,2516.4,0.00,305.9,tool,Quad-Creaser,87.8,1081,43,1176,46.7,1509.84,60.0,29/03/2018
QC-DEL-KB/26-FP-6,OBSELETE  -  26mm Kolbus Easy-Binder - 6mm Hinge,0,0,,118.63,tool,,,,,,,,,16/03/2011
QC-DEL-KB/26-FP-5-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",2516.4,2516.4,0.00,260.23,tool,Quad-Creaser,89.7,1081,43,1176,46.7,1509.84,60.0,21/05/2013
QC-DEL-KB/26-6C-FP-01,"Quad-Creaser (Lay Flat) to fit Kolbus binder KM470, KM490 &",2516.4,2516.4,0.00,594.35,tool,Quad-Creaser,76.4,1093,43.4,1244,49.4,1509.84,60.0,10/03/2025
QC-DEL-KB/26-6C-FP,OBSELETE  -  Kolbus Binder 60mm - 6 Creaser Set,0,0,,504.07,tool,,,,,,,,,17/09/2009
QC-DEL-KB/114-FP-9,Kolbus 114mm O/D Quad-Creaser with Fixed 9mm Hinge,0,0,,0,consumable,,,,,,,,,16/11/2021
QC-DEL-KB/114-FP-6,Kolbus 114mm,2725,3766.67,1041.67,2118.79,tool,Quad-Creaser,22.2,2260,82.9,2290,84.0,2260.00,60.0,19/11/2021
QC-DEL-KB-94/PC,Kolbus 94 Nylon Rib 94.95mm,38,55.62,17.62,9.19,consumable,Plastic Creasing Band,75.8,33.37,87.8,33.37,87.8,33.37,60.0,09/09/2016
QC-DEL-KB-26/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,28,34.77,6.77,13.95,consumable,Plastic Creasing Band,50.2,20.86,74.5,20.86,74.5,20.86,60.0,10/03/2025
QC-DEL-KB-26/PC,Quad-Creaser White Split Plastic Creasing Rib,28,34.77,6.77,10.42,consumable,Plastic Creasing Band,62.8,20.86,74.5,20.86,74.5,20.86,60.0,14/11/2025
QC-DEL-KB-114/PC-B,Blue Setting Kolbus 114 Plastic Creaser,38,55.62,17.62,8.76,consumable,Plastic Creasing Band,76.9,33.37,87.8,33.37,87.8,33.37,60.0,17/08/2021
QC-DEL-KB-114/PC,Black Setting Kolbus 114 Plastic Creaser,38,55.62,17.62,12.65,consumable,Plastic Creasing Band,66.7,33.37,87.8,33.37,87.8,33.37,60.0,13/06/2023
QC-DEL-GO/6-FP,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",2280,2280,0.00,443.29,tool,Quad-Creaser,80.6,1333,58.5,1396,61.2,1368.00,60.0,31/07/2017
QC-DEL-GO-6/PC-Y,Quad-Creaser Yellow Split Plastic Creasing Rib,28,34.77,6.77,7.59,consumable,Plastic Creasing Band,72.9,20.86,74.5,20.86,74.5,20.86,60.0,04/02/2025
QC-DEL-GO-6/PC-B,Quad-Creaser Blue Split Plastic Creasing Rib,28,34.77,6.77,7.59,consumable,Plastic Creasing Band,72.9,20.86,74.5,20.86,74.5,20.86,60.0,04/02/2025
QC-CSM/PC,Black Nylon Rib for CreaseStream Mini SHC,0,0,,5.19,consumable,,,,,,,,,06/06/2025
QC-CSM/25-FP-6,CreaseStream Mini Spine & Hinge Creaser,550,550,0.00,59.57,consumable,,89.2,,,,,,,14/10/2024
QC-BOX/SET,Die Cut box & Hinge lid with foam 475X255X10mm,0,0,,25.95,consumable,NEGLECTED,,,,,,,,
QC-BOX,OBSOLETE Quad Creaser Box,0,0,,0,consumable,,,,,,,,,28/07/2014
QC-BI-PC/YELLOW,Yellow Split Plastic Creasing Rib Bindwel,10,10,0.00,0,consumable,Plastic Creasing Band,,,,,,,,
QC-BI-PC/WHITE,White Split Plastic Creasing Rib Bindwel,10,10,0.00,0,consumable,Plastic Creasing Band,,,,,,,,
QC-BI-PC/W,(WRONG CODE DO NOT USE),10,10,0.00,0,consumable,,,,,,,,,25/03/2025
QC-BI-PC/ORANGE,Orange Split Plastic Creasing Rib Bindwel,10,10,0.00,0,consumable,Plastic Creasing Band,,,,,,,,
QC-BI-PC/BLUE,Blue Split Plastic Creasing Rib Bindwel,10,10,0.00,0,consumable,Plastic Creasing Band,,,,,,,,
QC-BI-PC/BLACK,Black Split Plastic Creasing Rib Bindwel,10,10,0.00,0,consumable,Plastic Creasing Band,,,,,,,,
QC-BI-PC,(WRONG CODE DO NOT USE),10,10,0.00,0,consumable,,,,,,,,,25/03/2025
QC-BI-01,Bindwel Adjustable Quad Creaser,150,150,0.00,337.26,tool,,-124.8,,,,,,,04/04/2025
QC-ADJ-KB/94-FP-01,"Quad-Creaser Adjustable to fit Kolbus binder KM410C, KM412,",3270,3816.67,546.67,1345.34,tool,Quad-Creaser,58.9,2290,70,2290,70.0,2290.00,60.0,16/05/2025
QC-04,OBSELETE,0,0,,0,consumable,NEGLECTED,,,,,,,,
QC-03,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts,1096.7,1096.7,0.00,138.02,tool,Easy-Fit Tri-Creaser,87.4,478,43.6,530,48.3,658.02,60.0,10/03/2022
QC-02,OBSELETE  -  Quad-Creaser 36mm DCM,0,0,,80,consumable,,,,,,,,,02/06/2008
QC-01,OBSELETE,0,0,,75,consumable,,,,,,,,,08/05/2006
PS-STA-SM/35-FP,Paper-Scorer Fixed - 35mm I/D,360,360,0.00,70,consumable,,80.6,190,52.8,190,52.8,216.00,60.0,03/04/2009
