Product Code,Description,Original Sales Price,New Sales Price,Difference,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Last Order Date
MPB-25/50MM,25 tpi Micro-Perforation Blade,73,73,0.00,11.5,consumable,Micro-Perforation Blade,84.2,39,53.4,39,53.4,43.80,60.0,17/07/2007
MPB-25/4SHEET,25 tpi Micro-Perforation Blade with extra tie depth,65,65,0.00,10,consumable,Micro-Perforation Blade,84.6,32,49.2,32,49.2,39.00,60.0,12/10/2022
MPB-25/46MM,Micro-Perf Blade - 25 TPI - 46mm I/D,63,63,0.00,10,consumable,Micro-Perforation Blade,84.1,32,50.8,32,50.8,37.80,60.0,26/04/2010
MPB-25/30MM,25 tpi Micro-Perforation Blade,63,63,0.00,17.98,consumable,Micro-Perforation Blade,71.5,32,50.8,32,50.8,37.80,60.0,28/02/2025
MPB-25/25MM,25 tpi Micro-Perforation Blade,63,63,0.00,14.35,consumable,Micro-Perforation Blade,77.2,32,50.8,32,50.8,37.80,60.0,12/12/2025
MPB-25-Z,Micro Perf  Blade 25tpi Zund,28.9,28.9,0.00,7.75,consumable,Micro-Perforation Blade,73.2,,,,,,,26/11/2018
MPB-25-HH/30MM,25 tpi Micro-Perforation Blade,63,63,0.00,6.85,consumable,Micro-Perforation Blade,89.1,32,50.8,32,50.8,37.80,60.0,02/12/2020
MPB-25-GUK,25 tpi Micro-Perforation Blade,63,63,0.00,26.98,consumable,Micro-Perforation Blade,57.2,32,50.8,32,50.8,37.80,60.0,10/01/2024
MPB-25,25 tpi Micro-Perforation Blade,63,63,0.00,25.5,consumable,Micro-Perforation Blade,59.5,32,50.8,32,50.8,37.80,60.0,04/12/2024
MPB-2/4-35MM,Micro-Perf Blade - 35mm,63,63,0.00,7.5,consumable,NEGLECTED,88.1,,,,,,,
MPB-17/WEB,Micro-Perf Blade for Web Perforator 17TPI,174,225,51.00,49.96,consumable,Micro-Perforation Blade,71.3,135,77.6,135,77.6,135.00,60.0,03/02/2012
MPB-17/SH-65,Micro Perf Blade - 17 TPI - Shoei 65mm,63,63,0.00,11.83,consumable,Micro-Perforation Blade,81.2,32,50.8,32,50.8,37.80,60.0,15/05/2023
MPB-17/SH-55,Micro-Perf Blade - 17 TPI - Shoei 55mm,63,63,0.00,8.75,consumable,NEGLECTED,86.1,32,50.8,32,50.8,37.80,60.0,
MPB-17/RO,17 tpi Micro-Perforation Blade,63,63,0.00,26.98,consumable,Micro-Perforation Blade,57.2,32,50.8,32,50.8,37.80,60.0,21/07/2023
MPB-17/MF-40,17 tpi Micro-Perforation Blade,63,63,0.00,10.15,consumable,Micro-Perforation Blade,83.9,32,50.8,32,50.8,37.80,60.0,22/07/2019
MPB-17/CSP,17 tpi Micro-Perf Blade 57.70 x 42 x 1.6,0,0,,9.95,consumable,Micro-Perforation Blade,,,,,,,,18/04/2011
MPB-17/BF/28MM,17 tpi Micro-Perforation Blade,63,63,0.00,26.98,consumable,Micro-Perforation Blade,57.2,32,50.8,32,50.8,37.80,60.0,22/11/2024
MPB-17/BF/22MM,17 tpi Micro-Perforation Blade,63,63,0.00,25.98,consumable,Micro-Perforation Blade,58.8,32,50.8,32,50.8,37.80,60.0,19/04/2022
MPB-17/50MM,17 tpi Micro-Perforation Blade,73,73,0.00,11.5,consumable,Micro-Perforation Blade,84.2,39,53.4,39,53.4,43.80,60.0,16/01/2023
MPB-17/50-SMALL,17 TPI Micro-Perf Blade to fit Stahl 50mm - 75.49mm O/D,73,73,0.00,11.5,consumable,NEGLECTED,84.2,,,,,,,
MPB-17/4SHEET,17 tpi Micro-Perforation Blade with extra tie depth,65,65,0.00,28.48,consumable,Micro-Perforation Blade,56.2,32,49.2,32,49.2,39.00,60.0,25/06/2025
MPB-17/46MM,Micro-Perf Blade - 17 TPI - 46mm I/D,63,63,0.00,10,consumable,Micro-Perforation Blade,84.1,32,50.8,32,50.8,37.80,60.0,26/04/2010
MPB-17/30MM,17 tpi Micro-Perforation Blade,63,63,0.00,18.33,consumable,Micro-Perforation Blade,70.9,32,50.8,32,50.8,37.80,60.0,24/11/2025
MPB-17/25MM,17 tpi Micro-Perforation Blade,63,63,0.00,14.95,consumable,Micro-Perforation Blade,76.3,32,50.8,32,50.8,37.80,60.0,27/11/2025
MPB-17-Z,Micro Perf Blade 17tpi Zund,28.9,28.9,0.00,7.75,consumable,Micro-Perforation Blade,73.2,,,,,,,26/11/2018
MPB-17-HH/30MM,17 tpi Micro-Perforation Blade,63,63,0.00,6.85,consumable,Micro-Perforation Blade,89.1,32,50.8,32,50.8,37.80,60.0,08/10/2024
MPB-17-GUK,17 tpi Micro-Perforation Blade,63,63,0.00,25.98,consumable,Micro-Perforation Blade,58.8,32,50.8,32,50.8,37.80,60.0,05/12/2024
MPB-17,17 tpi Micro-Perforation Blade,63,63,0.00,17.98,consumable,Micro-Perforation Blade,71.5,32,50.8,32,50.8,37.80,60.0,25/06/2025
MPB-16-HOR,40.75 (O/D) x 28 (I/D) x 1.6 (Width)  16TPI 0.76mm Tie,40,40,0.00,26.98,consumable,Micro-Perforation Blade,32.6,,,,,,,26/09/2023
MPB-12/RO,12 tpi Micro-Perforation Blade,63,63,0.00,0,consumable,Micro-Perforation Blade,,32,50.8,32,50.8,37.80,60.0,04/03/2015
MPB-12/MF-40,12 tpi Micro-Perforation Blade,63,63,0.00,10.15,consumable,Micro-Perforation Blade,83.9,32,50.8,32,50.8,37.80,60.0,04/10/2016
MPB-12/CSP,12 tpi Micro-Perf Blade 57.95 x 42 x 1.6,0,0,,9.95,consumable,Micro-Perforation Blade,,,,,,,,18/04/2011
MPB-12/BF/22MM,12 tpi Micro-Perforation Blade,63,63,0.00,6.45,consumable,Micro-Perforation Blade,89.8,32,50.8,32,50.8,37.80,60.0,23/05/2017
MPB-12/4SHEET,12 tpi Micro-Perforation Blade with extra tie depth,65,65,0.00,0,consumable,NEGLECTED,,32,49.2,32,49.2,39.00,60.0,
MPB-12/30MM,12 tpi Micro-Perforation Blade,63,63,0.00,6.85,consumable,Micro-Perforation Blade,89.1,32,50.8,32,50.8,37.80,60.0,29/07/2024
MPB-12/25MM,12 tpi Micro-Perforation Blade,63,63,0.00,6.37,consumable,Micro-Perforation Blade,89.9,32,50.8,32,50.8,37.80,60.0,13/02/2025
MPB-12-Z,Micro Perf Blade 12tpi Zund,28.9,28.9,0.00,10.08,consumable,Micro-Perforation Blade,65.1,,,,,,,13/09/2023
MPB-12-HH/30,12 tpi Micro-Perforation Blade,63,63,0.00,0,consumable,Micro-Perforation Blade,,32,50.8,32,50.8,37.80,60.0,07/05/2024
MPB-12-GUK,12 tpi Micro-Perforation Blade,63,63,0.00,27.98,consumable,Micro-Perforation Blade,55.6,32,50.8,32,50.8,37.80,60.0,22/12/2021
MPB-12,12 tpi Micro-Perforation Blade,63,63,0.00,28.48,consumable,Micro-Perforation Blade,54.8,32,50.8,32,50.8,37.80,60.0,30/04/2025
MPB-10/25MM,10 tpi Micro-Perforation Blade,63,63,0.00,6.37,consumable,Micro-Perforation Blade,89.9,32,50.8,32,50.8,37.80,60.0,27/02/2025
MPB-1.5Z,42461244 Micro perf blade 1.5tpi 10X10 Zund,65,65,0.00,18.67,consumable,Micro-Perforation Blade,71.3,,,,,,,20/05/2024
MPB-1.5K,42461244. Micro perf Blade 1.5tpi 10X10  Kongsberg,46,46,0.00,23.85,consumable,Micro-Perforation Blade,48.2,,,,,,,01/08/2025
MPB-1.5/1.5-35MM,Micro-Perf Blade - 35mm,63,63,0.00,7.5,consumable,NEGLECTED,88.1,32,50.8,32,50.8,37.80,60.0,
MP-DC-MP/20-FP,DISCONTINUED CODE Micro-Perforator for MB Machines,908.4,908.4,0.00,82.14,tool,Micro-Perforator,91.0,,,,,,,18/07/2013
MOULD-98BLK,Black HH/30mm Creasing Rib,0,0,,0,consumable,,,,,,,,,02/09/2019
MOULD-97,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.81,consumable,Rubber Creasing Band,90.5,7.11,37.4,7.11,37.4,11.40,60.0,22/02/2018
MOULD-96,Kolbus Lugged Split Gripper Crease (26mm) - Obselete,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,9.85,51.8,9.85,51.8,11.40,60.0,29/03/2010
MOULD-95,Kolbus Lugged Split Gripper Crease (92mm) - Obselete,0,0,,2.73,consumable,NEGLECTED,,,,,,,,
MOULD-94,Muller Split-Double Crease Rib - Obselete,0,0,,1.1,consumable,NEGLECTED,,,,,,,,
MOULD-93X,Orange Split Gripper Crease Muller Adjustable,19,19,0.00,1.2,consumable,Rubber Creasing Band,93.7,,,,,,,24/04/2013
MOULD-93,Quad-Creaser Orange Split Creasing Rib,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,04/04/2025
MOULD-92X,Blue Split Gripper Crease Muller Adjustable,19,19,0.00,1.2,consumable,Rubber Creasing Band,93.7,,,,,,,04/02/2013
MOULD-92,Quad-Creaser Blue Split Creasing Rib,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,01/07/2025
MOULD-91X,Yellow Split Gripper Crease Muller Adjustable,19,19,0.00,1.2,consumable,Rubber Creasing Band,93.7,,,,,,,17/05/2012
MOULD-91B,Yellow EnduraCrease Split Muller Adjustable,23,23,0.00,2.14,consumable,Rubber Creasing Band,90.7,,,,,,,07/01/2015
MOULD-91,Quad-Creaser Yellow Split Creasing Rib,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,15/10/2025
MOULD-90B,Blue EnduraCrease Split Creasing Rib,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,9.87,42.9,9.87,42.9,13.80,60.0,20/03/2024
MOULD-90A,Orange Split Gripper Crease for Horizon Stitch Liner,19,19,0.00,1.23,consumable,Rubber Creasing Band,93.5,,,,,,,04/02/2020
MOULD-90,Spine- & Quad-Creaser Blue Split Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,01/08/2025
MOULD-89B,Yellow EnduraCrease Split Creasing Rib,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,9.87,42.9,9.87,42.9,13.80,60.0,20/03/2024
MOULD-89,Spine- & Quad-Creaser Yellow Split Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,13/01/2026
MOULD-88BL,Blue Gripper Band,19,19,0.00,3.59,consumable,Gripper Band,81.1,9.72,51.2,9.72,51.2,11.40,60.0,19/08/2025
MOULD-88,Black Gripper Band,19,19,0.00,3.59,consumable,Gripper Band,81.1,9.72,51.2,9.72,51.2,11.40,60.0,03/04/2025
MOULD-87,Quad-Creaser Black Split Gripper Crease,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,8.5,44.7,8.5,44.7,11.40,60.0,23/02/2016
MOULD-86X-Y,Tri-Creaser Fast Fit Yellow/Black Split Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,9.85,51.8,9.85,51.8,11.40,60.0,22/07/2025
MOULD-86X,Tri-Creaser Fast Fit Black Split Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,9.85,51.8,9.85,51.8,11.40,60.0,26/01/2024
MOULD-86B-XY,Black Enduracrease Longford .,26,26,0.00,0,consumable,Rubber Creasing Band,,,,,,,,14/12/2021
MOULD-86,Quad-Creaser Black Split Creasing Rib,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,27/03/2025
MOULD-85,Quad-Creaser Black Split Gripper Crease,36,36,0.00,2.73,consumable,Rubber Creasing Band,92.4,12.54,34.8,12.54,34.8,21.60,60.0,20/03/2025
MOULD-83,Blue Edge-Trimming Gripper Band H&H - 30mm,19,19,0.00,1.36,consumable,Gripper Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,03/10/2025
MOULD-82-X,Quad-Creaser Black Split Gripper Crease,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,8.5,44.7,8.5,44.7,11.40,60.0,
MOULD-82,Quad-Creaser Black Split Creasing Rib,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,8.5,44.7,8.5,44.7,11.40,60.0,04/11/2025
MOULD-80,Black Gripper Band,19,19,0.00,1.12,consumable,Gripper Band,94.1,7.58,39.9,7.58,39.9,11.40,60.0,26/01/2024
MOULD-79B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,12/10/2018
MOULD-79,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,10/11/2022
MOULD-78B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,26/03/2021
MOULD-78,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,04/02/2025
MOULD-77B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,12/10/2018
MOULD-77,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,18/02/2025
MOULD-76,Black Gripper Band,19,19,0.00,1.12,consumable,Gripper Band,94.1,7.58,39.9,7.58,39.9,11.40,60.0,18/02/2025
MOULD-75,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,14/07/2025
MOULD-74,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,13/11/2023
MOULD-73,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,30/10/2024
MOULD-72XH&H,Tri-Creaser Fast Fit Black Split Gripper Crease,23,23,0.00,1.2,consumable,Rubber Creasing Band,94.8,9.85,42.8,9.85,42.8,13.80,60.0,11/12/2024
MOULD-72,Kolbus Black Split Gripper Crease 94mm O/D (no lug),19,19,0.00,2.5,consumable,Rubber Creasing Band,86.8,9.85,51.8,9.85,51.8,11.40,60.0,19/05/2025
MOULD-71B,Tri-Creaser Easy Fit Black Endura Gripper Crease,23,23,0.00,2.23,consumable,NEGLECTED,90.3,,,,,,,
MOULD-71,Tri-Creaser Easy Fit Black Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,15/07/2025
MOULD-70,Kolbus 114mm Black Split Gripper Crease Insert,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,9.85,51.8,9.85,51.8,11.40,60.0,07/10/2022
MOULD-66B-SX,MAKES Orange Fast fit Large Baum Split Gripper Crease,26,26,0.00,1.98,consumable,Rubber Creasing Band,92.4,,,,,,,17/05/2013
MOULD-66B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26,26,0.00,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,11.23,43.2,15.60,60.0,28/10/2024
MOULD-66,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,23,23,0.00,1.36,consumable,Rubber Creasing Band,94.1,9.85,42.8,9.85,42.8,13.80,60.0,14/11/2025
MOULD-65B-SX,MAKES Blue Fast Fit Large Baum Gripper,26,26,0.00,1.72,consumable,Rubber Creasing Band,93.4,,,,,,,17/05/2013
MOULD-65B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26,26,0.00,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,11.23,43.2,15.60,60.0,28/10/2024
MOULD-65,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,23,23,0.00,1.36,consumable,Rubber Creasing Band,94.1,9.85,42.8,9.85,42.8,13.80,60.0,01/12/2025
MOULD-64B-SX,MAKES Yellow Fast Fit Large Baum Gripper Crease,26,26,0.00,1.72,consumable,Rubber Creasing Band,93.4,,,,,,,17/05/2013
MOULD-64B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26,26,0.00,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,11.23,43.2,15.60,60.0,28/10/2024
MOULD-64,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,23,23,0.00,1.36,consumable,Rubber Creasing Band,94.1,9.85,42.8,9.85,42.8,13.80,60.0,11/11/2025
MOULD-63,Blue Edge-Trimming Gripper Band - 20mm,19,19,0.00,1.08,consumable,Gripper Band,94.3,8.5,44.7,8.5,44.7,11.40,60.0,29/09/2015
MOULD-62,Blue Edge-Trimming Gripper Band - 30mm,19,19,0.00,1.08,consumable,Gripper Band,94.3,8.5,44.7,8.5,44.7,11.40,60.0,19/09/2024
MOULD-61,Blue Edge-Trimming Gripper Band - 25mm,19,19,0.00,1.07,consumable,Gripper Band,94.4,8.5,44.7,8.5,44.7,11.40,60.0,19/12/2024
MOULD-60,Spine-Creaser Blue Creasing Matrix,39,40.35,1.35,4.91,consumable,Rubber Creasing Band,87.4,24.21,62.1,24.21,62.1,24.21,60.0,23/06/2025
MOULD-59,Black Gripper Band,19,19,0.00,1.25,consumable,Gripper Band,93.4,7.58,39.9,7.58,39.9,11.40,60.0,21/05/2024
MOULD-58B,Tri-Creaser Easy Fit Red Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,20/03/2025
MOULD-58,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,7.11,37.4,7.11,37.4,11.40,60.0,10/04/2025
MOULD-57B,Tri-Creaser Easy Fit Green Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,20/03/2025
MOULD-57,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,7.11,37.4,7.11,37.4,11.40,60.0,24/10/2024
MOULD-56B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,8.48,44.6,8.48,44.6,11.40,60.0,11/09/2015
MOULD-56,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,7.11,37.4,7.11,37.4,11.40,60.0,09/01/2026
MOULD-55,Black Gripper Band,19,19,0.00,1.07,consumable,Gripper Band,94.4,7.58,39.9,7.58,39.9,11.40,60.0,14/01/2026
MOULD-54B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,18/09/2019
MOULD-54,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.07,consumable,Rubber Creasing Band,94.4,7.11,37.4,7.11,37.4,11.40,60.0,07/05/2025
MOULD-53B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,18/09/2019
MOULD-53,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,1.07,consumable,Rubber Creasing Band,94.4,7.11,37.4,7.11,37.4,11.40,60.0,15/07/2024
MOULD-52B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,18/09/2019
MOULD-52,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,1.07,consumable,Rubber Creasing Band,94.4,7.11,37.4,7.11,37.4,11.40,60.0,22/04/2025
MOULD-51,Black Gripper Band,19,19,0.00,1.07,consumable,Gripper Band,94.4,7.58,39.9,7.58,39.9,11.40,60.0,22/07/2025
MOULD-50B,Tri-Creaser Easy Fit Red Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,22/04/2025
MOULD-50,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.08,consumable,Rubber Creasing Band,94.3,7.11,37.4,7.11,37.4,11.40,60.0,13/01/2026
MOULD-49B,Tri-Creaser Easy Fit Green Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,22/04/2025
MOULD-49,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,1.08,consumable,Rubber Creasing Band,94.3,7.11,37.4,7.11,37.4,11.40,60.0,24/07/2025
MOULD-48B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,22/04/2025
MOULD-48,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,1.08,consumable,Rubber Creasing Band,94.3,7.11,37.4,7.11,37.4,11.40,60.0,26/01/2026
MOULD-47,Black Gripper Band,19,19,0.00,1.07,consumable,Gripper Band,94.4,7.58,39.9,7.58,39.9,11.40,60.0,13/01/2026
MOULD-46B,Tri-Creaser Easy Fit Red Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,30/05/2024
MOULD-46,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.07,consumable,Rubber Creasing Band,94.4,7.11,37.4,7.11,37.4,11.40,60.0,17/07/2025
MOULD-45B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,05/09/2024
MOULD-45,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,1.07,consumable,Rubber Creasing Band,94.4,7.11,37.4,7.11,37.4,11.40,60.0,10/04/2025
MOULD-44B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,05/09/2024
MOULD-44,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,1.07,consumable,Rubber Creasing Band,94.4,7.11,37.4,7.11,37.4,11.40,60.0,17/07/2025
MOULD-43,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,7.11,37.4,7.11,37.4,11.40,60.0,27/03/2014
MOULD-41,Quad-Creaser Pink Split Gripper Crease,19,19,0.00,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,12/12/2025
MOULD-40,Blue Edge-Trimming Gripper Band - 35mm,19,19,0.00,1.36,consumable,Gripper Band,92.8,8.5,44.7,8.5,44.7,11.40,60.0,06/02/2025
MOULD-39,Yellow Thin Gripper Crease 25/30mm De-lux,19,19,0.00,1.71,consumable,Rubber Creasing Band,91.0,7.11,37.4,7.11,37.4,11.40,60.0,14/06/2024
MOULD-38,Kolbus/Web-Creaser Super-Heavy Matrix,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,,,,,,,20/02/2020
MOULD-37,Orange Thin Gripper Crease for 25/30mm De-lux,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,11/11/2025
MOULD-36,Spine-Creaser Black Creasing Matrix,39,50.22,11.22,11.2,consumable,Rubber Creasing Band,71.3,30.13,77.3,30.13,77.3,30.13,60.0,20/06/2025
MOULD-35,Blue Thin Gripper Crease for 25/30mm De-lux,19,19,0.00,1.07,consumable,Rubber Creasing Band,94.4,7.11,37.4,7.11,37.4,11.40,60.0,11/11/2025
MOULD-34,Heavy Gripper Crease for Web Enhancer Blue Dot,21,21,0.00,2.73,consumable,Rubber Creasing Band,87.0,11.7,55.7,11.7,55.7,12.60,60.0,19/05/2025
MOULD-33A,Light Gripper Crease for Web Enhancer Orange Dot,21,21,0.00,2.73,consumable,Rubber Creasing Band,87.0,11.7,55.7,11.7,55.7,12.60,60.0,23/11/2023
MOULD-33,Extra Heavy Gripper Crease for Web Enhancer Yellow Dot,21,21,0.00,2.73,consumable,Rubber Creasing Band,87.0,11.7,55.7,11.7,55.7,12.60,60.0,14/03/2025
MOULD-32,Blade Seal,19,19,0.00,1.07,consumable,Blade Seal,94.4,7.58,39.9,7.58,39.9,11.40,60.0,05/02/2025
MOULD-31,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,1.81,consumable,Rubber Creasing Band,90.5,7.11,37.4,7.11,37.4,11.40,60.0,22/02/2018
MOULD-30,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,1.81,consumable,Rubber Creasing Band,90.5,7.11,37.4,7.11,37.4,11.40,60.0,18/04/2024
MOULD-29B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,23,23,0.00,2.73,consumable,Rubber Creasing Band,88.1,8.48,36.9,8.48,36.9,13.80,60.0,06/06/2025
MOULD-29,Tri-Creaser Easy Fit Orange Gripper Crease,19,19,0.00,1.12,consumable,Rubber Creasing Band,94.1,7.11,37.4,7.11,37.4,11.40,60.0,22/01/2026
MOULD-28,Tri-Creaser Easy Fit Yellow Gripper Crease,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,7.11,37.4,7.11,37.4,11.40,60.0,26/03/2025
MOULD-27,Tri-Creaser Easy Fit Blue Gripper Crease,19,19,0.00,2.73,consumable,Rubber Creasing Band,85.6,7.11,37.4,7.11,37.4,11.40,60.0,23/08/2024
MOULD-26,Spine-Creaser (Medium) Black Creasing Matrix,39,40.35,1.35,4.91,consumable,Rubber Creasing Band,87.4,24.21,62.1,24.21,62.1,24.21,60.0,04/11/2025
MOULD-25,Large Creasing Rib for Web Enhancer,21,21,0.00,2.73,consumable,Rubber Creasing Band,87.0,7.11,33.9,7.11,33.9,12.60,60.0,01/10/2014
MOULD-24,Spine-Creaser Orange Spade-End Creasing Matrix,39,40.35,1.35,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,24.21,62.1,24.21,60.0,04/11/2025
MOULD-23,Spine-Creaser White(now blue) Spade-End Creasing Matrix,39,40.35,1.35,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,24.21,62.1,24.21,60.0,15/10/2025
MOULD-22,Spine-Creaser Yellow Spade-End Creasing Matrix,39,40.35,1.35,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,24.21,62.1,24.21,60.0,13/10/2025
MOULD-20,OBSELETE,0,0,,0,consumable,NEGLECTED,,,,,,,,
MOULD-199,Quad Creaser Yellow Rib for Bindwel Binder,10,10,0.00,0,consumable,Rubber Creasing Band,,,,,,,,
MOULD-198,Quad Creaser Blue Rib for Bindwel Binder,10,10,0.00,0,consumable,Rubber Creasing Band,,,,,,,,
MOULD-197,Quad Creaser Orange Rib for Bindwel Binder,10,10,0.00,0,consumable,Rubber Creasing Band,,,,,,,,
MOULD-191,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23,23,0.00,0,consumable,NEGLECTED,,,,,,,,
