Product Code,Description,Type,Category,Old Customer Price (£),New Customer Price (£),Price Change (£),Price Change (%)
FF-GA/01-FP-01,"Tri-Creaser Fast Fit to fit Ga-Vehren 25.41mm or 1"" shafts",tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-GU/35-FIX-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts with Fixed Femal,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-GU/35-FP-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-GW-FP-01-B,Tri-Creaser Fast Fit to fit Graphic Wizard 4.74mm Top Shaft,tool,Fast-Fit Tri-Creaser,656.40,750.00,93.60,14.3
FF-HH/20-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 20mm shafts,tool,Fast-Fit Tri-Creaser,656.40,1316.40,660.00,100.5
FF-HH/25-FIX-01-B,Tri-Creaser Fast Fit to fit Herzog and Heymann 25mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HH/30-FIX-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 30mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HH/30-FIX-01-B,H&H 30mm Fast Fit with Fixed Female Component,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HH/30-FIX-3FEM-01,Fast Fit H&H 30mm with3 Fix Single Setting Females,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HH/35-FP-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 35mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HH/40-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 40mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HH/46-FIX,H&H Fast Fit 35mm I/D 46mm O/D,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HO/40.2-FP-01,Tri-Creaser Fast Fit to fit Horizon 24.8mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HO/50-FP,Tri-Creaser Fast Fit to fit Horizon 20mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HO/50-FP-B,Horizon Fast Fit to fit 20mm exit shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HO/65-FP,Tri-Creaser Fast Fit to fit Horizon 29.84mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-LO-01,Tri-Creaser Fast Fit to fit Longford 45mm Top Shaft & 50.1mm,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MB/20-FIX,20mm MB Fast Fit Tri-Creaser Fixed,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MB/20-FP,20mm Fast Fit Tri Creaser,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MB/20-FP-01,Tri-Creaser Fast Fit to fit MB & GUK 20mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MB/20FIX-01,20mm Fast Fit lugless & Fixed female,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MF/30-FP-01,Tri-Creaser Fast Fit to fit MBO 30mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MF/30-FP-01-B,Fast Fit 30mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MF/30-FP-02,Tri-Creaser Fast Fit to fit Meccanotecnica 30mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-MF/40-FIX-01,Tri-Creaser Fast Fit to fit MBO 40mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-PI/27-FIX-01,Tri-Creaser Fast Fit to fit Pierce 27mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-RO/25-FP-01,Tri-Creaser Fast Fit to fit Rollem 25.43mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-RO/25-FP-SV,Tri-Creaser Fast Fit Rollem Narrow Version,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-ROS/25-FP-01,Tri-Creaser Fast Fit to fit Rosback 25.43mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-RS-FP-01,"Tri-Creaser Fast Fit to fit Roto-Score 28.58mm or 1 1/8"" sha",tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SH/15-FP-01-B,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,tool,Fast-Fit Tri-Creaser,658.80,750.00,91.20,13.8
FF-SH/15-FP-01-B-PACK,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,tool,Fast-Fit Tri-Creaser,778.80,900.00,121.20,15.6
FF-SH/55-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 55mm Out,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SH/65-45-FP,Shoei Fast Fit 65mm,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SH/65-FIX,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SH/65-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SM/35-FIX,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SM/35-FIX-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SM/35-FIX-01-B,Fast Fit 35mm Tri-Creaser Fixed Female,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SM/35-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SM/35-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SM/35-FP-01-B,Fast Fit 35mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-SMY/30-FP-01,Tri-Creaser Fast Fit to fit Smyth 30mm shafts,tool,Fast-Fit Tri-Creaser,1316.00,1316.40,0.40,0.0
FF-ST/25-FIX,Fast Fit 25mm Tri-Creaser with lugs (fixed),tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-ST/25-FIX-01,Tri-Creaser Fast Fit to fit Stahl 25mm Fixed Female,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-ST/25-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts Lug,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-ST/25-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-ST/25-FP-01-B,Fast Fit 25mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-STA-SM/35-FIX,35mm Standard Fast-Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,878.40,1316.40,438.00,49.9
FF-STA-ST/25-FIX,25mm Standard Fast-Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,878.40,1316.40,438.00,49.9
FF-ZA/40-FP,Zander 2 Tri-Creaser,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-HH/35-FP-DSF-01-B,Tri-Creaser Fast Fit H&H 35mm Advance System,tool,Fast-Fit Tri-Creaser Advance,1747.00,1747.00,0.00,0.0
FF-HO/20-FP-DSF-01-B,Tri Creaser Fast Fit Horizon 20mm Advance System,tool,Fast-Fit Tri-Creaser Advance,1747.00,1747.00,0.00,0.0
FF-MF/30-FP-DSF-01-B,Tri Creaser Fast Fit 30mm Advance System,tool,Fast-Fit Tri-Creaser Advance,1747.00,1747.00,0.00,0.0
FF-PET/40-FP-DSF-01-B,Tri Creaser Fast Fit Petratto 40mm Advance System,tool,Fast-Fit Tri-Creaser Advance,1747.00,1747.00,0.00,0.0
FF-RO/25-FP-DSF-01-B,Tri Creaser Fast Fit Rollem Advance System,tool,Fast-Fit Tri-Creaser Advance,1747.00,1747.00,0.00,0.0
FF-SM/35-FP-DSF-01-B,Tri Creaser Fast Fit 35mm Advance System,tool,Fast-Fit Tri-Creaser Advance,1747.00,1747.00,0.00,0.0
FF-ST/25-FP-DSF-01-B,Tri Creaser Fast Fit 25mm Advance System,tool,Fast-Fit Tri-Creaser Advance,1747.00,1747.00,0.00,0.0
FF-GU/35-DSF,Tri Creaser Fast Fit GUK 35m Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
FF-HH/35-DSF,Tri Creaser Fast Fit H&H 35mm Advance Female Pack Only,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
FF-HO/20-DSF,Tri Creaser Fast Fit  Horizon 20mm Advance Female Pack Only,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
FF-MF/30-DSF,Tri Creaser Fast Fit 30mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
FF-RO/25-DSF,Tri Creaser Fast Fit  Rollem Advance Female Pack Only,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
FF-SM/35-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
FF-ST/25-DSF,Tri Creaser Fast Fit 25mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
GB-BF/22,Support Collars to fit Baum Fast Fit 22 ECO-Pair,tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-GUK-35,GUK Gripper Boss Support Rollers(1 Pair),tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-KB/26-FP,Kolbus Gripper Boss Support Roller 1x pair (Upper & Lower),tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-MF/30-FP,30mm Gripper Boss Support Rollers (1 pair),tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-PET/40-FP,Petratto Support Rollers 40mm (pair),tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-RO,Rollem Support Rollers (pair),tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-ROS,Rosback Narrow Support Rollers,tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-SM/35-FP,35mm Gripper Boss Support Rollers (1 Pair),tool,Gripper Boss,102.00,150.00,48.00,47.1
GB-ST/25-FP,25mm Gripper Boss Support Rollers (1 Pair),tool,Gripper Boss,102.00,150.00,48.00,47.1
HO-GB-01,Horizon Gripper Boss Support Rollers - 20mm I/D,tool,Gripper Boss,102.00,150.00,48.00,47.1
HO-GB-02/VP-66,Horizon VP-66 30mm Feed Roller,tool,Gripper Boss,102.00,126.67,24.67,24.2
HO-GB-03,Horizon BQ470 Support Rollers,tool,Gripper Boss,102.00,150.00,48.00,47.1
KB-GB-94,Kolbus Gripper Boss Support Rollers x4 pairs (Upper & Lower),tool,Gripper Boss,720.00,150.00,-570.00,-79.2
MB-GB-01,MB Support Rollers 20mm I/D 40mm O/D,tool,Gripper Boss,102.00,150.00,48.00,47.1
MU-GB-01,Muller Martini Gripper Boss Support Roller,tool,Gripper Boss,60.00,150.00,90.00,150.0
MU-GB-02,50mm O/D Muller Gripper Boss Support Rollers,tool,Gripper Boss,60.00,150.00,90.00,150.0
MU-GB-02-FE,50mm O/D Female Muller Gripper Boss Support Rollers,tool,Gripper Boss,38.40,56.67,18.27,47.6
MU-GB-03,51.4 O/D Muller Gripper Boss Supprt Rollers,tool,Gripper Boss,60.00,150.00,90.00,150.0
QC-GB-01,Gripper-Boss Support Rollers - 36mm I/D,tool,Gripper Boss,102.00,150.00,48.00,47.1
SH-GB/15-FP-GRIP,Gripper Boss Support Rollers to fit Morgana - Top Rollers On,tool,Gripper Boss,36.00,150.00,114.00,316.7
SH-GB/55-FP,Shoei 55mm Gripper Boss Support Rollers,tool,Gripper Boss,102.00,150.00,48.00,47.1
SH-GB/65-FP,Shoei 65mm Gripper Boss Support Rollers,tool,Gripper Boss,102.00,150.00,48.00,47.1
PD-36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,tool,Micro-Perforator,400.00,416.67,16.67,4.2
PD-DEL-BF-22-FP,"Standard Micro-Perforator to fit Baumfolder 22.24mm or 7/8""",tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-BF-28-FP,Standard Micro-Perforator to fit Baumfolder 28.58mm or 1 1/8,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-DM/30-FP,Standard Micro-Perforator to fit Dick Moll 29.62mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-GU/35-FP,Standard Micro-Perforator to fit GUK 35mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-HH/30-FP,Standard Micro-Perforator to fit Herzog and Heymann 30mm sha,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-HH/35-FP,Standard Micro-Perforator to fit Herzog and Heymann 35mm sha,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-HO/20-FP,Standard Micro-Perforator to fit Horizon 20mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-MB/20-FP,Standard Micro-Perforator to fit MB & GUK 20mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-MF/30-FP,Standard Micro-Perforator to fit MBO & Horizon 30mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-MF/40-FP,Standard Micro-Perforator to fit MBO 40mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-MO/15-FP-PACK,Standard Micro-Perforator to fit Morgana & Shoei 15mm shafts,tool,Micro-Perforator,744.00,908.40,164.40,22.1
PD-DEL-PET/40-FP,Standard Micro-Perforator to fit Petratto 40mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-QC/36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-RO/20-FP,Standard Micro-Perforator to fit Rollem 25.43mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-ROS-BA/25-FP,Standard Micro-Perforator to fit Rosback 25.43mm shafts,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-SM/35-FP,Standard Micro-Perforator to fit Stahl/Heidelberg & MBO 35mm,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-ST/25-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 25mm shaft,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-DEL-ST/50-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 50mm shaft,tool,Micro-Perforator,1028.40,908.40,-120.00,-11.7
PD-MU/BR-FP,Muller Micro-Perforator with Floating Blade Holder,tool,Micro-Perforator,908.40,908.40,0.00,0.0
PD-ST/MAILER-FP,Micro-Perforator-Heidelberg Mailer Stop Perf,tool,Micro-Perforator,908.40,908.40,0.00,0.0
MT-01/COMBO,36mm Multi Tool Combo Device,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-02/COMBO,35mm Multi Tool Cut Perf and Crease Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-02/COMBO-01,35mm Multi-Tool Cut Perf & Crease Combo (no lugs),tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-02/COMBO-01-B,"35mm Micro-Perf, Cut & Crease Multi-Tool Combo (no lugs)",tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-02/COMBO-FIX,35mm Micro-Perf/Cut & Fixed Crease Multi-Tool,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-02/COMBO-FIX-01,35mm Multi-Tool Cut Perf & Fixed Crease Combo (no lug),tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-02/COMBO-FIX-01-B,"35mm Micro-Perf,Cut & Fixed Crease Multi-Tool Combo (no lug)",tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-03/COMBO,25mm Micro-Perf/Cut & Crease Multi-Tool Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-03/COMBO-01,25mm Multi-Tool Perf Cut & Crease Combo (no lug),tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-03/COMBO-01-B,25mm Multi-Tool Perf Cut & Crease Combo (no Lugs) Poly Bands,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-04/COMBO,30mm Micro Perf/Cut & Crease Multi-Tool Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-04/COMBO-01,30mm Multi-Tool Perf Cut & Crease Combo (no lug),tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-BF/COMBO-28,"28mm Large Baum Multi-Tool Micro-Perf, Cut & Crease Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-BF/COMBO-28-01,"28mm Large Baum Multi-Tool Micro-Perf,Cut & Crease Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-GUK/COMBO,GUK 59.4mm O/D Micro-Perf/Cut & Crease Multi-Tool Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-GUK/COMBO-01,"GUK 59.4mm O/D Micro-Perf, Cut & Crease Multi-Tool Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-HO/COMBO,20mm Horizon Multi-Tool Micro Perf Cutting Crease,tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-SH/COMBO-65,"Shoei 65mm O/D Multi-Tool Micro-Perf, Cut & Crease Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),2230.80,2230.80,0.00,0.0
MT-01,Multi-Tool - 36mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-02,Multi-Tool - 35 mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-03,Multi-Tool - 25mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-04,Multi-Tool - 30mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-BF/28,Multi-Tool - 28mm Baum Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-GUK/35,Multi-Tool - GUK 35mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-HH/30,Multi Tool Complete H&H 30mm,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-HH/35,Multi-Tool - H&H 35mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-HO,Horizon Multi-Tool Complete,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-HO/65,Multi Tool Horizon 65mm Complete,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-MB,Multi-Tool - MB 20mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-SH/55,Multi-Tool - Shoei 55mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-SH/65,Multi-Tool - Shoei 65mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),1294.80,1294.80,0.00,0.0
MT-CR/25-CAS-01,Multi-Tool 25mm Creasing Cassette (no lugs),tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/30-CAS,Multi-Tool 30mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/30-CAS-01,Multi-Tool 30mm Creasing Cassette (no lugs),tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/35-CAS-01,Multi-Tool 35mm Creasing Cassette (no lugs),tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/35-CAS-FIX,Multi-Tool 35mm Creasing Cassette - Fixed Female Component,tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/36-CAS,Multi-Tool 36mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/BF-28-CAS,Multi-Tool Large Baum 28mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/GU-CAS,Multi-Tool GUK 59.4mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-CR/SH-65-CAS,Multi-Tool Shoei 65mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,942.00,942.00,0.00,0.0
MT-01/PERF-OPTION-1,Multi-Tool - 36mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-02/PERF-OPTION-1,Multi-Tool - 35mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-03/PERF-OPTION-1,Multi-Tool - 25mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-04/PERF-OPTION-1,Multi-Tool - 30mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-BF/28/PERF-OPTION-1,Multi-Tool - 28mm Baum Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-GUK/35/PERF-OPTION-1,Multi-Tool - GUK 35mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-HH/30/PERF-OPTION-1,Multi-Tool H&H 30mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-HH/35/PERF-OPTION-1,Multi-Tool - H&H 35mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-HO/PERF-OPTION-1,Horizon Multi Tool Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-MB/PERF-OPTION-1,Multi-Tool - MB 20mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
MT-SH/65/PERF-OPTION-1,Multi-Tool Shoei 35/65mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),934.80,934.80,0.00,0.0
KC-01-36,Kisscutter - 36mm,tool,Multi-Tool Option 2 (Cutting),372.00,636.67,264.67,71.1
MT-01/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Multigraf 36mm shafts,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-02/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg & MBO 35,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-03/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg 25mm sha,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-04/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MBO & Horizon 30mm shafts,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-BF/28/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Baumfolder 28.58mm or 1 1,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-GUK/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit GUK 35mm shafts,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-HH/30/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 30mm s,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-HH/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 35mm s,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-HH/40-CUTTING-OPTION2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 40mm s,tool,Multi-Tool Option 2 (Cutting),934.80,899.00,-35.80,-3.8
MT-HH/45/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 45mm s,tool,Multi-Tool Option 2 (Cutting),858.00,899.00,41.00,4.8
MT-HO/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Horizon 20mm shafts,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-MB/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MB & GUK 20mm shafts,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-MF/40CUTTING-OPT2,Multi-Tool Cutting Option 2 to fit MBO 40mm shafts,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-SH/55/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 5,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
MT-SH/65/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 6,tool,Multi-Tool Option 2 (Cutting),816.00,899.00,83.00,10.2
QC-ADJ-KB/94-FP-01,"Quad-Creaser Adjustable to fit Kolbus binder KM410C, KM412,",tool,Quad-Creaser,3270.00,3270.00,0.00,0.0
QC-DEL-GO/6-FP,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",tool,Quad-Creaser,2280.00,2280.00,0.00,0.0
QC-DEL-KB/114-FP-6,Kolbus 114mm,tool,Quad-Creaser,2725.00,3766.67,1041.67,38.2
QC-DEL-KB/26-6C-FP-01,"Quad-Creaser (Lay Flat) to fit Kolbus binder KM470, KM490 &",tool,Quad-Creaser,2516.40,2516.40,0.00,0.0
QC-DEL-KB/26-FP-5-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",tool,Quad-Creaser,2516.40,2516.40,0.00,0.0
