Product Code,Description,Type,Category,,Old Sales Price,New Sales Price,Difference,Percentage Difference, ,  ,Old Distributor Price,New Distributor Price,Difference ,Percentage Difference 
MOULD-36,Spine-Creaser Black Creasing Matrix,consumable,Rubber Creasing Band (Matrix),,39,50.22,11.22,28.8,,,30.13,30.13,0,0
MOULD-02A,Light Morgana Creasing Matrix,consumable,Rubber Creasing Band (Matrix),,48,50.75,2.75,5.7,,,30.45,30.45,0,0
MOULD-01A,Heavy Morgana Creasing Matrix,consumable,Rubber Creasing Band (Matrix),,48,50.75,2.75,5.7,,,30.45,30.45,0,0
MU-GB-02-FE,50mm O/D Female Muller Gripper Boss Support Rollers,consumable,Rubber Creasing Band,,38.4,56.67,18.27,47.6,,,34,34,0,0
SP-MT/SH-55-0.8,Shoei 55mm Multi-Tool Spacer 0.8mm Thick,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/35-6,Multi-Tool Spacer - 6mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/35-5,Multi-Tool Spacer - 5mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/35-4,Multi-Tool Spacer - 4mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/35-3,Multi-Tool Spacer - 3mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/35-2,Multi-Tool Spacer - 2mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/35-1,Multi-Tool Spacer - 1mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/30-6,Multi-Tool Spacer - 6mm Width - MBO 30mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/30-5,Multi-Tool Spacer - 5mm Width - MBO 30mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/30-4,Multi-Tool Spacer - 4mm Width - MBO 30mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/30-3,Multi-Tool Spacer - 3mm Width - MBO 30mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/30-2,Multi-Tool Spacer - 2mm Width - MBO 30mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/30-1,Multi-Tool Spacer - 1mm Width - MBO 30mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/25-6,Multi-Tool Spacer - 6mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/25-5,Multi-Tool Spacer - 5mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/25-4,Multi-Tool Spacer - 4mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/25-3,Multi-Tool Spacer - 3mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/25-2,Multi-Tool Spacer - 2mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SP-MT/25-1,Multi-Tool Spacer - 1mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,,19.16,32.62,13.46,70.3,,,19.57,19.57,0,0
SHC-RO,Spine-Hinge Creaser - Rollem - Discontinued,tool,Spine and Hinge Creaser,,1200,1276.67,76.67,6.4,,,766,766,0,0
SC-HO-02,Spine-Creaser to fit Hohner HSB 10000-S stitching machine co,tool,Spine-Creaser,,1556.4,1591.67,35.27,2.3,,,955,955,0,0
SC-HO-01,Spine-Creaser to fit Hohner HSB 8000 stitching machine cover,tool,Spine-Creaser,,1440,1591.67,151.67,10.5,,,955,955,0,0
SC-HD-02,Spine-Creaser to fit Heidelberg ST-300 stitching machine cov,tool,Spine-Creaser,,1556.4,1591.67,35.27,2.3,,,955,955,0,0
TRI-WEB-03,100mm O/D Web Creaser,tool,Web-Tool,,1316.4,1696.67,380.27,28.9,,,1018,1018,0,0
TRI-WEB-02,Web Tri-Creaser - Double Floating Unit,tool,Web-Tool,,1316.4,1696.67,380.27,28.9,,,1018,1018,0,0
TRI-WEB-01,Web Tri-Creaser - Single Bearing Unit,tool,Web-Tool,,1316.4,1696.67,380.27,28.9,,,1018,1018,0,0
TRI-WEB-04,Muller Web Press Tri-Creaser,tool,Web-Tool,,1436.4,2106.67,670.27,46.7,,,1264,1264,0,0
TRI-WEB-05,Web Spine & Hinge Fixed at 6mm,tool,Web-Tool,,2996.4,3416.67,420.27,14,,,2050,2050,0,0
MB-SPRING,Pressure Strengthening Spring & Washer Set,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
8TORX-TOOL,T8 Torx Flag Keys,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
5MM-LO/HEX-WRE,5mm L-Wrench Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
5MM-L-WRE-BALL,5mm Hexagon Ball Driver L-Wrench,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
5MM-HEX-TOOL,5mm Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
4MM-HEX-TOOL,4mm Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
4MM-ALL-TOOL,4mm Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
3MM-L-WRE,3mm L-Wrench Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
3MM-HEX-TOOL,3mm Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
2MM-HEX-TOOL,2mm Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
2.5MM-ALL-TOOL,2.5mm Allen Key,consumable,,,7.5,11.42,3.92,52.3,,,6.85,6.85,0,0
LUGFILLER,Acetal Lug Filler,consumable,,,7.5,12.73,5.23,69.7,,,7.64,7.64,0,0
SCRIBER,Extraction Tool,consumable,,,7.75,13.38,5.63,72.6,,,8.03,8.03,0,0
Z-TAPE-ADH/8X50,8mm x 50m Self-Adhesive Tape for Creasing Matrix,consumable,,,12,13.53,1.53,12.7,,,8.12,8.12,0,0
Z-TAPE-ADH/4X50,4mm x 50m Self-Adhesive Tape for Creasing Matrix,consumable,,,12,13.53,1.53,12.7,,,8.12,8.12,0,0
MU-RED-TA,Red Self-Adhesive Tape for Creasing Matrix,consumable,,,8,13.53,5.53,69.1,,,8.12,8.12,0,0
MU-DRUM-TAPE,Muller Drum Tape,consumable,,,18,22.83,4.83,26.8,,,13.7,13.7,0,0
CC-MU-GC,Muller Spine-Creaser Groove Cutting Unit,consumable,,,10,22.83,12.83,128.3,,,13.7,13.7,0,0
C-SPAN68.75,C-Spanner for DCM/MCM Machines,consumable,,,26.7,34.25,7.55,28.3,,,20.55,20.55,0,0
SC-HO-02/CLIP,Clip for SC-HO-02,consumable,,,20.5,34.77,14.27,69.6,,,20.86,20.86,0,0
SC-HD-04/CLIP,"Clips, Screw & Washer Set for SC-HD-04 Horseshoe Component",consumable,,,20.5,34.77,14.27,69.6,,,20.86,20.86,0,0
CSM-FTROLLER,CSM - Roller to Fit CSM Feeder Tower Unit,consumable,,,45.5,50,4.5,9.9,,,30,30,0,0
COLLAR-FF-SMY,Collar for Fast Fit Smyth,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-SH/55,Locking Collar for Shoei 55mm Fast Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-RS,Locking Collar for Fast Fit Roto Score,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-ROS,Locking collar for Rosback Fast Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-RO,Locking Collar for Rollem Fast Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-HO/50,Locking Collar for Horizon,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-HH/35,Locking Collar for H&H 35mm,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-GUK/35,Locking Collar for GUK Fast Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-DM,Locking Collar for Fast Fit Dick Moll,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-35,Locking collar for 35mm Fast Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-30,Locking collar for 30mm Fast Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-FF-25,Locking Collar for 25mm Fast Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-ROS,Locking Collar for Rosback Easy Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-GUK-35,Locking Collar for GUK Easy Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-BF/28,Locking Collar for Easy Fit Baum 28,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-35-SP,Spacer Collar for 35mm Easy Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-35,Locking Collar for 35mm Easy Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-30-SP,Spacer Collar for 30mm Easy Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-25-SP,Spacer Collar for 25mm Easy Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
COLLAR-EF-25,Locking Collar for 25mm Easy Fit,consumable,,,66,76.67,10.67,16.2,,,46,46,0,0
HO-GB-02/VP-66,Horizon VP-66 30mm Feed Roller,consumable,,,102,126.67,24.67,24.2,,,76,76,0,0
MT-FL-BH-MB/20,20mm Multi-Tool Floating Blade Holder Component,consumable,,,63,134.67,71.67,113.8,,,80.8,80.8,0,0
MT-FL-BH-02/35,35mm Multi-Tool Floating Blade Holder Component,consumable,,,63,134.67,71.67,113.8,,,80.8,80.8,0,0
SC-17,17mm Stud for Spine-Creaser,consumable,,,101,185,84,83.2,,,111,111,0,0
SC-10,10mm Stud for Spine-Creaser SC-HD-01,consumable,,,101,185,84,83.2,,,111,111,0,0
GB-WO/98,Wohlenberg Gripper Boss Support Top Roller x4,consumable,,,204,236.67,32.67,16,,,142,142,0,0
PD-NSH/MO,Morgana Nylon Sleeve Holder,consumable,,,201.6,263.33,61.73,30.6,,,158,158,0,0
PD-36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,consumable,,,400,416.67,16.67,4.2,,,250,250,0,0
MT-NSH-HH/30,Obsolete - Multi-Tool Nylon Sleeve Hold,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH/GUK,GUK 35mm 2 Set Multi-Tool Black and Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH/40,40mm 2 Set Multi-Tool Black & Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH/36,36mm 2 set Multi-Tool Black & Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH/35,35mm 2 set Multi-Tool Black & Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH/30,30mm 2 Set Multi Tool Black and Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH/25,25mm 2 Set Multi Tool Black and Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH-SH/65,Shoei 65mm O/D - Multi-Tool Black & Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH-SH/55,Shoei 55mm O/D - Multi-Tool Black & Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH-HO/20,20mm Horizon Multi-Tool Nylon Sleeve Holders,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH-HH/35,35mm H&H Multi Tool Black & Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH-HH/30,30mm H&H Multi Tool Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
CP-AP-NSH-BF/28,Large Baum 2 set Multi-Tool Black & Blue Nylon Sleeve Holder,consumable,,,336,421.67,85.67,25.5,,,253,253,0,0
MT-BH-SH/65,Multi-Tool Blade Holder - 65mm O/D - Shoei,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-HO/20,Multi-Tool Blade Holder - 20mm - Horizon,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-HH/35,Multi-Tool Blade Holder - 35mm - H&H,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-HH/30,Multi-Tool Blade Holder - 30mm - H&H,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-BF/28,Large Baum Multi Tool Blade Holder - 28mm,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-04/30,Multi-Tool Blade Holder - 30mm,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-03/25,Multi-Tool Blade Holder - 25mm,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-02/35,Multi-Tool Blade Holder - 35mm,consumable,,,408,485,77,18.9,,,291,291,0,0
MT-BH-01/36,Multi-Tool Blade Holder - 36mm,consumable,,,408,485,77,18.9,,,291,291,0,0
FEMALE-HO/65,Female Component  Easy-Fit Horizon 30mm 65mm O/D,consumable,,,236,546.67,310.67,131.6,,,328,328,0,0
KC-01-36,Kisscutter - 36mm,consumable,,,372,636.67,264.67,71.1,,,382,382,0,0
TC-DIG-RO/20-FP,DISCONTINUED Rollem De-lux Tri-Creaser,consumable,,,656.4,696.67,40.27,6.1,,,418,418,0,0
DC-STA-MB/20-FP,Standard Digi-Creaser for Cas 38/52,consumable,,,626.4,696.67,70.27,11.2,,,418,418,0,0
SC-HORSESHOE,Horseshoe Male Holder for SC-HD-04,consumable,,,850,1028.33,178.33,21,,,617,617,0,0
DEMO-02,New hand Demo Unit,consumable,,,980,1816.67,836.67,85.4,,,1090,1090,0,0
SHOEI-55/01,Shoei 35/55mm Starter Package,consumable,,,1440,2116.67,676.67,47,,,1270,1270,0,0
HORIZON-50/01,Horizon 20/50mm Starter Package,consumable,,,1440,2116.67,676.67,47,,,1270,1270,0,0
SHOEI-65/02,Shoei Starter Package 45/65 with blue gripper bands,consumable,,,1449.6,2316.67,867.07,59.8,,,1390,1390,0,0
SHOEI-65/01,Shoei 35/65mm Starter Package,consumable,,,1440,2416.67,976.67,67.8,,,1450,1450,0,0
AGOR-3,Agor TurboCreaser Starter Pack Option 3 35mm. DISCONTINUED,consumable,,,1764,2466.67,702.67,39.8,,,1480,1480,0,0
AGOR-2,Agor Turbo-Creaser Starter Pack Option 2. DISCONTINUED,consumable,,,1323.6,2466.67,1143.07,86.4,,,1480,1480,0,0
AGOR-1,Agor Turbo-Creaser Starter Pack Option1 DISCONTINUED,consumable,,,1764,2466.67,702.67,39.8,,,1480,1480,0,0
HORIZON-VP-66/02,Horizon VP-66 Starter Package (4x Male 4x Female Components),consumable,,,2280,3016.67,736.67,32.3,,,1810,1810,0,0
503700400,M8 x 8mm Brass Tipped Grubscrew,consumable,,,3.5,5,1.5,42.9,,,3.5,3,-0.5,-14.3
MPB-52/WEB,Micro-Perf Blades for Web Perforator 52TPI,consumable,Micro-Perforation Blade,,174,99,-75,-43.1,,,135,59.4,-75.6,-56
MPB-40/WEB,Micro-Perf Blades for Web Perforator 40TPI,consumable,Micro-Perforation Blade,,174,99,-75,-43.1,,,135,59.4,-75.6,-56
MPB-25/WEB,Micro-Perf Blades for Web Perforator 25TPI,consumable,Micro-Perforation Blade,,174,99,-75,-43.1,,,135,59.4,-75.6,-56
MPB-17/WEB,Micro-Perf Blade for Web Perforator 17TPI,consumable,Micro-Perforation Blade,,174,99,-75,-43.1,,,135,59.4,-75.6,-56
KB-GB-94,Kolbus Gripper Boss Support Rollers x4 pairs (Upper & Lower),tool,Gripper Boss,,720,126.67,-593.33,-82.4,,,518,76,-442,-85.3
CSM/BELT-30X2-6,CSM - Rubber Belt 30x2-650 A/F and Q/F,consumable,Belt,,158.12,158.12,0,0,,,,94.87,,
CP-HO/BQ500,CP Applicator to fit Horizon BQ500,tool,CP Applicator,,1200,1436.4,236.4,19.7,,,,861.84,,
CSM/25-CB-ST,25mm Cutting Boss Streamlined 11.50mm version. T style Anvil,consumable,Cutting Boss,,76,141.67,65.67,86.4,,,,85,,
CSM/25-CB-BCC,Cutting Boss 25mm for Business Card Cutting,consumable,Cutting Boss,,,141.67,,,,,,85,,
CB-HO-02,Cutting Boss Horizon - US CD Perf & Slitting,consumable,Cutting Boss,,108,141.67,33.67,31.2,,,,85,,
CB-HH-25,Cutting Boss H&H 25m I/D,consumable,Cutting Boss,,108,141.67,33.67,31.2,,,,85,,
CK-HH/25-03,Cutting Knife 42mm O/D,consumable,Cutting Knife,,42,99,57,135.7,,,,59.4,,
TC-STA-GW/FP,Whizard Standard Tri-Creaser,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-ROT-CR-30/FP,OBSELETE - Roto-Crease De-lux Tri-Creaser - 29.58mm I/D,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-RO-CA/25-FP,Rollem Canadian-Fold Tri-Creaser,tool,Deluxe Tri-Creaser,,900,878.4,-21.6,-2.4,,,,527.04,,
TC-DEL-MF/30-FP,OBSELETE  -  Tri-Creaser 30mm MBO,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-HO/25-FP,Horizon De-lux Tri-Creaser - 25mm I/D (Binder Crease),tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-HO/20-FP-USA,20mm Horizon De-lux Tri-Creaser - USA,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-HO/20-FP,Horizon De-lux Tri-Creaser - 20mm I/D,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-HH/35-FP,OBSELETE,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-GU/35-FP-2,OBSELETE,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-DM/30-FP,DISCONTINUED - Dick Moll De-lux Tri-Creaser - 30mm I/D,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-BR/35-FP,DISCONTINUED - Bremmer De-lux Tri-Creaser - 40mm I/D,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-BF/28-FP,OBSELETE  -  Large Baum De-lux Tri-Creaser - 28mm I/D,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-BF/22-FIXED,Small Baum De-lux Tri-Creaser - 22mm - FIXED,tool,Deluxe Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
TC-DEL-CA/FO-FP-USA,Card Folding Tri-Creaser - USA,tool,Deluxe Tri-Creaser,,1071.6,1071.6,0,0,,,,642.96,,
EF-PIV/32-FIX,Easy Fit to fit Pivano GT 32mm Exit Shaft,tool,Easy-Fit Tri-Creaser,,434.5,434.5,0,0,,,,260.7,,
EF-ST/25-3CREASE,3 Crease 25mm Special,tool,Easy-Fit Tri-Creaser,,750,750,0,0,,,,450,,
TC-DEL-MA/32-FP,Mark Andy De-lux Tri-Creaser,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-ST/25-FP-USA,Easy-Fit Tri-Creaser - 25mm - USA,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-ST/20-FP-01,Easy Fit 20mm for Japan containing 1 male component,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-SM/36-FIX,OBSELETE,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-SM/35-FP-USA,35mm Easy-Fit Tri-Creaser (Floating) - USA,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-SM/35-5CREASE,Easy-FIt 5 Creases at 5mm apart,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-SM/35-3CREASE,Easy Fit 3 Creases at 20mm apart,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-ROS/25-FP-01,Easy Fit Tri-Creaser with Large Female - 66.52mm O/D,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-HO/50-FP-USA,OBSELETE,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-HO-ADJ/6C-FP,Horizon Japanese Double Easy-Fit - 6 Creaser Set,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-HH/69.5-FP,OBSELETE,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-FI/40-FP,Tri Creaser Easy Fit to fit Fidia 40mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
EF-FI/40-FIX,Tri Creaser Fixed Easy Fit to fit Fidia 40mm Shaft,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,,658.02,,
FF-DU/DSF-FP-03,Fast Fit Creasing Device To Fit Duplo DC-618,tool,Fast-Fit Tri-Creaser,,550,550,0,0,,,,330,,
FF-DU/DSF-FP-02,Fast Fit Creasing Device to Fit Duplo DC-745,tool,Fast-Fit Tri-Creaser,,550,550,0,0,,,,330,,
FF-DU/DSF-FP-01,Fast Fit Duplo DC-616,tool,Fast-Fit Tri-Creaser,,550,550,0,0,,,,330,,
CSM/25-FF-DSF,Tri Creaser Fast Fit Creasing Device (double score female),tool,Fast-Fit Tri-Creaser,,550,550,0,0,,,,330,,
FF-STA-MF/30-FIX,30mm Standard Fast-Fit Tri-Creaser. DISCONTINUED,tool,Fast-Fit Tri-Creaser,,878.4,878.4,0,0,,,,527.04,,
FF-SM/35-LG-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,,598.2,,
FF-MF/40-DSF,Tri Creaser Fast Fit 40mm Advance Female Pack Only,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,,598.2,,
CSJ-PRO/30-FF,Tri-Creaser Fast Fit Creasing Device for Pro,tool,Fast-Fit Tri-Creaser,,1097,1097,0,0,,,,658.2,,
FF-BF/22-ECO,Fast Fit Baum 22.24 Exit Shaft. DISCONTINUED,tool,Fast-Fit Tri-Creaser,,1196.4,1196.4,0,0,,,,717.84,,
FF-ST/25-FP-B,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-ST/25-FIX-B,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-SM/35-FP-B,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-SM/35-FP-02-OB,Fast Fit 35mm T/C with Orange/Blue Female Channels Only,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-SM/35-FP-01-EXH,Tri-Creaser Fast Fit 35mm Extra Heavy Version (no lugs),tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-SM/35-FIX-B,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-SM/35-FIX-01-B-V,Fast Fit 35mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
"FF-SH/65-FP/1.5""",OBSELETE 65mm Shoei Fast Fit Tri-Creaser 1.5 inch I/D,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-ROS/25-FP,DISCONTUNED  -  Rosback Fast-Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-RO/25-FP,DISCONTINUED  -  Rollem Fast-Fit Tri-Creaser with lugs,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-MU/WEB-FP,Muller Web Press Fast-Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-MF/40-FIX,DISCONTINUED - Fast Fit MBO 40mm with fixed female,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-MF/30-FP-B,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-MF/30-FP,Fast Fit 30mm Tri-Creaser with lugs - DISCONTINUED,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-MF/30-FIX-6B,MBO 30mm Fast Fit with fixed female 6 settings - DISCONTINUE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-HH/35-FP,DISCONTINUED - H&H 35mm Fast-Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-HH/30-FIX-3FEM-01,Fast Fit H&H 30mm with3 Fix Single Setting Females,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-HH/30-FIX,DISCONTINUE H&H 30mm Fast-Fit Tri-Creaser Fixed Female,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-GU/35-FP-X,Discontinued  Wrong Size GUK 35mm Fast Fit,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-GU/35-FP,DISCONTINUED GUK Fast Fit 35mm,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-BF/28-FP,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-36-FP-SV,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-36-FP-01,36mm Fast Fit Tri Creaser with bearings. No lugs,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-35-FIX,OBSELETE,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,,789.84,,
FF-MF/40-FP-DSF-01-B,Tri-Creaser Fast Fit MBO 40mm Advance System,tool,Fast-Fit Tri-Creaser,,1747,1747,0,0,,,,1048.2,,
