Product Code,Description,Type,Category,,Old Sales Price,New Sales Price,Difference,Percentage Difference, ,  ,Old Distributor Price,New Distributor Price,Difference ,Percentage Difference 
0.5MM/SHIM-SPACER,Shim Washer 0.5mm,consumable,,,1.62,5,3.38,208.6,,,1.64,3,1.36,82.9
0.1MM/SHIM-SPACER,Shim Washer 0.1mm (DIN 988 A2 ST/ST),consumable,,,1.62,5,3.38,208.6,,,1.64,3,1.36,82.9
MOULD-85,Quad-Creaser Black Split Gripper Crease,consumable,Rubber Creasing Band,,36,36,0,0,,,12.54,21.6,9.06,72.2
QC-DEL-MPB/30-FP-5-B,Muller Easy-Binder Pink-Split Creaser - 5mm Hinge,tool,Quad-Creaser,,2156.4,2156.4,0,0,,,766,1293.84,527.84,68.9
QC-DEL-MPB/30-FP-5,"Quad-Creaser to fit Muller Martini Corona, Bolero, Acoro, No",tool,Quad-Creaser,,2156.4,2156.4,0,0,,,766,1293.84,527.84,68.9
MOULD-32,Blade Seal,consumable,Blade Seal,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-10A,25/30mm Thin Gripper Band/Blade Seal - 40mm O/D - Light Bake,consumable,Blade Seal,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-80,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-76,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-59,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-55,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-51,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-47,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-175,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-15,Black Gripper Band,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
MOULD-10,Black Gripper Band / Blade Seal,consumable,Gripper Band,,19,21,2,10.5,,,7.58,12.6,5.02,66.2
EF-SM/35-FP-DSF-01-B,Tri Creaser Easy Fit 35mm Advance System,tool,Easy-Fit Tri-Creaser,,1647,1647,0,0,,,606,988.2,382.2,63.1
EF-MF/30-FP-DSF-01-B,Tri Creaser Easy Fit 30mm Advance System,tool,Easy-Fit Tri-Creaser,,1647,1647,0,0,,,606,988.2,382.2,63.1
EF-ST/25-FP-DSF-01-B,Tri Creaser Easy Fit 25mm Advance System,tool,Easy-Fit Tri-Creaser Advance,,1647,1647,0,0,,,606,988.2,382.2,63.1
CK-BF/28-02,Kiss-Cutting Knife,consumable,Cutting Knife,,42,99,57,135.7,,,36.45,59.4,22.95,63
SC-MU/ADJ-FP-01,"Quad-Creaser Adjustable to fit Muller Martini Corona, Bolero",tool,Quad-Creaser,,2636.4,2636.4,0,0,,,986,1581.84,595.84,60.4
MOULD-96,Kolbus Lugged Split Gripper Crease (26mm) - Obselete,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-86X-Y,Tri-Creaser Fast Fit Yellow/Black Split Gripper Crease,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-86X,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-72,Kolbus Black Split Gripper Crease 94mm O/D (no lug),consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-70,Kolbus 114mm Black Split Gripper Crease Insert,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-174,Quad-Creaser Black Split Creasing Rib,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-144X,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-143X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-130,Quad-Creaser Yellow Split Creasing Rib,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-129,Quad-Creaser Blue Split Creasing Rib,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-128,Quad-Creaser Orange Split Creasing Rib,consumable,Rubber Creasing Band,,19,26,7,36.8,,,9.85,15.6,5.75,58.4
MOULD-102,Yellow Fast Fit MB 20mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,22,26,4,18.2,,,9.85,15.6,5.75,58.4
MOULD-72XH&H,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-66,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-65,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-64,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-164C,Black Creaser Fast Fit HH/46-FIX,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-164-DM,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-164,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-163,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-162,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-161,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-160,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-159,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-158BLK,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-158,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-157,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-156,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-155,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-145,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-144,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-143,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-142X,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-142,Orange Fast-Fit Rosback Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-141X,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-141,Blue Fast-Fit Rosback Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-140X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-140,Yellow Fast-Fit Rosback Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-139SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-139,Blue Fast Fit Small Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-138SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-138,Orange  Fast Fit Small Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-137SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-137,Yellow  Fast Fit Small Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-136SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-136,Orange Fast-Fit Large Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-135SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-135,Blue Fast-Fit Large Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-134SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-134,Yellow Fast-Fit Large Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-127X,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-127SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-127PI,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-127,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-126X,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-126SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-126PI,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-126,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-125X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-125SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-125PI,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-125,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-124-SX,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-124,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-123-SX,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-123,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-122-SX,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-122,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-121SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-120SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-119SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-118SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-118,Orange Fast Fit MB 20mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-117SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-117,Blue Fast Fit MB 20mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-116,Orange Fast Fit Rollem Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-115X,Quad-Creaser Blue Split Creasing Rib,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-115,Blue Fast-Fit Rollem Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-114SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-114,Orange Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-113SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-113,Blue Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-112,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-111,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-110,Blue Fast-Fit 30mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-109,Orange Fast-Fit 30mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-108,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-107,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-106,Yellow Fast-Fit 30mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-105BK,Extra Heavy Black Fast Fit Horizon 20mm Split Creaser,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-105,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-104SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-104,Yellow Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-103X,Quad-Creaser Yellow Split Creasing Rib,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-103,Yellow Fast Fit Rollem Split Lugged Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-102SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-101,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,,23,26,3,13,,,9.85,15.6,5.75,58.4
MOULD-152B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Softer Rubber Creasing Band,,23,26,3,13,,,9.87,15.6,5.73,58.1
MOULD-147B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Softer Rubber Creasing Band,,23,26,3,13,,,9.87,15.6,5.73,58.1
MOULD-146B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Softer Rubber Creasing Band,,23,26,3,13,,,9.87,15.6,5.73,58.1
MOULD-90B,Blue EnduraCrease Split Creasing Rib,consumable,Softer Rubber Creasing Band,,23,26,3,13,,,9.87,15.6,5.73,58.1
MOULD-89B,Yellow EnduraCrease Split Creasing Rib,consumable,Softer Rubber Creasing Band,,23,26,3,13,,,9.87,15.6,5.73,58.1
MOULD-182,Spine-Creaser Black Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.9,15.6,5.7,57.6
MOULD-181,Spine-Creaser Yellow Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.9,15.6,5.7,57.6
MOULD-180,Spine-Creaser Blue Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.9,15.6,5.7,57.6
MOULD-179,Spine-Creaser Orange Split Gripper Crease,consumable,Rubber Creasing Band,,23,26,3,13,,,9.9,15.6,5.7,57.6
MPB-52/50MM,52 tpi Micro-Perforation Blade,consumable,Micro-Perforation Blade,,73,99,26,35.6,,,39,59.4,20.4,52.3
MPB-25/50MM,25 tpi Micro-Perforation Blade,consumable,Micro-Perforation Blade,,73,99,26,35.6,,,39,59.4,20.4,52.3
MPB-17/50MM,17 tpi Micro-Perforation Blade,consumable,Micro-Perforation Blade,,73,99,26,35.6,,,39,59.4,20.4,52.3
MU-GB-03,51.4 O/D Muller Gripper Boss Supprt Rollers,tool,Gripper Boss,,60,126.67,66.67,111.1,,,50,76,26,52
MU-GB-02,50mm O/D Muller Gripper Boss Support Rollers,tool,Gripper Boss,,60,126.67,66.67,111.1,,,50,76,26,52
MU-GB-01,Muller Martini Gripper Boss Support Roller,tool,Gripper Boss,,60,126.67,66.67,111.1,,,50,76,26,52
CC-MU-01-A,Spine-Creaser to fit M�ller Martini 1294 stitching machine c,tool,Spine-Creaser,,1616.4,1616.4,0,0,,,640,969.84,329.84,51.5
MOULD-83,Blue Edge-Trimming Gripper Band H&H - 30mm,consumable,Gripper Band,,19,21,2,10.5,,,8.5,12.6,4.1,48.2
MOULD-63,Blue Edge-Trimming Gripper Band - 20mm,consumable,Gripper Band,,19,21,2,10.5,,,8.5,12.6,4.1,48.2
MOULD-62,Blue Edge-Trimming Gripper Band - 30mm,consumable,Gripper Band,,19,21,2,10.5,,,8.5,12.6,4.1,48.2
MOULD-61,Blue Edge-Trimming Gripper Band - 25mm,consumable,Gripper Band,,19,21,2,10.5,,,8.5,12.6,4.1,48.2
MOULD-40,Blue Edge-Trimming Gripper Band - 35mm,consumable,Gripper Band,,19,21,2,10.5,,,8.5,12.6,4.1,48.2
MOULD-149,Blue Edge-Trimming Gripper Band Shoei - 55mm,consumable,Gripper Band,,19,21,2,10.5,,,8.5,12.6,4.1,48.2
MOULD-148,Blue Edge-Trimming Gripper Band Shoei - 65mm,consumable,Gripper Band,,19,21,2,10.5,,,8.5,12.6,4.1,48.2
M3X5.8-TORX-SCREW,Perforation Fixing Screws for Morgana,consumable,,,2.5,5,2.5,100,,,2.03,3,0.97,47.8
M4X6MMBESPOKESCREW,M4 X 6MM Bespoke Screw for Horizon Quad Creaser,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
CC-MU-01-BOLT,Fixing bolt for CC-MU-01,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
8MMX6-SCREWS,M8 x 6mm Brass Tipped Grubscrew,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
6X25SCREWS,M6 x 25mm Slotted Headless Screw,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
6MMX8-SCREWS,M6 x 8mm Brass Tipped Grubscrew,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
6MMX6.5SCREWS,M6 x 6.5mm Brass Tipped Grubscrew,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
6MMX36-SCREWS,6mm x 36mm Hexagon Screw,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
6MM-SCREWS,M6 x 5mm Brass Tipped Grubscrew,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
5MMX6-DOM-SCREWS,M5 x 6mm Socket Dome Screw - Dave has them,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
5MMX35-SCREWS,5mm x 30mm Screws,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
5MMX10-SCREWS,M5 x 10mm long stainless steel screws,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
50MM-BOLT,50mm Long Fixing Bolt,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
4MMX4,M4 x 4mm Grubscrew,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
10MMX18-SCREWS,M10 X 18mm Brass tipped Grub Screws,consumable,,,3.5,5,1.5,42.9,,,2.03,3,0.97,47.8
10MMX14-SCREWS,M10 x 14mm Brass Tipped Grubscrew,consumable,,,5.19,5,-0.19,-3.7,,,2.03,3,0.97,47.8
CK-HH/25-01,Cutting Knife 40m O/D,consumable,Cutting Knife,,42,99,57,135.7,,,42,59.4,17.4,41.4
PD-ST/MAILER-FP,Micro-Perforator-Heidelberg Mailer Stop Perf,tool,Micro-Perforator,,908.4,908.4,0,0,,,388,545.04,157.04,40.5
EF-SM/35-DSF,Tri Creaser Easy Fit 35mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
EF-RO/25-DSF,Easy Fit Rollem DSF,tool,Easy-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
EF-MF/30-DSF,Tri Creaser Easy Fit 30mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
EF-ST/25-DSF,Tri Creaser Easy Fit 25mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser Advance Female Only,,997,997,0,0,,,426,598.2,172.2,40.4
FF-ST/25-DSF,Tri Creaser Fast Fit 25mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
FF-SM/35-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
FF-RO/25-DSF,Tri Creaser Fast Fit  Rollem Advance Female Pack Only,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
FF-MF/30-DSF,Tri Creaser Fast Fit 30mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
FF-HO/20-DSF,Tri Creaser Fast Fit  Horizon 20mm Advance Female Pack Only,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
FF-HH/35-DSF,Tri Creaser Fast Fit H&H 35mm Advance Female Pack Only,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
FF-GU/35-DSF,Tri Creaser Fast Fit GUK 35m Advance Female Only Pack,tool,Fast-Fit Tri-Creaser,,997,997,0,0,,,426,598.2,172.2,40.4
EF-HO/20-DSF,Easy Fit Horizon 20mm DSF,consumable,,,997,997,0,0,,,426,598.2,172.2,40.4
QC-DEL-KB/26-FP-6-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",tool,Quad-Creaser,,2516.4,2516.4,0,0,,,1081,1509.84,428.84,39.7
QC-DEL-KB/26-FP-5-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",tool,Quad-Creaser,,2516.4,2516.4,0,0,,,1081,1509.84,428.84,39.7
MT-CR/SH-65-CAS,Multi-Tool Shoei 65mm Creasing Cassette,tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/GU-CAS-01,Multi-Tool GUK 59.4mm Creasing Cassette (no lug),tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/GU-CAS,Multi-Tool GUK 59.4mm Creasing Cassette,tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/BF-28-CAS,Multi-Tool Large Baum 28mm Creasing Cassette,tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/36-CAS,Multi-Tool 36mm Creasing Cassette,tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/35-CAS-FIX,Multi-Tool 35mm Creasing Cassette - Fixed Female Component,tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/35-CAS-01,Multi-Tool 35mm Creasing Cassette (no lugs),tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/30-CAS-01,Multi-Tool 30mm Creasing Cassette (no lugs),tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/30-CAS,Multi-Tool 30mm Creasing Cassette,tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
MT-CR/25-CAS-01,Multi-Tool 25mm Creasing Cassette (no lugs),tool,Multi-Tool,,942,942,0,0,,,406,565.2,159.2,39.2
