Product Code,Description,Type,Category,Gina Old Distributor Price (£),New Distributor Price (£),Price Change (£),Price Change (%)
MOULD-120SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-121SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-122,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-122-SX,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-123,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-123-SX,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-124,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-124-SX,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-125,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-125PI,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-125X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-126,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-126PI,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-126X,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-127,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-127PI,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-127X,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-128,Quad-Creaser Orange Split Creasing Rib,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-129,Quad-Creaser Blue Split Creasing Rib,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-130,Quad-Creaser Yellow Split Creasing Rib,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-131,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-132,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-133,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-134,Yellow Fast-Fit Large Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-134SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-135,Blue Fast-Fit Large Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-135SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-136,Orange Fast-Fit Large Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-136SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-137,Yellow  Fast Fit Small Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-137B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band,11.23,15.60,4.37,38.9
MOULD-137SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-138,Orange  Fast Fit Small Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-138B-X,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band,11.23,15.60,4.37,38.9
MOULD-138SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-139,Blue Fast Fit Small Baum Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-139SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-140,Yellow Fast-Fit Rosback Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-140X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-141,Blue Fast-Fit Rosback Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-141X,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-142,Orange Fast-Fit Rosback Split Lugged Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-142X,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-143,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-143X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-144,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-144B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,11.23,15.60,4.37,38.9
MOULD-144X,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-145,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-146,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,8.47,15.60,7.13,84.2
MOULD-147,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,8.47,15.60,7.13,84.2
MOULD-150,Muller Trend Binder Split Lugged Gripper Crease,consumable,Rubber Creasing Band,12.54,15.60,3.06,24.4
MOULD-151,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,8.47,15.60,7.13,84.2
MOULD-152,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,8.47,15.60,7.13,84.2
MOULD-155,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-156,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-157,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-158,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-158BLK,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-159,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-16,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-160,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-161,Tri-Creaser Fast Fit Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-162,Tri-Creaser Fast Fit Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-163,Tri-Creaser Fast Fit Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-164,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-164-DM,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-167,Quad-Creaser Blue Split Creasing Rib,consumable,Rubber Creasing Band,12.54,15.60,3.06,24.4
MOULD-167X,Quad-Creaser Blue Split Creasing Rib,consumable,Rubber Creasing Band,12.54,15.60,3.06,24.4
MOULD-169,Quad-Creaser Orange Split Creasing Rib,consumable,Rubber Creasing Band,12.54,15.60,3.06,24.4
MOULD-169X,Quad-Creaser Orange Split Creasing Rib,consumable,Rubber Creasing Band,12.54,15.60,3.06,24.4
MOULD-17,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-170,Quad-Creaser Yellow Split Creasing Rib,consumable,Rubber Creasing Band,12.54,15.60,3.06,24.4
MOULD-170X,Quad-Creaser Yellow Split Creasing Rib,consumable,Rubber Creasing Band,12.54,15.60,3.06,24.4
MOULD-174,Quad-Creaser Black Split Creasing Rib,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-174SX,Spine-Creaser Black Split Gripper Crease,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-179,Spine-Creaser Orange Split Gripper Crease,consumable,Rubber Creasing Band,9.90,15.60,5.70,57.6
MOULD-18,Yellow 'O' Ring Insert - for 35mm Shaft,consumable,Rubber Creasing Band,5.93,15.60,9.67,163.1
MOULD-180,Spine-Creaser Blue Split Gripper Crease,consumable,Rubber Creasing Band,9.90,15.60,5.70,57.6
MOULD-181,Spine-Creaser Yellow Split Gripper Crease,consumable,Rubber Creasing Band,9.90,15.60,5.70,57.6
MOULD-182,Spine-Creaser Black Split Gripper Crease,consumable,Rubber Creasing Band,9.90,15.60,5.70,57.6
MOULD-25,Large Creasing Rib for Web Enhancer,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-27,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-28,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-29,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-30,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-31,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-33,Extra Heavy Gripper Crease for Web Enhancer Yellow Dot,consumable,Rubber Creasing Band,11.70,15.60,3.90,33.3
MOULD-34,Heavy Gripper Crease for Web Enhancer Blue Dot,consumable,Rubber Creasing Band,11.70,15.60,3.90,33.3
MOULD-35,Blue Thin Gripper Crease for 25/30mm De-lux,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-37,Orange Thin Gripper Crease for 25/30mm De-lux,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-39,Yellow Thin Gripper Crease 25/30mm De-lux,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-41,Quad-Creaser Pink Split Gripper Crease,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-43,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-44,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-45,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-46,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-48,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-49,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-50,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-52,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-53,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-54,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-56,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-57,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-58,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-64,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-65,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-66,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-70,Kolbus 114mm Black Split Gripper Crease Insert,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-71,Tri-Creaser Easy Fit Black Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-72,Kolbus Black Split Gripper Crease 94mm O/D (no lug),consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-72XH&H,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-73,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-74,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-75,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-77,Tri-Creaser Easy Fit Yellow Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-77B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band,8.48,15.60,7.12,84.0
MOULD-78,Tri-Creaser Easy Fit Blue Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-79,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-82,Quad-Creaser Black Split Creasing Rib,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-82-X,Quad-Creaser Black Split Gripper Crease,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-85,Quad-Creaser Black Split Gripper Crease,consumable,Rubber Creasing Band,12.54,21.60,9.06,72.2
MOULD-86,Quad-Creaser Black Split Creasing Rib,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-86X,Tri-Creaser Fast Fit Black Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-86X-Y,Tri-Creaser Fast Fit Yellow/Black Split Gripper Crease,consumable,Rubber Creasing Band,9.85,15.60,5.75,58.4
MOULD-87,Quad-Creaser Black Split Gripper Crease,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-89,Spine- & Quad-Creaser Yellow Split Gripper Crease,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-90,Spine- & Quad-Creaser Blue Split Gripper Crease,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-91,Quad-Creaser Yellow Split Creasing Rib,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-92,Quad-Creaser Blue Split Creasing Rib,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-93,Quad-Creaser Orange Split Creasing Rib,consumable,Rubber Creasing Band,8.50,15.60,7.10,83.5
MOULD-97,Tri-Creaser Easy Fit Orange Gripper Crease,consumable,Rubber Creasing Band,7.11,15.60,8.49,119.4
MOULD-101B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-102-BX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-102B,Yellow EnduraCrease Fast Fit MB 20mm Split Lugged,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-102B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-104B-XTRA,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-105B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-107B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-108B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-111B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-112B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-113B-XTRA,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-114B-XTRA,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-117-BX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-117B,Blue  EnduraCrease Fast Fit MB 20mm Split Lugged  Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-117B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-118-BX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-118B,Red  EnduraCrease Fast Fit MB 20mm Split lugged,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-118B-SB,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-119B-SB,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-120B-SB,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-121B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-122BSX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-123BSX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-124BSX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-125B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-125B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-125B-SX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-126B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-126B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-126B-SX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-127B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-127B-SB,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-127B-SX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-131B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-132B,Tri-Creaser Easy Fit Pink Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-133B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-139B-X,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-140B,Pink EnduraCrease Fast-Fit Rosback Split Lugged,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-140B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-141B,Blue EnduraCrease Fast Fit Rosback Split,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-141B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-142B,Orange EnduraCrease Fast Fit Rosback Split,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-142B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-143B-X,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-145B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-146B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),9.87,15.60,5.73,58.1
MOULD-147B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),9.87,15.60,5.73,58.1
MOULD-152B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),9.87,15.60,5.73,58.1
MOULD-155B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-156B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-157B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-158B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-159B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-160B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-161B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-162B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-163B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-164B,Tri-Creaser Fast Fit Black Endura Split Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-16B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-17B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-29B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-44B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-45B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-46B,Tri-Creaser Easy Fit Red Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-48B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-49B,Tri-Creaser Easy Fit Green Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-50B,Tri-Creaser Easy Fit Red Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
