Product Code,Description,Type,Category,Gina Old Distributor Price (£),New Distributor Price (£),Price Change (£),Price Change (%)
FF-HH/30-FIX-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 30mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HH/30-FIX-01-B,H&H 30mm Fast Fit with Fixed Female Component,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HH/35-FP-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 35mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HH/40-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 40mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HH/46-FIX,H&H Fast Fit 35mm I/D 46mm O/D,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HO/40.2-FP-01,Tri-Creaser Fast Fit to fit Horizon 24.8mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HO/50-FP,Tri-Creaser Fast Fit to fit Horizon 20mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HO/50-FP-B,Horizon Fast Fit to fit 20mm exit shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HO/65-FP,Tri-Creaser Fast Fit to fit Horizon 29.84mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-LO-01,Tri-Creaser Fast Fit to fit Longford 45mm Top Shaft & 50.1mm,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-MB/20-FIX,20mm MB Fast Fit Tri-Creaser Fixed,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-MB/20-FP,20mm Fast Fit Tri Creaser,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-MB/20-FP-01,Tri-Creaser Fast Fit to fit MB & GUK 20mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-MB/20FIX-01,20mm Fast Fit lugless & Fixed female,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-MF/30-FP-01,Tri-Creaser Fast Fit to fit MBO 30mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-MF/30-FP-01-B,Fast Fit 30mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-MF/30-FP-02,Tri-Creaser Fast Fit to fit Meccanotecnica 30mm shafts,tool,Fast-Fit Tri-Creaser,608.00,789.84,181.84,29.9
FF-MF/40-FIX-01,Tri-Creaser Fast Fit to fit MBO 40mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-PI/27-FIX-01,Tri-Creaser Fast Fit to fit Pierce 27mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-RO/25-FP-01,Tri-Creaser Fast Fit to fit Rollem 25.43mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-RO/25-FP-SV,Tri-Creaser Fast Fit Rollem Narrow Version,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-ROS/25-FP-01,Tri-Creaser Fast Fit to fit Rosback 25.43mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-RS-FP-01,"Tri-Creaser Fast Fit to fit Roto-Score 28.58mm or 1 1/8"" sha",tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SH/15-FP-01-B,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,tool,Fast-Fit Tri-Creaser,451.00,450.00,-1.00,-0.2
FF-SH/15-FP-01-B-PACK,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,tool,Fast-Fit Tri-Creaser,539.00,540.00,1.00,0.2
FF-SH/55-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 55mm Out,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SH/65-45-FP,Shoei Fast Fit 65mm,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SH/65-FIX,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SH/65-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SM/35-FIX,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SM/35-FIX-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SM/35-FIX-01-B,Fast Fit 35mm Tri-Creaser Fixed Female,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SM/35-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SM/35-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SM/35-FP-01-B,Fast Fit 35mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-SMY/30-FP-01,Tri-Creaser Fast Fit to fit Smyth 30mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-ST/25-FIX,Fast Fit 25mm Tri-Creaser with lugs (fixed),tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-ST/25-FIX-01,Tri-Creaser Fast Fit to fit Stahl 25mm Fixed Female,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-ST/25-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts Lug,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-ST/25-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-ST/25-FP-01-B,Fast Fit 25mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-STA-SM/35-FIX,35mm Standard Fast-Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,451.00,789.84,338.84,75.1
FF-STA-ST/25-FIX,25mm Standard Fast-Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,451.00,789.84,338.84,75.1
FF-ZA/40-FP,Zander 2 Tri-Creaser,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-HH/35-FP-DSF-01-B,Tri-Creaser Fast Fit H&H 35mm Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-HO/20-FP-DSF-01-B,Tri Creaser Fast Fit Horizon 20mm Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-MF/30-FP-DSF-01-B,Tri Creaser Fast Fit 30mm Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-PET/40-FP-DSF-01-B,Tri Creaser Fast Fit Petratto 40mm Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-RO/25-FP-DSF-01-B,Tri Creaser Fast Fit Rollem Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-ROS/25-FP-DSF-01-B,Tri Creaser Fast Fit Rosback Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-SM/35-FP-DSF-01-B,Tri Creaser Fast Fit 35mm Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-ST/25-FP-DSF-01-B,Tri Creaser Fast Fit 25mm Advance System,tool,Fast-Fit Tri-Creaser Advance,777.00,1048.20,271.20,34.9
FF-GU/35-DSF,Tri Creaser Fast Fit GUK 35m Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-HH/35-DSF,Tri Creaser Fast Fit H&H 35mm Advance Female Pack Only,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-HO/20-DSF,Tri Creaser Fast Fit  Horizon 20mm Advance Female Pack Only,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-MF/30-DSF,Tri Creaser Fast Fit 30mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-RO/25-DSF,Tri Creaser Fast Fit  Rollem Advance Female Pack Only,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-ROS/25-DSF,Tri Creaser Rosback Advance Female Pack Only,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-SM/35-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-ST/25-DSF,Tri Creaser Fast Fit 25mm Advance Female Only Pack,tool,Fast-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
GB-BF/22,Support Collars to fit Baum Fast Fit 22 ECO-Pair,tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-GUK-35,GUK Gripper Boss Support Rollers(1 Pair),tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-KB/26-FP,Kolbus Gripper Boss Support Roller 1x pair (Upper & Lower),tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-MF/30-FP,30mm Gripper Boss Support Rollers (1 pair),tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-PET/40-FP,Petratto Support Rollers 40mm (pair),tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-RO,Rollem Support Rollers (pair),tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-ROS,Rosback Narrow Support Rollers,tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-SM/35-FP,35mm Gripper Boss Support Rollers (1 Pair),tool,Gripper Boss,76.00,90.00,14.00,18.4
GB-ST/25-FP,25mm Gripper Boss Support Rollers (1 Pair),tool,Gripper Boss,76.00,90.00,14.00,18.4
HO-GB-01,Horizon Gripper Boss Support Rollers - 20mm I/D,tool,Gripper Boss,76.00,90.00,14.00,18.4
HO-GB-02/VP-66,Horizon VP-66 30mm Feed Roller,tool,Gripper Boss,76.00,76.00,0.00,0.0
HO-GB-03,Horizon BQ470 Support Rollers,tool,Gripper Boss,76.00,90.00,14.00,18.4
KB-GB-94,Kolbus Gripper Boss Support Rollers x4 pairs (Upper & Lower),tool,Gripper Boss,518.00,90.00,-428.00,-82.6
MB-GB-01,MB Support Rollers 20mm I/D 40mm O/D,tool,Gripper Boss,76.00,90.00,14.00,18.4
MU-GB-01,Muller Martini Gripper Boss Support Roller,tool,Gripper Boss,50.00,90.00,40.00,80.0
MU-GB-02,50mm O/D Muller Gripper Boss Support Rollers,tool,Gripper Boss,50.00,90.00,40.00,80.0
MU-GB-02-FE,50mm O/D Female Muller Gripper Boss Support Rollers,tool,Gripper Boss,34.00,34.00,0.00,0.0
MU-GB-03,51.4 O/D Muller Gripper Boss Supprt Rollers,tool,Gripper Boss,50.00,90.00,40.00,80.0
QC-GB-01,Gripper-Boss Support Rollers - 36mm I/D,tool,Gripper Boss,76.00,90.00,14.00,18.4
SH-GB/15-FP-GRIP,Gripper Boss Support Rollers to fit Morgana - Top Rollers On,tool,Gripper Boss,34.00,90.00,56.00,164.7
SH-GB/55-FP,Shoei 55mm Gripper Boss Support Rollers,tool,Gripper Boss,76.00,90.00,14.00,18.4
SH-GB/65-FP,Shoei 65mm Gripper Boss Support Rollers,tool,Gripper Boss,76.00,90.00,14.00,18.4
PD-36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,tool,Micro-Perforator,250.00,250.00,0.00,0.0
PD-DEL-BF-22-FP,"Standard Micro-Perforator to fit Baumfolder 22.24mm or 7/8""",tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-BF-28-FP,Standard Micro-Perforator to fit Baumfolder 28.58mm or 1 1/8,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-DM/30-FP,Standard Micro-Perforator to fit Dick Moll 29.62mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-GU/35-FP,Standard Micro-Perforator to fit GUK 35mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-HH/30-FP,Standard Micro-Perforator to fit Herzog and Heymann 30mm sha,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-HH/35-FP,Standard Micro-Perforator to fit Herzog and Heymann 35mm sha,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-HO/20-FP,Standard Micro-Perforator to fit Horizon 20mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-MB/20-FP,Standard Micro-Perforator to fit MB & GUK 20mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-MF/30-FP,Standard Micro-Perforator to fit MBO & Horizon 30mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-MF/40-FP,Standard Micro-Perforator to fit MBO 40mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-MO/15-FP-PACK,Standard Micro-Perforator to fit Morgana & Shoei 15mm shafts,tool,Micro-Perforator,539.00,545.04,6.04,1.1
PD-DEL-PET/40-FP,Standard Micro-Perforator to fit Petratto 40mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-QC/36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-RO/20-FP,Standard Micro-Perforator to fit Rollem 25.43mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-ROS-BA/25-FP,Standard Micro-Perforator to fit Rosback 25.43mm shafts,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-SM/35-FP,Standard Micro-Perforator to fit Stahl/Heidelberg & MBO 35mm,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-ST/25-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 25mm shaft,tool,Micro-Perforator,420.00,545.04,125.04,29.8
PD-DEL-ST/50-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 50mm shaft,tool,Micro-Perforator,514.00,545.04,31.04,6.0
PD-MU/BR-FP,Muller Micro-Perforator with Floating Blade Holder,tool,Micro-Perforator,430.00,545.04,115.04,26.8
PD-ST/MAILER-FP,Micro-Perforator-Heidelberg Mailer Stop Perf,tool,Micro-Perforator,388.00,545.04,157.04,40.5
MT-01/COMBO,36mm Multi Tool Combo Device,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-02/COMBO,35mm Multi Tool Cut Perf and Crease Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-02/COMBO-01,35mm Multi-Tool Cut Perf & Crease Combo (no lugs),tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-02/COMBO-01-B,"35mm Micro-Perf, Cut & Crease Multi-Tool Combo (no lugs)",tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-02/COMBO-FIX,35mm Micro-Perf/Cut & Fixed Crease Multi-Tool,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-02/COMBO-FIX-01,35mm Multi-Tool Cut Perf & Fixed Crease Combo (no lug),tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-02/COMBO-FIX-01-B,"35mm Micro-Perf,Cut & Fixed Crease Multi-Tool Combo (no lug)",tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-03/COMBO,25mm Micro-Perf/Cut & Crease Multi-Tool Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-03/COMBO-01,25mm Multi-Tool Perf Cut & Crease Combo (no lug),tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-03/COMBO-01-B,25mm Multi-Tool Perf Cut & Crease Combo (no Lugs) Poly Bands,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-04/COMBO,30mm Micro Perf/Cut & Crease Multi-Tool Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-04/COMBO-01,30mm Multi-Tool Perf Cut & Crease Combo (no lug),tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-BF/COMBO-28,"28mm Large Baum Multi-Tool Micro-Perf, Cut & Crease Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-BF/COMBO-28-01,"28mm Large Baum Multi-Tool Micro-Perf,Cut & Crease Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-GUK/COMBO,GUK 59.4mm O/D Micro-Perf/Cut & Crease Multi-Tool Combo,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-GUK/COMBO-01,"GUK 59.4mm O/D Micro-Perf, Cut & Crease Multi-Tool Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-HO/COMBO,20mm Horizon Multi-Tool Micro Perf Cutting Crease,tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-SH/COMBO-65,"Shoei 65mm O/D Multi-Tool Micro-Perf, Cut & Crease Combo",tool,Multi-Tool Combo (Perf / Cut / Crease),1020.00,1338.48,318.48,31.2
MT-01,Multi-Tool - 36mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-02,Multi-Tool - 35 mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-03,Multi-Tool - 25mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-04,Multi-Tool - 30mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-BF/28,Multi-Tool - 28mm Baum Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-GUK/35,Multi-Tool - GUK 35mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-HH/30,Multi Tool Complete H&H 30mm,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-HH/35,Multi-Tool - H&H 35mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-HO,Horizon Multi-Tool Complete,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-HO/65,Multi Tool Horizon 65mm Complete,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-MB,Multi-Tool - MB 20mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-SH/55,Multi-Tool - Shoei 55mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-SH/65,Multi-Tool - Shoei 65mm Complete Set,tool,Multi-Tool Complete (Perf & Cut),749.00,776.88,27.88,3.7
MT-CR/25-CAS-01,Multi-Tool 25mm Creasing Cassette (no lugs),tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/30-CAS,Multi-Tool 30mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/30-CAS-01,Multi-Tool 30mm Creasing Cassette (no lugs),tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/35-CAS-01,Multi-Tool 35mm Creasing Cassette (no lugs),tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/35-CAS-FIX,Multi-Tool 35mm Creasing Cassette - Fixed Female Component,tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/36-CAS,Multi-Tool 36mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/BF-28-CAS,Multi-Tool Large Baum 28mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/GU-CAS,Multi-Tool GUK 59.4mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-CR/SH-65-CAS,Multi-Tool Shoei 65mm Creasing Cassette,tool,Multi-Tool Creasing Cassette,406.00,565.20,159.20,39.2
MT-01/PERF-OPTION-1,Multi-Tool - 36mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-02/PERF-OPTION-1,Multi-Tool - 35mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-03/PERF-OPTION-1,Multi-Tool - 25mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-04/PERF-OPTION-1,Multi-Tool - 30mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-BF/28/PERF-OPTION-1,Multi-Tool - 28mm Baum Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-GUK/35/PERF-OPTION-1,Multi-Tool - GUK 35mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-HH/30/PERF-OPTION-1,Multi-Tool H&H 30mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-HH/35/PERF-OPTION-1,Multi-Tool - H&H 35mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-HO/PERF-OPTION-1,Horizon Multi Tool Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-MB/PERF-OPTION-1,Multi-Tool - MB 20mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
MT-SH/65/PERF-OPTION-1,Multi-Tool Shoei 35/65mm Perforating Option 1,tool,Multi-Tool Option 1 (Perforation),523.00,560.88,37.88,7.2
KC-01-36,Kisscutter - 36mm,tool,Multi-Tool Option 2 (Cutting),382.00,382.00,0.00,0.0
MT-01/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Multigraf 36mm shafts,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-02/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg & MBO 35,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-03/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg 25mm sha,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-04/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MBO & Horizon 30mm shafts,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-BF/28/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Baumfolder 28.58mm or 1 1,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-GUK/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit GUK 35mm shafts,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-HH/30/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 30mm s,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-HH/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 35mm s,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-HH/40-CUTTING-OPTION2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 40mm s,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-HH/45/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 45mm s,tool,Multi-Tool Option 2 (Cutting),505.00,539.40,34.40,6.8
MT-HO/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Horizon 20mm shafts,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-MB/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MB & GUK 20mm shafts,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-MF/40CUTTING-OPT2,Multi-Tool Cutting Option 2 to fit MBO 40mm shafts,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-SH/55/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 5,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
MT-SH/65/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 6,tool,Multi-Tool Option 2 (Cutting),472.00,539.40,67.40,14.3
QC-ADJ-KB/94-FP-01,"Quad-Creaser Adjustable to fit Kolbus binder KM410C, KM412,",tool,Quad-Creaser,2290.00,1962.00,-328.00,-14.3
QC-DEL-GO/6-FP,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",tool,Quad-Creaser,1333.00,1368.00,35.00,2.6
QC-DEL-KB/114-FP-6,Kolbus 114mm,tool,Quad-Creaser,2260.00,2260.00,0.00,0.0
QC-DEL-KB/26-6C-FP-01,"Quad-Creaser (Lay Flat) to fit Kolbus binder KM470, KM490 &",tool,Quad-Creaser,1093.00,1509.84,416.84,38.1
QC-DEL-KB/26-FP-5-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",tool,Quad-Creaser,1081.00,1509.84,428.84,39.7
QC-DEL-KB/26-FP-6-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",tool,Quad-Creaser,1081.00,1509.84,428.84,39.7
QC-DEL-KB/94-FP-6,QuadCreaser to fit kolbus473 Perfect Binder with fixed hinge,tool,Quad-Creaser,1522.00,1522.00,0.00,0.0
QC-DEL-MPB/30-FP-5,"Quad-Creaser to fit Muller Martini Corona, Bolero, Acoro, No",tool,Quad-Creaser,766.00,1293.84,527.84,68.9
QC-DEL-MPB/30-FP-5-B,Muller Easy-Binder Pink-Split Creaser - 5mm Hinge,tool,Quad-Creaser,766.00,1293.84,527.84,68.9
QC-DEL-UB/6-FP,"Quad-Creaser to fit Harris, Goss & (old) UB binder 1 1/2"" Sh",tool,Quad-Creaser,1018.00,1365.84,347.84,34.2
QC-DEL-UB/6-FP-01,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",tool,Quad-Creaser,1298.00,1509.84,211.84,16.3
QC-DEL-WO/98-ENDFLAP-FP,End Flap Creaser for Wohlenberg,tool,Quad-Creaser,880.00,880.00,0.00,0.0
